data-time,wind,dir,slp,t2,rh2,td2
20180311-1,1.6,314.0,1022.2,276.35,43.0,264.93
20180311-2,0.95,32.0,1021.9,277.95,37.0,264.44
20180311-3,1.44,115.0,1021.3,277.25,37.0,263.81
20180311-4,1.98,148.0,1020.3,277.85,36.0,264.0
20180311-5,1.53,84.0,1019.4,278.75,34.0,264.07
20180311-6,1.78,123.0,1018.1,278.95,33.0,263.87
20180311-7,1.5,107.0,1017.2,279.35,33.0,264.23
20180311-8,1.3,120.0,1016.3,279.85,34.0,265.06
20180311-9,1.3,113.0,1015.8,280.15,36.0,266.08
20180311-10,0.45,204.0,1015.6,280.05,38.0,266.69
20180311-11,2.17,358.0,1015.7,278.45,37.0,264.9
20180311-12,1.31,15.0,1015.8,277.85,39.0,265.04
20180311-13,0.64,354.0,1015.6,278.05,39.0,265.22
20180311-14,0.83,319.0,1015.4,278.25,39.0,265.4
20180311-15,0.78,311.0,1015.1,278.25,40.0,265.73
20180311-16,0.98,4.0,1014.5,277.35,45.0,266.44
20180311-17,1.34,23.0,1014.0,277.15,45.0,266.26
20180311-18,0.54,350.0,1013.4,276.85,46.0,266.27
20180311-19,0.76,206.0,1012.6,276.25,55.0,268.07
20180311-20,1.15,2.0,1011.9,274.05,56.0,266.23
20180311-21,0.35,298.0,1011.5,271.55,64.0,266.23
20180311-22,0.32,339.0,1011.3,271.65,64.0,266.32
20180311-23,0.24,214.0,1011.1,271.65,65.0,266.5
20180312-0,0.99,358.0,1011.3,275.65,55.0,267.5
20180312-1,1.34,3.0,1011.3,277.85,50.0,268.3
20180312-2,0.53,67.0,1010.5,280.45,42.0,268.38
20180312-3,1.67,109.0,1009.7,280.95,38.0,267.51
20180312-4,1.91,120.0,1008.7,282.95,35.0,268.22
20180312-5,1.35,169.0,1007.7,283.65,35.0,268.85
20180312-6,1.17,224.0,1006.5,285.65,33.0,269.86
20180312-7,2.58,152.0,1005.8,285.65,37.0,271.4
20180312-8,2.76,189.0,1005.2,285.55,39.0,272.03
20180312-9,2.14,185.0,1005.0,285.15,40.0,272.01
20180312-10,1.34,190.0,1005.5,283.95,44.0,272.22
20180312-11,2.14,181.0,1005.7,282.85,48.0,272.4
20180312-12,1.39,85.0,1006.2,279.45,57.0,271.57
20180312-13,1.95,124.0,1006.3,281.55,56.0,273.3
20180312-14,0.88,85.0,1006.1,278.55,64.0,272.29
20180312-15,0.8,356.0,1006.2,276.35,72.0,271.79
20180312-16,1.16,7.0,1006.0,275.35,75.0,271.38
20180312-17,0.84,6.0,1005.8,274.65,75.0,270.7
20180312-18,1.22,9.0,1005.7,273.75,81.0,270.86
20180312-19,1.41,347.0,1005.3,274.35,76.0,270.58
20180312-20,0.67,319.0,1005.2,273.65,76.0,269.9
20180312-21,1.3,350.0,1005.0,273.15,79.0,269.94
20180312-22,1.42,338.0,1005.0,274.65,72.0,270.15
20180312-23,1.41,360.0,1005.2,273.95,75.0,270.02
20180313-0,1.69,348.0,1005.7,277.15,65.0,271.17
20180313-1,1.88,347.0,1006.0,280.55,54.0,271.86
20180313-2,2.4,359.0,1005.8,283.55,46.0,272.46
20180313-3,1.12,350.0,1005.5,286.05,40.0,272.83
20180313-4,1.14,78.0,1004.8,287.25,35.0,272.09
20180313-5,1.4,145.0,1004.3,289.35,29.0,271.39
20180313-6,1.04,163.0,1003.2,290.65,30.0,272.99
20180313-7,1.32,207.0,1002.7,291.75,27.0,272.51
20180313-8,1.19,218.0,1002.6,292.25,26.0,272.43
20180313-9,1.51,184.0,1002.7,291.55,27.0,272.34
20180313-10,0.48,236.0,1003.2,288.75,33.0,272.62
20180313-11,1.03,75.0,1003.6,285.45,41.0,272.63
20180313-12,1.19,135.0,1004.4,285.95,40.0,272.74
20180313-13,0.47,31.0,1005.0,281.25,52.0,272.0
20180313-14,1.67,11.0,1005.2,282.35,53.0,273.3
20180313-15,0.83,360.0,1005.3,281.25,53.0,272.27
20180313-16,1.1,7.0,1005.5,280.05,58.0,272.37
20180313-17,1.04,355.0,1006.1,280.95,57.0,272.98
20180313-18,3.48,117.0,1006.5,283.55,66.0,277.51
20180313-19,1.35,154.0,1005.9,282.35,74.0,277.98
20180313-20,0.49,334.0,1005.4,279.35,80.0,276.17
20180313-21,0.64,272.0,1005.4,279.35,82.0,276.52
20180313-22,0.66,259.0,1005.5,277.75,89.0,276.1
20180313-23,1.08,322.0,1006.0,278.75,90.0,277.25
20180314-0,2.16,159.0,1006.2,282.25,76.0,278.27
20180314-1,1.55,117.0,1006.3,282.85,72.0,278.07
20180314-2,2.2,159.0,1005.9,285.05,62.0,278.05
20180314-3,2.65,139.0,1005.7,286.45,58.0,278.42
20180314-4,3.29,110.0,1005.0,286.55,59.0,278.76
20180314-5,3.72,101.0,1004.1,287.05,58.0,278.99
20180314-6,3.63,114.0,1003.3,287.25,56.0,278.67
20180314-7,2.78,116.0,1002.6,287.45,57.0,279.11
20180314-8,2.48,124.0,1002.5,287.65,57.0,279.3
20180314-9,1.87,102.0,1002.5,287.65,58.0,279.55
20180314-10,1.25,344.0,1002.7,287.25,58.0,279.18
20180314-11,0.69,144.0,1002.8,285.65,63.0,278.85
20180314-12,0.89,331.0,1003.9,285.15,65.0,278.82
20180314-13,1.25,15.0,1004.7,284.65,66.0,278.56
20180314-14,2.0,300.0,1005.8,284.75,68.0,279.09
20180314-15,1.98,344.0,1006.5,284.15,71.0,279.13
20180314-16,3.22,12.0,1007.9,285.05,69.0,279.58
20180314-17,6.63,28.0,1008.8,287.15,33.0,271.19
20180314-18,6.7,7.0,1010.4,285.95,32.0,269.71
20180314-19,3.86,20.0,1012.2,284.85,33.0,269.14
20180314-20,6.29,31.0,1013.7,284.35,32.0,268.29
20180314-21,5.63,35.0,1015.1,283.05,34.0,267.93
20180314-22,6.17,13.0,1017.3,282.05,33.0,266.64
20180314-23,7.58,22.0,1019.0,280.95,30.0,264.42
20180315-0,6.41,23.0,1020.7,280.45,27.0,262.63
20180315-1,8.76,16.0,1022.0,280.45,20.0,258.86
20180315-2,9.85,25.0,1022.6,280.85,14.0,254.84
20180315-3,7.67,31.0,1023.1,281.15,13.0,254.2
20180315-4,7.97,38.0,1023.1,283.85,12.0,255.44
20180315-5,6.99,43.0,1022.9,283.95,12.0,255.52
20180315-6,4.72,43.0,1022.4,284.65,11.0,255.04
20180315-7,5.65,41.0,1022.1,286.05,10.0,255.01
20180315-8,6.98,59.0,1021.9,285.35,9.0,253.2
20180315-9,5.62,72.0,1022.3,284.95,10.0,254.13
20180315-10,3.58,83.0,1022.8,284.05,11.0,254.55
20180315-11,3.8,123.0,1023.4,281.75,27.0,263.77
20180315-12,5.35,163.0,1025.2,281.15,30.0,264.6
20180315-13,5.93,167.0,1026.6,280.25,27.0,262.45
20180315-14,6.43,174.0,1027.7,278.25,36.0,264.36
20180315-15,4.6,184.0,1028.3,277.55,39.0,264.76
20180315-16,3.56,181.0,1028.9,275.75,47.0,265.53
20180315-17,3.88,182.0,1029.2,274.85,54.0,266.51
20180315-18,3.03,180.0,1029.3,272.55,60.0,266.43
20180315-19,2.61,175.0,1028.9,272.55,60.0,266.43
20180315-20,1.62,195.0,1029.2,273.25,61.0,266.6
20180315-21,0.87,197.0,1029.1,270.55,68.0,265.97
20180315-22,0.64,146.0,1029.4,269.35,75.0,265.95
20180315-23,1.5,100.0,1029.9,273.15,63.0,266.92
20180316-0,1.81,109.0,1030.1,275.45,56.0,267.55
20180316-1,1.2,228.0,1030.6,276.75,49.0,267.01
20180316-2,2.6,226.0,1030.4,278.25,41.0,266.05
20180316-3,3.25,175.0,1029.5,279.85,37.0,266.16
20180316-4,3.17,160.0,1028.0,280.25,35.0,265.8
20180316-5,3.21,181.0,1026.7,281.85,31.0,265.64
20180316-6,3.84,176.0,1025.2,282.15,30.0,265.48
20180316-7,3.71,194.0,1024.0,282.65,29.0,265.48
20180316-8,3.6,193.0,1023.6,282.75,28.0,265.11
20180316-9,4.3,194.0,1023.2,282.05,29.0,264.95
20180316-10,2.89,191.0,1022.9,280.85,31.0,264.76
20180316-11,3.38,197.0,1023.1,280.35,32.0,264.72
20180316-12,3.32,188.0,1023.5,279.25,35.0,264.9
20180316-13,3.5,187.0,1023.7,279.35,36.0,265.35
20180316-14,4.0,173.0,1023.9,278.55,40.0,266.0
20180316-15,5.47,176.0,1023.9,277.05,40.0,264.63
20180316-16,2.77,173.0,1023.7,276.25,41.0,264.22
20180316-17,5.09,159.0,1023.0,276.35,39.0,263.67
20180316-18,2.99,83.0,1022.9,275.65,44.0,264.58
20180316-19,2.16,104.0,1021.8,275.15,48.0,265.25
20180316-20,1.9,88.0,1021.4,275.35,47.0,265.16
20180316-21,2.31,121.0,1021.3,275.35,44.0,264.31
20180316-22,1.73,92.0,1021.3,275.25,48.0,265.34
20180316-23,1.55,86.0,1021.3,275.35,47.0,265.16
20180317-0,2.31,128.0,1021.8,275.45,47.0,265.25
20180317-1,0.59,71.0,1022.7,274.75,66.0,269.07
20180317-2,2.19,10.0,1023.0,273.55,86.0,271.48
20180317-3,2.71,23.0,1022.5,273.45,96.0,272.89
20180317-4,3.0,38.0,1021.9,273.35,94.0,272.5
20180317-5,1.83,49.0,1021.2,273.15,97.0,272.73
20180317-6,1.79,105.0,1020.6,273.65,97.0,273.23
20180317-7,1.6,116.0,1020.2,274.35,91.0,273.04
20180317-8,5.720000000000001,-9999.0,1020.0,274.35,89.0,272.74
20180317-9,1.23,83.0,1019.7,274.45,89.0,272.84
20180317-10,2.05,125.0,1019.9,274.55,92.0,273.39
20180317-11,1.83,140.0,1020.0,274.65,91.0,273.34
20180317-12,1.47,200.0,1020.5,274.45,92.0,273.29
20180317-13,0.55,182.0,1020.8,274.25,95.0,273.54
20180317-14,1.12,45.0,1020.8,274.75,93.0,273.74
20180317-15,0.87,34.0,1020.5,274.55,92.0,273.39
20180317-16,0.8,3.0,1020.5,274.65,92.0,273.49
20180317-17,0.48,42.0,1020.2,274.75,93.0,273.74
20180317-18,1.07,359.0,1020.1,274.65,92.0,273.49
20180317-19,2.26,26.0,1019.4,274.45,89.0,272.84
20180317-20,0.94,304.0,1019.0,273.75,95.0,273.04
20180317-21,1.43,10.0,1019.2,272.85,93.0,271.96
20180317-22,1.31,2.0,1019.7,271.95,97.0,271.58
20180317-23,1.09,9.0,1019.4,272.05,99.0,271.93
20180318-0,0.83,301.0,1019.8,274.35,98.0,274.07
20180318-1,2.03,323.0,1020.2,276.45,79.0,273.16
20180318-2,1.97,9.0,1020.3,278.25,69.0,273.04
20180318-3,1.17,126.0,1020.1,280.05,64.0,273.73
20180318-4,1.08,202.0,1019.5,281.95,55.0,273.43
20180318-5,1.07,139.0,1018.4,283.05,49.0,272.87
20180318-6,1.53,103.0,1017.2,283.85,43.0,271.82
20180318-7,2.79,142.0,1016.5,285.05,43.0,272.92
20180318-8,2.12,178.0,1016.2,285.35,40.0,272.2
20180318-9,1.94,191.0,1016.2,285.15,43.0,273.01
20180318-10,2.61,169.0,1016.8,283.65,46.0,272.55
20180318-11,4.23,146.0,1017.6,282.55,52.0,273.22
20180318-12,2.53,184.0,1018.3,280.35,60.0,273.12
20180318-13,4.23,153.0,1018.6,280.75,66.0,274.82
20180318-14,2.77,169.0,1019.2,279.65,73.0,275.17
20180318-15,0.86,138.0,1019.3,278.15,79.0,274.82
20180318-16,1.27,41.0,1019.2,275.95,87.0,274.0
20180318-17,1.31,350.0,1019.3,274.65,91.0,273.34
20180318-18,1.16,347.0,1019.3,273.55,93.0,272.55
20180318-19,0.74,347.0,1019.0,274.05,93.0,273.05
20180318-20,1.55,298.0,1018.9,276.35,82.0,273.58
20180318-21,1.56,346.0,1019.5,275.15,84.0,272.73
20180318-22,1.05,347.0,1020.0,274.35,85.0,272.11
20180318-23,0.53,14.0,1020.9,276.45,78.0,272.98
20180319-0,0.94,300.0,1022.0,279.75,66.0,273.87
20180319-1,1.93,331.0,1022.6,281.15,54.0,272.43
20180319-2,3.33,31.0,1022.4,284.55,36.0,270.04
20180319-3,6.16,44.0,1022.5,285.55,25.0,266.08
20180319-4,3.65,96.0,1022.2,286.65,29.0,269.01
20180319-5,3.67,129.0,1021.5,287.75,26.0,268.51
20180319-6,2.97,165.0,1020.6,288.65,28.0,270.29
20180319-7,3.67,148.0,1020.0,288.45,26.0,269.12
20180319-8,2.61,187.0,1019.8,288.25,26.0,268.95
20180319-9,3.16,185.0,1019.8,287.75,25.0,267.99
20180319-10,6.25,167.0,1020.6,286.05,26.0,267.03
20180319-11,4.9,145.0,1021.4,284.65,25.0,265.3
20180319-12,2.65,137.0,1022.1,283.45,27.0,265.26
20180319-13,2.07,127.0,1022.9,282.85,28.0,265.2
20180319-14,3.63,122.0,1023.7,282.55,26.0,263.98
20180319-15,3.49,125.0,1024.4,281.55,23.0,261.55
20180319-16,2.37,120.0,1025.0,280.85,24.0,261.48
20180319-17,2.04,184.0,1025.5,279.55,34.0,264.79
20180319-18,0.8,148.0,1025.7,277.35,42.0,265.54
20180319-19,1.61,18.0,1025.6,277.65,41.0,265.5
20180319-20,3.5,49.0,1025.1,279.05,22.0,258.84
20180319-21,3.89,42.0,1025.4,278.35,22.0,258.24
20180319-22,4.15,38.0,1025.8,278.05,19.0,256.19
20180319-23,4.77,49.0,1026.6,278.05,18.0,255.53
20180320-0,4.14,47.0,1027.0,278.95,16.0,254.87
20180320-1,5.12,50.0,1027.5,280.45,13.0,253.63
20180320-2,3.49,70.0,1027.3,281.75,14.0,255.58
20180320-3,2.83,44.0,1026.7,282.55,14.0,256.24
20180320-4,2.02,105.0,1025.7,282.95,12.0,254.71
20180320-5,2.52,92.0,1024.6,284.05,13.0,256.57
20180320-6,2.13,27.0,1023.6,284.55,13.0,256.98
20180320-7,3.02,168.0,1022.8,284.35,13.0,256.82
20180320-8,2.79,199.0,1022.4,284.15,13.0,256.65
20180320-9,2.38,203.0,1022.2,283.85,14.0,257.31
20180320-10,2.2,187.0,1022.2,282.65,16.0,257.96
20180320-11,3.64,184.0,1022.6,281.65,20.0,259.88
20180320-12,3.85,174.0,1022.7,280.55,22.0,260.13
20180320-13,3.29,183.0,1023.1,279.35,23.0,259.65
20180320-14,1.54,195.0,1023.2,278.65,24.0,259.57
20180320-15,1.49,221.0,1023.0,277.55,27.0,260.08
20180320-16,1.03,238.0,1022.8,273.75,36.0,260.3
20180320-17,1.47,138.0,1022.5,274.25,35.0,260.39
