data-time,wind,dir,slp,t2,rh2,td2
20180430-6,4.59,179.0,1008.9,296.85,48.0,285.36
20180430-7,6.49,155.0,1008.1,296.25,47.0,284.49
20180430-8,4.86,175.0,1007.3,295.55,49.0,284.47
20180430-9,5.68,164.0,1007.2,295.15,48.0,283.79
20180430-10,5.02,142.0,1007.2,294.65,48.0,283.33
20180430-11,2.82,120.0,1008.1,293.85,51.0,283.48
20180430-12,3.27,132.0,1008.2,293.35,54.0,283.87
20180430-13,2.35,187.0,1008.9,292.35,60.0,284.5
20180430-14,2.53,190.0,1008.8,292.05,61.0,284.46
20180430-15,0.61,241.0,1008.6,290.45,67.0,284.34
20180430-16,0.34,104.0,1008.8,288.75,78.0,284.97
20180430-17,0.4,324.0,1008.8,287.45,84.0,284.81
20180430-18,0.95,24.0,1009.2,287.45,85.0,284.99
20180430-19,0.77,344.0,1009.0,286.05,90.0,284.47
20180430-20,1.49,351.0,1009.4,287.05,84.0,284.42
20180430-21,1.58,343.0,1009.9,287.65,82.0,284.65
20180430-22,1.41,331.0,1010.0,287.65,83.0,284.83
20180430-23,1.78,26.0,1010.4,289.15,79.0,285.55
20180501-0,3.68,4.0,1010.9,291.55,66.0,285.17
20180501-1,6.08,28.0,1010.9,293.25,41.0,279.73
20180501-2,6.23,25.0,1011.0,293.05,34.0,276.87
20180501-3,7.28,32.0,1010.9,294.85,30.0,276.7
20180501-4,5.17,7.0,1010.9,295.75,29.0,277.01
20180501-5,6.39,43.0,1010.4,295.05,30.0,276.87
20180501-6,6.25,28.0,1009.6,294.55,34.0,278.21
20180501-7,5.27,44.0,1009.4,294.05,31.0,276.45
20180501-8,3.65,92.0,1009.7,294.35,31.0,276.72
20180501-9,5.33,143.0,1010.4,292.95,43.0,280.15
20180501-10,0.96,256.0,1011.1,292.05,46.0,280.3
20180501-11,6.57,158.0,1011.8,290.65,60.0,282.89
20180501-12,4.13,125.0,1012.7,288.85,77.0,284.88
20180501-13,2.23,149.0,1012.9,288.25,75.0,283.9
20180501-14,2.55,135.0,1013.3,288.05,79.0,284.48
20180501-15,1.05,289.0,1012.9,287.75,81.0,284.56
20180501-16,1.26,326.0,1013.3,287.45,82.0,284.45
20180501-17,1.1,293.0,1013.2,287.75,80.0,284.38
20180501-18,1.75,324.0,1013.0,287.25,79.0,283.7
20180501-19,1.92,342.0,1013.2,286.25,80.0,282.91
20180501-20,2.41,350.0,1013.3,285.15,87.0,283.07
20180501-21,2.66,352.0,1013.5,284.65,81.0,281.53
20180501-22,1.72,352.0,1013.8,284.95,81.0,281.82
20180501-23,1.26,315.0,1014.6,287.25,71.0,282.12
20180502-0,2.1,351.0,1015.0,290.35,49.0,279.65
20180502-1,1.23,311.0,1014.7,293.25,35.0,277.46
20180502-2,4.17,28.0,1014.6,294.05,28.0,275.02
20180502-3,3.79,15.0,1014.1,295.05,18.0,269.82
20180502-4,3.13,55.0,1013.3,295.05,16.0,268.24
20180502-5,1.88,132.0,1012.2,295.45,15.0,267.72
20180502-6,1.93,143.0,1011.1,296.65,16.0,269.57
20180502-7,2.32,145.0,1010.2,295.15,20.0,271.33
20180502-8,4.48,172.0,1009.4,295.95,19.0,271.31
20180502-9,1.5,231.0,1009.1,296.25,15.0,268.37
20180502-10,2.75,327.0,1009.1,295.55,18.0,270.24
20180502-11,0.66,311.0,1009.5,293.55,20.0,269.98
20180502-12,0.49,349.0,1010.3,291.95,30.0,274.14
20180502-13,3.56,13.0,1011.2,290.85,33.0,274.49
20180502-14,0.86,302.0,1011.7,291.25,28.0,272.57
20180502-15,1.7,312.0,1011.9,290.75,27.0,271.64
20180502-16,1.8,318.0,1012.6,289.05,30.0,271.58
20180502-17,2.79,25.0,1013.0,287.75,32.0,271.31
20180502-18,0.72,299.0,1013.4,284.45,47.0,273.59
20180502-19,0.81,325.0,1013.3,282.65,56.0,274.34
20180502-20,0.39,297.0,1013.6,281.45,62.0,274.62
20180502-21,1.36,354.0,1013.7,279.85,65.0,273.75
20180502-22,2.92,9.0,1014.7,284.15,49.0,273.89
20180502-23,3.16,12.0,1015.4,287.25,45.0,275.57
20180503-0,2.65,23.0,1015.9,290.05,32.0,273.35
20180503-1,2.14,6.0,1016.0,292.45,22.0,270.33
20180503-2,3.8,43.0,1016.0,293.05,19.0,268.87
20180503-3,2.55,40.0,1015.5,293.95,19.0,269.62
20180503-4,3.38,141.0,1014.1,295.05,17.0,269.05
20180503-5,3.88,87.0,1012.9,294.75,17.0,268.8
20180503-6,2.25,194.0,1012.0,295.95,13.0,266.24
20180503-7,3.18,202.0,1010.6,296.45,16.0,269.4
20180503-8,4.78,187.0,1009.4,296.95,17.0,270.63
20180503-9,4.2,197.0,1008.6,296.45,16.0,269.4
20180503-10,4.04,188.0,1008.2,295.25,20.0,271.41
20180503-11,2.62,195.0,1008.3,294.15,24.0,272.97
20180503-12,1.64,199.0,1008.6,291.55,31.0,274.24
20180503-13,2.29,181.0,1008.7,291.15,31.0,273.89
20180503-14,3.02,166.0,1008.6,290.75,32.0,273.98
20180503-15,1.43,188.0,1008.3,290.45,33.0,274.14
20180503-16,2.16,106.0,1008.3,289.15,39.0,275.3
20180503-17,1.32,38.0,1008.1,286.15,51.0,276.31
20180503-18,1.74,40.0,1008.2,285.75,54.0,276.74
20180503-19,1.34,43.0,1008.1,284.75,59.0,277.06
20180503-20,1.54,8.0,1007.8,282.05,70.0,276.9
20180503-21,1.61,360.0,1007.3,281.45,72.0,276.72
20180503-22,1.36,33.0,1007.4,283.95,65.0,277.67
20180503-23,2.32,75.0,1007.4,287.75,51.0,277.8
20180504-0,1.14,54.0,1007.1,289.65,49.0,279.0
20180504-1,2.0,37.0,1006.5,291.15,45.0,279.16
20180504-2,2.08,103.0,1006.2,292.95,42.0,279.81
20180504-3,1.8,139.0,1005.3,294.35,39.0,280.01
20180504-4,2.67,193.0,1004.4,295.95,35.0,279.88
20180504-5,1.99,163.0,1003.1,296.95,35.0,280.77
20180504-6,2.83,178.0,1002.2,298.15,34.0,281.42
20180504-7,3.15,158.0,1001.1,299.25,31.0,281.05
20180504-8,3.45,193.0,1000.5,299.85,30.0,281.1
20180504-9,3.1,179.0,999.9,299.85,32.0,282.04
20180504-10,2.97,191.0,999.9,298.45,34.0,281.69
20180504-11,3.33,196.0,1000.5,297.45,37.0,282.03
20180504-12,1.14,192.0,1000.6,295.65,43.0,282.62
20180504-13,2.93,173.0,1000.9,295.25,48.0,283.88
20180504-14,4.17,160.0,1000.6,295.65,47.0,283.94
20180504-15,2.28,95.0,1000.8,296.55,46.0,284.44
20180504-16,1.84,29.0,1001.2,293.85,54.0,284.34
20180504-17,1.31,19.0,1001.1,291.75,63.0,284.66
20180504-18,1.7,3.0,1001.4,290.75,68.0,284.85
20180504-19,3.14,360.0,1001.7,292.05,58.0,283.71
20180504-20,1.98,344.0,1002.3,291.85,60.0,284.02
20180504-21,1.95,359.0,1002.8,290.05,68.0,284.18
20180504-22,2.1,10.0,1003.2,290.95,65.0,284.36
20180504-23,1.55,351.0,1003.6,292.95,61.0,285.31
20180505-0,3.56,18.0,1004.2,294.55,45.0,282.28
20180505-1,3.02,15.0,1005.1,295.35,42.0,282.0
20180505-2,2.74,35.0,1005.2,296.25,30.0,277.93
20180505-3,4.86,23.0,1005.3,297.55,24.0,275.9
20180505-4,4.13,47.0,1004.8,298.85,21.0,275.13
20180505-5,3.82,57.0,1004.4,297.85,20.0,273.61
20180505-6,3.61,19.0,1004.7,296.85,19.0,272.06
20180505-7,4.83,30.0,1004.4,296.65,19.0,271.89
20180505-8,6.34,21.0,1004.4,296.25,25.0,275.35
20180505-9,4.61,2.0,1004.0,294.95,31.0,277.25
20180505-10,3.33,23.0,1003.9,295.25,34.0,278.84
20180505-11,2.2,14.0,1004.9,293.85,40.0,279.92
20180505-12,0.89,93.0,1005.7,292.65,42.0,279.53
20180505-13,3.61,158.0,1006.8,294.05,32.0,276.9
20180505-14,2.33,146.0,1007.2,293.45,34.0,277.23
20180505-15,0.51,254.0,1007.4,291.25,44.0,278.92
20180505-16,0.26,279.0,1007.5,287.15,63.0,280.28
20180505-17,1.39,17.0,1007.5,286.65,65.0,280.25
20180505-18,1.05,306.0,1007.2,288.25,58.0,280.12
20180505-19,1.09,351.0,1006.8,285.25,74.0,280.79
20180505-20,0.92,309.0,1007.0,286.65,66.0,280.48
20180505-21,0.64,321.0,1007.0,285.35,71.0,280.29
20180505-22,2.42,353.0,1007.0,285.95,73.0,281.27
20180505-23,2.14,11.0,1007.3,288.75,63.0,281.8
20180506-0,2.96,359.0,1007.6,291.45,52.0,281.53
20180506-1,1.47,2.0,1007.4,293.95,43.0,281.06
20180506-2,1.92,294.0,1007.1,296.05,36.0,280.38
20180506-3,0.8,274.0,1006.6,298.45,29.0,279.37
20180506-4,1.11,252.0,1005.4,299.45,24.0,277.53
20180506-5,1.92,140.0,1004.0,300.25,21.0,276.32
20180506-6,2.61,204.0,1003.1,301.25,20.0,276.48
20180506-7,3.82,181.0,1002.3,301.15,21.0,277.08
20180506-8,3.06,191.0,1001.8,300.85,22.0,277.49
20180506-9,3.61,206.0,1001.8,300.15,29.0,280.86
20180506-10,3.78,199.0,1001.9,299.25,30.0,280.57
20180506-11,2.94,206.0,1002.1,297.85,34.0,281.15
20180506-12,2.29,193.0,1002.4,296.25,34.0,279.73
20180506-13,2.3,183.0,1002.6,294.95,43.0,281.98
20180506-14,2.04,183.0,1002.8,294.05,47.0,282.46
20180506-15,2.48,178.0,1002.8,293.75,53.0,283.96
20180506-16,0.94,35.0,1003.0,291.15,64.0,284.32
20180506-17,0.9,356.0,1003.1,289.65,71.0,284.44
20180506-18,1.42,352.0,1003.5,288.25,73.0,283.5
20180506-19,2.81,39.0,1004.1,289.75,67.0,283.67
20180506-20,2.08,10.0,1004.7,288.35,71.0,283.18
20180506-21,2.27,357.0,1005.0,288.35,69.0,282.76
20180506-22,2.28,7.0,1005.7,288.35,70.0,282.97
20180506-23,2.12,353.0,1006.6,290.95,60.0,283.17
20180507-0,2.96,13.0,1007.5,293.35,47.0,281.81
20180507-1,2.15,19.0,1007.9,296.85,43.0,283.71
20180507-2,4.11,111.0,1008.2,297.55,28.0,278.08
20180507-3,5.32,146.0,1008.4,298.85,22.0,275.79
20180507-4,4.33,150.0,1008.2,299.65,30.0,280.92
20180507-5,4.11,145.0,1007.7,299.45,38.0,284.23
20180507-6,4.3,149.0,1007.4,299.55,40.0,285.09
20180507-7,5.32,184.0,1006.7,299.65,39.0,284.8
20180507-8,5.68,156.0,1006.4,299.95,36.0,283.87
20180507-9,6.6,163.0,1006.4,299.05,30.0,280.39
20180507-10,4.83,185.0,1006.5,297.95,33.0,280.81
20180507-11,3.79,188.0,1007.4,295.75,25.0,274.92
20180507-12,3.71,188.0,1008.5,294.45,20.0,270.74
20180507-13,2.45,195.0,1009.8,293.65,26.0,273.64
20180507-14,4.6,177.0,1010.4,291.95,30.0,274.14
20180507-15,4.45,168.0,1011.0,291.45,31.0,274.16
20180507-16,4.92,157.0,1011.6,291.35,31.0,274.07
20180507-17,1.46,203.0,1012.6,289.95,35.0,274.51
20180507-18,0.79,28.0,1012.9,285.65,55.0,276.91
20180507-19,0.2,328.0,1012.9,285.25,58.0,277.29
20180507-20,1.77,354.0,1013.4,284.65,65.0,278.34
20180507-21,1.02,33.0,1013.5,284.55,66.0,278.47
20180507-22,0.89,356.0,1014.3,284.95,77.0,281.08
20180507-23,1.24,17.0,1014.7,289.05,59.0,281.13
20180508-0,2.12,42.0,1015.0,291.65,41.0,278.28
20180508-1,1.43,111.0,1015.2,294.35,31.0,276.72
20180508-2,4.1,171.0,1014.9,296.05,26.0,275.73
20180508-3,5.08,170.0,1014.7,297.05,22.0,274.25
20180508-4,4.93,178.0,1014.1,297.65,20.0,273.44
20180508-5,2.49,204.0,1013.6,298.05,22.0,275.11
20180508-6,3.2,170.0,1013.1,298.85,21.0,275.13
20180508-7,3.99,169.0,1012.5,299.15,23.0,276.67
20180508-8,3.92,195.0,1012.1,298.45,24.0,276.67
20180508-9,2.29,199.0,1012.0,298.15,25.0,276.99
20180508-10,1.97,203.0,1012.4,296.95,27.0,277.04
20180508-11,2.01,195.0,1013.0,296.25,29.0,277.45
20180508-12,5.54,167.0,1013.9,295.35,30.0,277.14
20180508-13,4.96,182.0,1014.6,293.75,30.0,275.73
20180508-14,3.43,187.0,1015.3,292.85,32.0,275.84
20180508-15,1.8,187.0,1015.5,291.35,35.0,275.76
20180508-16,2.07,181.0,1015.8,290.15,39.0,276.2
20180508-17,2.1,137.0,1015.8,291.25,34.0,275.27
20180508-18,2.72,99.0,1015.7,289.95,42.0,277.07
20180508-19,1.98,100.0,1016.0,288.95,43.0,276.49
20180508-20,0.53,52.0,1016.4,286.65,53.0,277.32
20180508-21,1.0,14.0,1016.6,285.05,63.0,278.28
20180508-22,1.09,38.0,1017.1,285.35,70.0,280.08
20180508-23,1.86,95.0,1017.5,289.75,45.0,277.87
20180509-0,1.51,115.0,1017.7,291.55,40.0,277.83
20180509-1,0.96,180.0,1017.8,293.45,36.0,278.04
20180509-2,1.91,168.0,1017.5,294.65,34.0,278.3
20180509-3,2.68,160.0,1016.8,296.45,35.0,280.33
20180509-4,2.3,188.0,1016.0,298.05,32.0,280.45
20180509-5,4.32,161.0,1014.9,299.55,29.0,280.34
20180509-6,4.83,173.0,1014.3,300.15,29.0,280.86
20180509-7,3.05,198.0,1013.5,300.95,25.0,279.41
20180509-8,4.3,185.0,1013.0,300.45,27.0,280.09
20180509-9,4.03,189.0,1013.0,299.95,27.0,279.65
20180509-10,3.8,191.0,1013.0,298.55,29.0,279.46
20180509-11,3.09,187.0,1013.0,297.55,31.0,279.55
20180509-12,2.55,190.0,1013.2,295.45,36.0,279.84
20180509-13,1.93,188.0,1013.9,295.15,37.0,279.97
20180509-14,3.52,167.0,1013.9,295.95,35.0,279.88
20180509-15,2.27,108.0,1013.9,293.25,45.0,281.09
20180509-16,2.52,102.0,1013.8,292.45,51.0,282.18
20180509-17,2.63,101.0,1013.2,291.75,54.0,282.37
20180509-18,2.6,109.0,1013.1,291.55,55.0,282.45
20180509-19,2.05,121.0,1012.7,290.75,58.0,282.48
20180509-20,0.93,53.0,1012.8,288.25,70.0,282.88
20180509-21,1.25,10.0,1012.7,287.55,75.0,283.22
20180509-22,2.15,356.0,1013.0,288.35,75.0,284.0
20180509-23,1.59,8.0,1013.3,290.55,68.0,284.66
20180510-0,1.96,46.0,1013.4,292.05,59.0,283.96
20180510-1,2.04,31.0,1013.7,294.05,53.0,284.24
20180510-2,1.81,108.0,1013.1,295.35,52.0,285.17
20180510-3,1.27,144.0,1012.8,296.85,44.0,284.06
20180510-4,1.56,172.0,1012.1,298.05,43.0,284.81
20180510-5,2.31,154.0,1011.4,298.85,41.0,284.82
20180510-6,2.95,138.0,1010.4,299.55,40.0,285.09
20180510-7,4.53,142.0,1009.5,299.95,40.0,285.45
20180510-8,2.91,165.0,1009.2,300.15,40.0,285.63
20180510-9,3.58,177.0,1008.9,299.55,42.0,285.82
20180510-10,4.11,181.0,1008.6,298.55,45.0,285.95
20180510-11,2.52,188.0,1009.0,297.95,46.0,285.73
20180510-12,1.65,183.0,1009.2,296.55,48.0,285.08
20180510-13,2.38,185.0,1009.8,296.65,49.0,285.48
20180510-14,1.69,188.0,1010.0,296.25,51.0,285.72
20180510-15,3.52,167.0,1009.8,296.75,49.0,285.58
20180510-16,2.17,128.0,1009.4,295.25,55.0,285.92
20180510-17,2.74,137.0,1008.6,295.15,54.0,285.55
20180510-18,2.23,114.0,1008.2,294.35,57.0,285.62
20180510-19,2.56,133.0,1007.9,293.95,54.0,284.43
20180510-20,1.93,114.0,1007.9,293.55,55.0,284.33
20180510-21,1.59,67.0,1007.4,292.65,60.0,284.78
20180510-22,2.9,121.0,1007.9,293.35,55.0,284.14
20180510-23,3.61,160.0,1008.4,293.25,58.0,284.84
20180511-0,1.95,101.0,1008.5,293.15,61.0,285.5
20180511-1,3.01,112.0,1008.4,293.65,58.0,285.22
20180511-2,3.08,115.0,1008.2,293.75,60.0,285.82
20180511-3,1.4,103.0,1007.7,293.25,61.0,285.6
20180511-4,2.54,127.0,1007.4,293.55,59.0,285.38
20180511-5,2.98,166.0,1007.0,293.75,59.0,285.57
20180511-6,2.24,186.0,1006.7,294.25,60.0,286.3
20180511-7,0.96,172.0,1005.8,295.15,58.0,286.63
20180511-8,1.45,70.0,1005.4,294.95,58.0,286.44
20180511-9,2.25,113.0,1005.2,294.65,54.0,285.08
20180511-10,1.88,112.0,1005.1,294.35,60.0,286.39
20180511-11,2.4,96.0,1005.3,294.05,62.0,286.6
20180511-12,1.8,109.0,1005.4,293.55,62.0,286.13
20180511-13,1.17,24.0,1006.1,292.95,68.0,286.96
20180511-14,1.35,83.0,1006.3,292.65,72.0,287.54
20180511-15,3.12,81.0,1006.1,291.75,79.0,288.09
20180511-16,2.8,98.0,1005.9,291.55,80.0,288.09
20180511-17,3.47,109.0,1005.5,291.15,82.0,288.07
20180511-18,2.32,112.0,1005.2,290.75,84.0,288.05
20180511-19,1.85,111.0,1004.6,290.25,87.0,288.1
20180511-20,2.06,121.0,1004.2,289.95,87.0,287.8
20180511-21,2.09,114.0,1004.2,289.85,87.0,287.7
20180511-22,1.66,106.0,1004.3,289.55,87.0,287.41
20180511-23,2.26,110.0,1004.7,289.65,86.0,287.33
20180512-0,2.4,148.0,1004.6,290.35,84.0,287.66
20180512-1,2.34,106.0,1004.3,291.65,77.0,287.6
20180512-2,2.02,93.0,1004.2,293.35,71.0,288.0
20180512-3,2.42,129.0,1003.9,295.05,64.0,288.04
20180512-4,2.33,85.0,1002.8,295.95,60.0,287.91
20180512-5,1.64,150.0,1001.8,297.15,58.0,288.52
20180512-6,2.93,170.0,1000.4,297.85,55.0,288.36
20180512-7,2.6,163.0,999.1,297.95,53.0,287.89
20180512-8,1.92,187.0,999.4,298.05,53.0,287.98
20180512-9,0.77,208.0,999.6,297.65,54.0,287.89
20180512-10,2.01,108.0,999.5,296.25,64.0,289.18
20180512-11,4.93,5.0,1000.8,288.65,83.0,285.81
20180512-12,1.28,16.0,1001.2,289.35,82.0,286.31
20180512-13,1.4,72.0,1001.7,290.95,69.0,285.26
20180512-14,0.54,349.0,1002.0,289.15,83.0,286.3
20180512-15,2.5,162.0,1002.6,289.35,79.0,285.75
20180512-16,1.36,210.0,1002.0,289.85,78.0,286.04
20180512-17,0.75,289.0,1001.7,289.45,77.0,285.46
20180512-18,2.25,25.0,1001.7,287.65,91.0,286.22
20180512-19,1.23,5.0,1001.3,287.25,93.0,286.15
20180512-20,1.4,341.0,1001.2,286.85,94.0,285.91
20180512-21,0.74,341.0,1001.0,285.55,92.0,284.3
20180512-22,0.94,330.0,1001.2,286.45,93.0,285.35
20180512-23,1.37,3.0,1001.5,289.15,80.0,285.74
20180513-0,1.83,36.0,1001.4,291.15,67.0,285.01
20180513-1,1.6,104.0,1001.7,293.75,53.0,283.96
20180513-2,1.5,150.0,1001.7,295.75,47.0,284.03
20180513-3,2.07,164.0,1001.3,297.35,42.0,283.82
20180513-4,2.46,163.0,1000.6,299.25,39.0,284.44
20180513-5,2.89,137.0,999.7,300.05,40.0,285.54
20180513-6,3.96,131.0,999.0,301.25,38.0,285.85
20180513-7,4.32,161.0,997.6,301.35,34.0,284.27
20180513-8,3.85,170.0,997.5,302.05,35.0,285.33
20180513-9,3.34,189.0,997.2,301.05,38.0,285.67
20180513-10,3.33,182.0,997.2,300.25,40.0,285.72
20180513-11,3.83,113.0,997.4,298.45,55.0,288.92
20180513-12,2.59,129.0,997.9,297.15,60.0,289.04
20180513-13,2.06,132.0,998.5,296.75,63.0,289.42
20180513-14,1.82,105.0,998.5,295.95,67.0,289.61
20180513-15,3.02,116.0,998.0,295.35,68.0,289.26
20180513-16,2.58,118.0,997.8,295.05,66.0,288.51
20180513-17,2.94,111.0,997.1,295.15,63.0,287.89
20180513-18,1.9,91.0,996.8,294.85,62.0,287.36
20180513-19,1.71,93.0,996.4,294.65,63.0,287.42
20180513-20,1.35,87.0,996.4,294.55,66.0,288.03
20180513-21,1.72,357.0,996.6,293.75,71.0,288.39
20180513-22,1.29,59.0,997.0,294.25,69.0,288.43
20180513-23,3.17,127.0,997.4,294.85,67.0,288.55
20180514-0,2.36,109.0,997.9,295.45,68.0,289.36
20180514-1,1.25,85.0,997.8,297.25,65.0,290.38
20180514-2,1.51,69.0,997.6,298.55,60.0,290.37
20180514-3,0.96,109.0,997.1,300.75,56.0,291.36
20180514-4,2.06,132.0,996.3,301.85,55.0,292.11
20180514-5,3.08,138.0,995.6,302.65,53.0,292.27
20180514-6,3.07,128.0,994.8,303.45,52.0,292.72
20180514-7,3.75,177.0,994.0,304.75,46.0,291.98
20180514-8,5.08,172.0,993.5,305.35,46.0,292.53
20180514-9,4.15,191.0,993.2,305.05,45.0,291.91
20180514-10,2.62,197.0,993.0,304.75,48.0,292.65
20180514-11,2.71,193.0,993.4,303.35,48.0,291.36
20180514-12,1.84,187.0,993.9,301.15,54.0,291.16
20180514-13,2.58,181.0,994.5,300.45,55.0,290.8
20180514-14,3.64,202.0,994.9,301.45,47.0,289.28
20180514-15,2.99,186.0,995.1,298.95,55.0,289.39
20180514-16,2.74,188.0,995.3,298.55,55.0,289.02
20180514-17,3.11,181.0,995.0,297.25,60.0,289.14
20180514-18,3.39,161.0,995.1,297.55,58.0,288.9
20180514-19,2.49,103.0,995.1,295.95,62.0,288.41
20180514-20,1.83,91.0,995.0,295.15,67.0,288.84
20180514-21,1.48,89.0,995.5,295.25,69.0,289.39
20180514-22,2.71,102.0,995.9,296.05,67.0,289.7
20180514-23,2.49,132.0,996.4,297.05,65.0,290.19
20180515-0,2.85,163.0,996.8,299.15,60.0,290.93
20180515-1,2.61,153.0,996.6,299.95,61.0,291.95
20180515-2,2.28,137.0,996.6,300.95,58.0,292.1
20180515-3,3.19,138.0,996.5,299.95,61.0,291.95
20180515-4,4.72,169.0,996.5,300.45,60.0,292.16
20180515-5,4.08,158.0,995.9,300.85,61.0,292.8
20180515-6,3.36,127.0,995.1,300.85,61.0,292.8
20180515-7,2.75,86.0,993.8,302.55,56.0,293.05
20180515-8,3.34,157.0,993.7,302.25,61.0,294.13
20180515-9,1.82,238.0,993.6,299.05,81.0,295.61
20180515-10,0.92,328.0,993.7,297.25,85.0,294.62
20180515-11,1.3,322.0,993.8,297.15,88.0,295.08
20180515-12,3.44,116.0,994.5,298.45,84.0,295.61
20180515-13,4.55,138.0,995.3,296.85,82.0,293.65
20180515-14,2.34,95.0,994.3,296.45,86.0,294.02
20180515-15,1.87,112.0,994.4,296.15,88.0,294.09
20180515-16,2.64,102.0,994.6,295.75,90.0,294.06
20180515-17,3.65,120.0,994.2,295.35,89.0,293.48
20180515-18,3.49,127.0,993.9,294.65,89.0,292.79
20180515-19,3.44,122.0,994.0,294.35,85.0,291.77
20180515-20,2.2,124.0,993.4,294.05,87.0,291.84
20180515-21,2.26,145.0,993.6,294.25,86.0,291.86
20180515-22,0.96,184.0,993.5,294.25,86.0,291.86
20180515-23,1.36,117.0,994.3,294.85,83.0,291.89
20180516-0,2.61,124.0,994.9,295.35,81.0,291.99
20180516-1,2.55,145.0,995.3,295.85,78.0,291.88
20180516-2,1.41,81.0,995.5,296.55,76.0,292.16
20180516-3,2.05,167.0,995.1,298.55,71.0,293.01
20180516-4,1.79,106.0,995.1,298.85,69.0,292.85
20180516-5,2.17,131.0,994.7,300.25,64.0,292.99
20180516-6,2.27,142.0,994.4,300.85,62.0,293.06
20180516-7,2.8,195.0,993.7,301.35,61.0,293.28
20180516-8,1.83,172.0,993.2,301.95,59.0,293.31
20180516-9,3.12,129.0,993.6,301.95,59.0,293.31
20180516-10,2.81,138.0,994.7,301.15,59.0,292.56
20180516-11,1.69,191.0,995.0,299.75,66.0,293.01
20180516-12,1.39,124.0,995.7,299.85,65.0,292.86
20180516-13,1.16,110.0,997.2,299.65,68.0,293.38
20180516-14,1.64,107.0,997.6,299.35,71.0,293.78
20180516-15,2.35,112.0,997.8,298.95,74.0,294.06
20180516-16,3.99,33.0,998.6,295.65,90.0,293.96
20180516-17,1.23,353.0,998.7,294.55,94.0,293.56
20180516-18,0.55,257.0,998.4,294.65,95.0,293.83
20180516-19,0.67,282.0,998.7,294.45,95.0,293.63
20180516-20,0.93,164.0,998.5,294.45,95.0,293.63
20180516-21,1.47,208.0,998.9,294.95,92.0,293.62
20180516-22,2.9,182.0,999.5,294.85,88.0,292.81
20180516-23,1.2,188.0,1000.0,295.05,86.0,292.64
20180517-0,1.43,193.0,1000.2,295.65,81.0,292.28
20180517-1,0.76,224.0,1000.7,296.45,77.0,292.26
20180517-2,2.17,336.0,1002.3,294.45,76.0,290.12
20180517-3,3.07,54.0,1001.9,293.05,81.0,289.74
20180517-4,3.67,15.0,1001.8,293.05,75.0,288.55
20180517-5,2.46,347.0,1001.5,293.95,68.0,287.92
20180517-6,1.49,300.0,1001.6,294.05,72.0,288.89
20180517-7,1.36,321.0,1001.1,294.65,71.0,289.26
20180517-8,1.5,338.0,1000.7,296.35,61.0,288.54
20180517-9,1.72,358.0,1000.8,297.15,54.0,287.42
20180517-10,0.82,347.0,1001.2,296.35,55.0,286.95
20180517-11,1.13,349.0,1001.7,295.55,59.0,287.27
20180517-12,0.53,263.0,1002.2,294.45,72.0,289.28
20180517-13,0.24,339.0,1002.6,294.35,78.0,290.42
20180517-14,1.09,321.0,1003.4,294.35,69.0,288.53
20180517-15,0.53,326.0,1003.0,293.55,76.0,289.24
20180517-16,0.63,319.0,1003.0,292.95,78.0,289.06
20180517-17,1.74,16.0,1003.2,292.65,84.0,289.92
20180517-18,0.8,348.0,1003.5,292.95,76.0,288.66
20180517-19,2.96,11.0,1003.8,292.85,72.0,287.73
20180517-20,3.76,24.0,1004.1,292.85,67.0,286.64
20180517-21,2.53,19.0,1004.6,293.05,62.0,285.65
20180517-22,3.33,18.0,1005.6,292.85,62.0,285.46
20180517-23,3.04,25.0,1006.4,292.95,62.0,285.56
20180518-0,3.23,29.0,1007.0,294.35,58.0,285.88
20180518-1,2.64,37.0,1007.5,296.15,51.0,285.62
20180518-2,3.02,80.0,1007.5,298.35,46.0,286.1
20180518-3,1.7,139.0,1007.3,299.05,43.0,285.72
20180518-4,1.9,93.0,1007.1,300.55,39.0,285.61
20180518-5,3.24,52.0,1006.4,301.35,35.0,284.7
20180518-6,2.27,141.0,1005.7,302.15,35.0,285.42
20180518-7,3.66,163.0,1005.2,302.05,36.0,285.75
20180518-8,2.13,198.0,1005.0,302.75,36.0,286.38
20180518-9,3.95,182.0,1004.9,301.35,38.0,285.94
20180518-10,5.21,166.0,1005.1,300.25,40.0,285.72
20180518-11,5.49,161.0,1005.9,299.25,43.0,285.91
20180518-12,4.0,168.0,1006.8,298.15,46.0,285.92
20180518-13,3.34,190.0,1007.8,297.15,49.0,285.95
20180518-14,1.73,190.0,1008.5,295.35,53.0,285.46
20180518-15,2.5,180.0,1009.4,294.45,53.0,284.62
20180518-16,3.16,180.0,1010.0,294.05,53.0,284.24
20180518-17,2.66,114.0,1010.2,293.95,52.0,283.87
20180518-18,2.88,111.0,1010.2,292.55,57.0,283.92
20180518-19,2.4,119.0,1010.2,292.05,57.0,283.45
20180518-20,2.11,105.0,1010.3,291.85,57.0,283.26
20180518-21,1.13,94.0,1010.6,291.85,58.0,283.52
20180518-22,1.11,60.0,1011.0,291.55,63.0,284.47
20180518-23,1.38,74.0,1011.4,292.55,63.0,285.42
20180519-0,2.0,121.0,1011.4,294.05,53.0,284.24
20180519-1,2.17,126.0,1010.8,296.35,47.0,284.58
20180519-2,1.69,142.0,1011.0,297.75,46.0,285.55
