data-time,wind,dir,slp,t2,rh2,td2
20180303-23,2.14,132.0,1015.2,279.65,53.0,270.77
20180304-0,2.51,158.0,1015.9,278.85,74.0,274.59
20180304-1,3.47,160.0,1017.0,279.05,55.0,270.7
20180304-2,4.67,155.0,1017.7,279.45,48.0,269.24
20180304-3,5.19,169.0,1018.5,280.05,40.0,267.37
20180304-4,4.46,146.0,1018.2,279.15,37.0,265.53
20180304-5,4.24,155.0,1017.5,279.95,34.0,265.15
20180304-6,4.57,151.0,1017.0,279.35,34.0,264.61
20180304-7,3.79,150.0,1016.9,279.35,33.0,264.23
20180304-8,4.38,138.0,1017.1,278.55,35.0,264.27
20180304-9,3.25,135.0,1017.4,277.85,36.0,264.0
20180304-10,2.83,134.0,1018.3,276.85,36.0,263.1
20180304-11,2.22,131.0,1019.7,276.35,38.0,263.34
20180304-12,1.52,113.0,1020.9,275.45,40.0,263.17
20180304-13,1.77,104.0,1021.9,274.75,42.0,263.16
20180304-14,1.43,97.0,1022.2,273.95,46.0,263.59
20180304-15,1.21,104.0,1022.3,272.45,51.0,264.44
20180304-16,0.5,77.0,1022.7,272.45,50.0,264.22
20180304-17,1.01,65.0,1023.0,271.25,57.0,264.59
20180304-18,1.02,73.0,1023.5,271.15,58.0,264.7
20180304-19,1.77,348.0,1023.7,270.55,62.0,264.9
20180304-20,1.65,12.0,1024.1,269.15,67.0,264.45
20180304-21,0.84,26.0,1024.8,269.15,68.0,264.62
20180304-22,1.21,185.0,1025.6,268.55,69.0,264.21
20180304-23,1.28,360.0,1026.4,268.15,72.0,264.31
20180305-0,0.78,357.0,1027.4,272.45,61.0,266.53
20180305-1,2.05,110.0,1028.0,274.75,44.0,263.75
20180305-2,3.21,126.0,1028.3,275.95,37.0,262.63
20180305-3,3.86,162.0,1028.0,278.25,32.0,262.85
20180305-4,4.5,156.0,1027.4,279.05,30.0,262.74
20180305-5,5.32,190.0,1026.3,280.15,26.0,261.88
20180305-6,5.24,194.0,1025.1,281.65,21.0,260.49
20180305-7,5.89,197.0,1024.4,281.35,19.0,258.99
20180305-8,6.43,181.0,1023.9,281.25,21.0,260.15
20180305-9,6.18,171.0,1023.7,280.05,25.0,261.3
20180305-10,6.06,168.0,1023.8,278.25,27.0,260.7
20180305-11,5.99,159.0,1025.0,276.15,32.0,260.97
20180305-12,4.77,149.0,1026.4,274.75,37.0,261.55
20180305-13,2.94,143.0,1027.2,273.15,44.0,262.28
20180305-14,1.86,96.0,1027.9,272.25,50.0,264.03
20180305-15,1.7,86.0,1028.2,271.35,56.0,264.48
20180305-16,1.76,115.0,1028.6,270.75,60.0,264.71
20180305-17,1.97,112.0,1029.0,270.25,61.0,264.42
20180305-18,1.27,118.0,1029.2,269.85,63.0,264.41
20180305-19,0.34,92.0,1028.9,269.05,67.0,264.35
20180305-20,1.13,84.0,1029.1,269.25,68.0,264.71
20180305-21,1.05,87.0,1029.7,269.05,71.0,265.02
20180305-22,0.89,60.0,1030.7,269.25,69.0,264.88
20180305-23,1.28,107.0,1031.7,268.75,74.0,265.21
20180306-0,1.18,68.0,1032.8,270.65,67.0,265.89
20180306-1,4.45,117.0,1033.4,271.85,59.0,265.56
20180306-2,4.39,141.0,1034.0,273.35,55.0,265.34
20180306-3,3.0,106.0,1033.9,274.25,50.0,264.94
20180306-4,4.2,161.0,1033.1,275.95,42.0,264.26
20180306-5,2.88,134.0,1031.7,276.55,37.0,263.18
20180306-6,4.26,157.0,1030.7,277.85,33.0,262.88
20180306-7,4.72,159.0,1030.0,277.65,29.0,261.07
20180306-8,3.84,145.0,1029.6,276.95,29.0,260.45
20180306-9,5.41,140.0,1029.5,276.65,29.0,260.18
20180306-10,6.15,148.0,1030.2,275.25,36.0,261.65
20180306-11,5.62,144.0,1030.7,273.85,38.0,261.07
20180306-12,5.2,157.0,1030.8,273.45,30.0,257.77
20180306-13,4.19,151.0,1031.0,273.05,32.0,258.2
20180306-14,4.35,154.0,1030.8,272.55,38.0,261.18
20180306-15,2.94,145.0,1030.6,272.05,44.0,262.38
20180306-16,3.38,150.0,1029.9,271.45,45.0,262.08
20180306-17,2.09,136.0,1029.5,271.15,48.0,262.53
20180306-18,1.84,122.0,1029.0,271.05,49.0,262.67
20180306-19,1.6,106.0,1028.2,270.45,52.0,262.78
20180306-20,2.6,116.0,1027.1,270.25,42.0,260.18
20180306-21,1.43,116.0,1026.7,270.35,40.0,259.73
20180306-22,2.5,132.0,1025.7,269.85,41.0,259.55
20180306-23,1.72,129.0,1025.4,269.45,44.0,259.96
20180307-0,2.1,146.0,1025.5,270.55,43.0,260.73
20180307-1,2.36,130.0,1025.8,271.35,42.0,261.2
20180307-2,1.99,134.0,1025.1,271.75,43.0,261.84
20180307-3,1.59,157.0,1024.1,272.65,45.0,263.19
20180307-4,1.67,214.0,1023.0,273.95,46.0,263.59
20180307-5,1.65,184.0,1022.0,274.15,47.0,264.05
20180307-6,2.01,348.0,1021.3,275.15,44.0,264.12
20180307-7,1.0,293.0,1020.8,274.85,45.0,264.14
20180307-8,1.11,109.0,1020.5,274.95,46.0,264.51
20180307-9,1.37,127.0,1020.5,275.25,46.0,264.79
20180307-10,0.99,90.0,1021.5,274.75,49.0,265.15
20180307-11,1.37,55.0,1023.2,273.65,52.0,264.89
20180307-12,1.42,46.0,1024.5,272.75,56.0,265.81
20180307-13,0.39,97.0,1025.7,271.25,67.0,266.47
20180307-14,2.82,321.0,1026.9,272.45,54.0,265.11
20180307-15,1.67,28.0,1027.7,270.95,64.0,265.65
20180307-16,2.1,19.0,1028.3,271.65,59.0,265.37
20180307-17,1.19,357.0,1029.0,271.95,49.0,263.51
20180307-18,2.55,10.0,1029.2,271.75,48.0,263.09
20180307-19,3.03,13.0,1029.3,271.25,48.0,262.62
20180307-20,3.08,20.0,1029.5,272.05,38.0,260.73
20180307-21,3.63,38.0,1029.8,271.35,37.0,259.78
20180307-22,3.75,18.0,1030.0,271.45,34.0,258.94
20180307-23,2.06,14.0,1030.8,270.35,35.0,258.25
20180308-0,3.75,32.0,1031.3,272.35,30.0,258.37
20180308-1,3.61,47.0,1031.6,274.05,27.0,257.01
20180308-2,2.06,64.0,1031.7,275.75,23.0,256.54
20180308-3,1.53,293.0,1031.3,277.75,22.0,257.72
20180308-4,2.43,262.0,1030.2,278.25,21.0,257.58
20180308-5,1.86,190.0,1029.0,279.75,20.0,258.26
20180308-6,3.35,202.0,1027.7,280.85,20.0,259.2
20180308-7,4.64,212.0,1027.1,280.75,22.0,260.3
20180308-8,6.19,180.0,1026.6,280.15,27.0,262.36
20180308-9,5.74,191.0,1026.4,279.25,30.0,262.91
20180308-10,5.97,190.0,1025.5,278.45,32.0,263.03
20180308-11,4.66,179.0,1026.1,277.35,37.0,263.9
20180308-12,4.95,185.0,1026.6,277.15,38.0,264.06
20180308-13,2.09,126.0,1027.0,275.45,43.0,264.1
20180308-14,1.93,112.0,1026.8,274.55,43.0,263.28
20180308-15,2.21,117.0,1026.4,273.95,44.0,263.02
20180308-16,3.16,127.0,1026.0,272.25,52.0,264.48
20180308-17,3.14,108.0,1025.9,271.35,57.0,264.69
20180308-18,3.26,108.0,1025.4,270.85,62.0,265.18
20180308-19,0.98,67.0,1024.8,270.15,65.0,265.06
20180308-20,1.49,73.0,1024.5,269.55,66.0,264.66
20180308-21,2.03,96.0,1024.1,269.55,67.0,264.83
20180308-22,1.73,96.0,1023.5,269.05,69.0,264.69
20180308-23,0.5,124.0,1023.3,267.95,73.0,264.27
20180309-0,0.67,86.0,1023.3,270.65,62.0,264.99
20180309-1,1.68,141.0,1023.1,272.05,53.0,264.51
20180309-2,1.35,230.0,1022.1,273.75,46.0,263.4
20180309-3,1.65,150.0,1020.9,275.75,41.0,263.77
20180309-4,1.81,168.0,1019.4,277.25,37.0,263.81
20180309-5,1.53,171.0,1017.9,278.45,36.0,264.54
20180309-6,3.01,209.0,1016.3,280.15,34.0,265.33
20180309-7,3.86,196.0,1015.0,282.25,30.0,265.57
20180309-8,2.7,189.0,1014.2,282.25,32.0,266.42
20180309-9,2.92,222.0,1013.9,281.95,33.0,266.55
20180309-10,1.23,149.0,1013.8,280.55,37.0,266.8
20180309-11,2.39,4.0,1014.2,276.05,44.0,264.95
20180309-12,1.81,17.0,1014.2,275.95,48.0,265.99
20180309-13,1.27,30.0,1014.5,275.55,51.0,266.41
20180309-14,1.54,4.0,1014.9,274.45,49.0,264.87
20180309-15,1.79,307.0,1015.0,275.15,50.0,265.78
20180309-16,2.15,340.0,1015.1,275.45,49.0,265.8
20180309-17,0.96,12.0,1015.3,273.35,56.0,265.57
20180309-18,1.45,340.0,1015.8,273.05,59.0,265.97
20180309-19,2.86,355.0,1015.8,271.55,65.0,266.41
20180309-20,2.69,352.0,1016.0,271.95,63.0,266.43
20180309-21,3.6,348.0,1016.4,271.35,65.0,266.22
20180309-22,1.93,350.0,1017.0,271.55,63.0,266.04
20180309-23,3.32,331.0,1017.3,271.05,68.0,266.45
20180310-0,4.06,5.0,1018.2,276.15,48.0,266.18
20180310-1,1.5,73.0,1019.3,279.85,36.0,265.8
20180310-2,2.92,149.0,1020.5,280.65,38.0,267.24
20180310-3,4.62,117.0,1020.4,282.45,34.0,267.39
20180310-4,3.5,149.0,1020.2,284.45,30.0,267.52
20180310-5,4.93,156.0,1019.6,285.45,29.0,267.95
20180310-6,4.7,158.0,1018.8,285.45,30.0,268.4
20180310-7,4.37,154.0,1018.6,285.25,30.0,268.23
20180310-8,4.82,162.0,1018.3,285.15,30.0,268.14
20180310-9,5.58,157.0,1018.5,283.95,34.0,268.74
20180310-10,4.16,144.0,1019.1,282.15,40.0,269.28
20180310-11,4.86,144.0,1020.0,279.95,42.0,267.92
20180310-12,4.25,150.0,1021.0,277.85,45.0,266.91
20180310-13,3.95,162.0,1021.8,276.15,47.0,265.9
20180310-14,2.3,139.0,1022.5,275.85,49.0,266.17
20180310-15,3.09,156.0,1023.1,274.55,56.0,266.7
20180310-16,1.27,140.0,1023.5,274.15,57.0,266.56
20180310-17,1.4,159.0,1023.5,273.65,61.0,266.98
20180310-18,0.76,172.0,1023.1,271.95,71.0,267.83
20180310-19,0.24,44.0,1022.7,271.95,68.0,267.32
20180310-20,0.8,342.0,1022.3,270.85,79.0,268.03
20180310-21,0.2,17.0,1022.5,270.25,75.0,266.83
20180310-22,0.51,53.0,1022.5,269.55,73.0,265.83
20180310-23,0.52,338.0,1023.0,270.05,75.0,266.63
20180311-0,0.88,352.0,1023.1,273.55,61.0,266.88
20180311-1,1.99,302.0,1023.0,276.45,42.0,264.72
20180311-2,0.91,272.0,1022.8,277.35,36.0,263.55
20180311-3,2.0,160.0,1022.2,277.65,34.0,263.09
20180311-4,2.38,134.0,1021.2,277.85,35.0,263.64
20180311-5,1.38,113.0,1020.3,278.95,33.0,263.87
20180311-6,2.25,141.0,1018.9,279.35,32.0,263.83
20180311-7,1.33,106.0,1018.1,279.65,31.0,263.69
20180311-8,1.68,111.0,1017.1,279.95,34.0,265.15
20180311-9,0.47,141.0,1016.7,280.15,35.0,265.71
20180311-10,0.5,147.0,1016.5,279.95,37.0,266.25
20180311-11,1.28,358.0,1016.5,279.05,40.0,266.46
20180311-12,1.72,348.0,1016.6,277.95,38.0,264.79
20180311-13,1.31,3.0,1016.5,278.25,39.0,265.4
20180311-14,0.88,344.0,1016.3,278.25,39.0,265.4
20180311-15,1.43,305.0,1015.9,278.45,37.0,264.9
20180311-16,1.08,27.0,1015.4,277.85,44.0,266.61
20180311-17,0.89,114.0,1014.9,278.05,45.0,267.09
20180311-18,0.81,101.0,1014.3,277.55,67.0,271.96
20180311-19,0.95,182.0,1013.5,277.05,71.0,272.28
20180311-20,0.5,161.0,1012.7,274.85,81.0,271.94
20180311-21,1.03,266.0,1012.3,273.55,84.0,271.16
20180311-22,1.25,359.0,1012.2,273.15,74.0,269.06
20180311-23,0.74,6.0,1011.9,272.95,69.0,268.46
20180312-0,1.15,333.0,1012.1,275.95,54.0,267.54
20180312-1,0.71,12.0,1012.1,277.85,47.0,267.48
20180312-2,0.66,24.0,1011.4,280.15,39.0,267.13
20180312-3,1.41,237.0,1010.6,280.85,38.0,267.42
20180312-4,2.49,194.0,1009.6,282.85,34.0,267.75
20180312-5,1.94,198.0,1008.7,283.45,35.0,268.67
20180312-6,1.36,210.0,1007.3,284.75,34.0,269.45
20180312-7,2.14,149.0,1006.7,285.85,38.0,271.95
20180312-8,2.91,183.0,1006.1,285.35,39.0,271.85
20180312-9,2.75,169.0,1006.0,284.95,40.0,271.83
20180312-10,1.74,162.0,1006.3,283.95,44.0,272.22
20180312-11,1.34,125.0,1006.6,281.25,55.0,272.77
20180312-12,1.75,96.0,1007.1,281.25,55.0,272.77
20180312-13,1.0,94.0,1007.2,278.95,73.0,274.5
20180312-14,0.81,103.0,1006.9,277.85,75.0,273.81
20180312-15,0.65,358.0,1007.1,277.85,71.0,273.05
20180312-16,0.61,357.0,1006.8,277.25,73.0,272.85
20180312-17,0.64,79.0,1006.7,276.55,76.0,272.72
20180312-18,0.62,345.0,1006.6,276.05,77.0,272.42
20180312-19,1.32,7.0,1006.2,275.35,80.0,272.26
20180312-20,1.63,342.0,1006.0,274.65,73.0,270.33
20180312-21,0.84,333.0,1005.9,274.05,83.0,271.49
20180312-22,1.81,340.0,1005.8,273.65,81.0,270.76
20180312-23,1.76,348.0,1006.1,274.75,75.0,270.79
20180313-0,1.99,353.0,1006.5,277.45,67.0,271.87
20180313-1,1.38,345.0,1006.9,280.75,53.0,271.8
20180313-2,1.52,11.0,1006.7,282.85,47.0,272.11
20180313-3,1.74,331.0,1006.3,286.35,39.0,272.76
20180313-4,1.59,229.0,1005.7,287.55,33.0,271.55
20180313-5,1.17,207.0,1005.1,289.35,29.0,271.39
20180313-6,2.04,216.0,1004.0,290.85,28.0,272.22
20180313-7,1.88,223.0,1003.6,291.25,27.0,272.07
20180313-8,2.15,186.0,1003.4,291.95,26.0,272.17
20180313-9,2.26,183.0,1003.6,291.65,27.0,272.42
20180313-10,0.68,85.0,1004.0,288.75,34.0,273.03
20180313-11,0.77,74.0,1004.5,285.75,44.0,273.88
20180313-12,1.11,157.0,1005.3,283.45,57.0,275.34
20180313-13,0.7,61.0,1005.8,282.55,60.0,275.21
20180313-14,1.05,24.0,1006.0,282.55,54.0,273.74
20180313-15,0.53,57.0,1006.1,281.25,60.0,273.98
20180313-16,0.67,344.0,1006.4,281.75,60.0,274.45
20180313-17,1.21,356.0,1006.9,279.75,65.0,273.66
20180313-18,3.36,119.0,1007.4,283.85,67.0,278.01
20180313-19,0.89,198.0,1006.7,282.45,73.0,277.88
20180313-20,1.24,322.0,1006.3,280.85,82.0,277.99
20180313-21,1.15,291.0,1006.3,279.85,86.0,277.68
20180313-22,1.26,188.0,1006.3,278.75,86.0,276.6
20180313-23,0.55,49.0,1006.7,279.15,87.0,277.16
20180314-0,0.66,126.0,1007.0,280.65,83.0,277.96
20180314-1,1.57,109.0,1007.2,282.65,72.0,277.88
20180314-2,2.0,139.0,1006.7,284.55,63.0,277.8
20180314-3,2.6,140.0,1006.6,286.35,58.0,278.33
20180314-4,2.84,75.0,1005.7,286.65,58.0,278.61
20180314-5,3.77,110.0,1004.9,286.85,57.0,278.55
20180314-6,2.89,101.0,1004.2,287.05,57.0,278.74
20180314-7,2.88,119.0,1003.5,287.45,57.0,279.11
20180314-8,2.21,121.0,1003.4,287.55,56.0,278.95
20180314-9,1.43,90.0,1003.4,287.55,57.0,279.21
20180314-10,1.38,328.0,1003.7,287.15,58.0,279.08
20180314-11,0.41,47.0,1003.5,286.75,60.0,279.19
20180314-12,1.86,335.0,1004.7,284.75,65.0,278.44
20180314-13,2.22,337.0,1005.5,284.35,67.0,278.49
20180314-14,3.34,335.0,1006.5,284.45,67.0,278.58
20180314-15,2.63,3.0,1007.3,284.65,70.0,279.41
20180314-16,3.98,12.0,1008.6,286.75,54.0,277.68
20180314-17,5.71,21.0,1009.5,287.65,31.0,270.79
20180314-18,7.33,360.0,1011.1,286.25,30.0,269.11
20180314-19,6.8,16.0,1013.1,285.65,29.0,268.13
20180314-20,5.86,20.0,1014.6,284.35,32.0,268.29
20180314-21,6.81,29.0,1015.8,283.25,32.0,267.31
20180314-22,7.73,21.0,1018.0,282.45,30.0,265.75
20180314-23,6.88,27.0,1019.8,281.05,30.0,264.51
20180315-0,5.58,22.0,1021.7,280.55,25.0,261.74
20180315-1,8.78,11.0,1022.8,280.35,18.0,257.47
20180315-2,8.89,9.0,1023.6,281.65,13.0,254.61
20180315-3,8.4,10.0,1023.9,281.75,13.0,254.69
20180315-4,7.16,17.0,1024.0,282.45,11.0,253.27
20180315-5,6.96,12.0,1023.8,283.65,10.0,253.1
20180315-6,4.37,12.0,1023.3,284.65,10.0,253.9
20180315-7,4.35,31.0,1023.0,285.35,9.0,253.2
20180315-8,5.99,39.0,1022.7,285.25,9.0,253.12
20180315-9,3.71,57.0,1023.2,285.15,10.0,254.29
20180315-10,2.9,65.0,1023.6,284.15,10.0,253.5
20180315-11,4.48,153.0,1024.4,281.15,29.0,264.16
20180315-12,3.14,140.0,1026.1,280.35,31.0,264.31
20180315-13,3.25,142.0,1027.6,279.15,30.0,262.82
20180315-14,2.95,146.0,1028.7,278.15,34.0,263.54
20180315-15,4.21,158.0,1029.2,277.15,40.0,264.73
20180315-16,3.7,158.0,1029.9,275.25,50.0,265.88
20180315-17,3.22,157.0,1030.1,274.55,57.0,266.94
20180315-18,2.23,156.0,1030.2,273.35,59.0,266.25
20180315-19,1.45,113.0,1029.8,272.65,63.0,267.1
20180315-20,1.68,160.0,1030.1,272.75,66.0,267.74
20180315-21,1.81,142.0,1030.0,272.25,64.0,266.9
20180315-22,1.3,85.0,1030.3,271.25,71.0,267.15
20180315-23,0.96,93.0,1030.9,270.75,74.0,267.16
20180316-0,1.75,139.0,1031.0,274.85,57.0,267.22
20180316-1,2.07,212.0,1031.5,276.75,48.0,266.74
20180316-2,3.35,213.0,1031.3,278.35,40.0,265.82
20180316-3,2.84,174.0,1030.5,279.35,37.0,265.71
20180316-4,2.84,164.0,1029.1,280.45,34.0,265.6
20180316-5,2.82,160.0,1027.7,281.15,33.0,265.84
20180316-6,5.03,188.0,1026.2,282.65,29.0,265.48
20180316-7,4.44,186.0,1025.1,282.15,28.0,264.59
20180316-8,6.41,177.0,1024.6,282.65,27.0,264.56
20180316-9,5.9,187.0,1024.1,282.25,27.0,264.2
20180316-10,5.24,198.0,1023.8,281.35,30.0,264.77
20180316-11,5.33,191.0,1024.0,280.85,31.0,264.76
20180316-12,3.98,170.0,1024.5,278.25,37.0,264.72
20180316-13,3.31,163.0,1024.6,278.85,38.0,265.61
20180316-14,3.99,142.0,1024.9,277.95,40.0,265.46
20180316-15,4.56,159.0,1024.9,276.65,41.0,264.59
20180316-16,2.67,151.0,1024.6,276.35,41.0,264.31
20180316-17,2.7,127.0,1023.9,275.35,46.0,264.88
20180316-18,1.81,106.0,1023.9,275.25,45.0,264.51
20180316-19,2.37,105.0,1022.9,274.65,51.0,265.57
20180316-20,1.08,83.0,1022.4,274.85,49.0,265.24
20180316-21,1.39,117.0,1022.2,275.25,47.0,265.07
20180316-22,0.92,74.0,1022.2,275.05,49.0,265.43
20180316-23,0.72,76.0,1022.2,275.15,50.0,265.78
20180317-0,2.13,129.0,1022.7,275.35,48.0,265.44
20180317-1,0.89,82.0,1023.6,274.65,59.0,267.49
20180317-2,1.56,29.0,1024.0,273.85,76.0,270.1
20180317-3,1.56,74.0,1023.4,273.45,90.0,272.0
20180317-4,1.76,68.0,1022.8,273.75,89.0,272.15
20180317-5,1.15,88.0,1022.1,273.45,94.0,272.6
20180317-6,2.0,90.0,1021.5,273.75,93.0,272.75
20180317-7,1.22,111.0,1021.1,273.95,91.0,272.65
20180317-8,8.81,-9999.0,1020.9,274.15,89.0,272.54
20180317-9,1.2,100.0,1020.6,274.35,91.0,273.04
20180317-10,1.98,137.0,1020.8,274.25,92.0,273.1
20180317-11,1.82,130.0,1020.9,274.25,91.0,272.95
20180317-12,1.54,146.0,1021.3,274.35,93.0,273.34
20180317-13,1.15,121.0,1021.7,274.45,94.0,273.59
20180317-14,0.69,73.0,1021.7,274.55,94.0,273.69
20180317-15,0.73,112.0,1021.4,274.65,94.0,273.79
20180317-16,1.11,134.0,1021.4,274.45,95.0,273.74
20180317-17,0.69,155.0,1021.1,274.45,94.0,273.59
20180317-18,0.39,46.0,1021.0,274.55,93.0,273.54
20180317-19,1.85,350.0,1020.3,273.85,93.0,272.85
20180317-20,1.58,300.0,1019.8,274.45,93.0,273.44
20180317-21,1.54,351.0,1020.1,273.25,93.0,272.25
20180317-22,1.97,345.0,1020.5,272.15,96.0,271.65
20180317-23,0.73,21.0,1020.3,272.35,97.0,271.98
20180318-0,1.63,299.0,1020.6,274.35,92.0,273.2
20180318-1,2.91,304.0,1021.2,276.45,81.0,273.51
20180318-2,1.7,7.0,1021.2,278.45,69.0,273.23
20180318-3,1.55,87.0,1021.0,279.35,63.0,272.84
20180318-4,1.15,135.0,1020.4,281.75,55.0,273.24
20180318-5,1.76,236.0,1019.3,282.55,51.0,272.95
20180318-6,1.65,232.0,1018.0,284.55,45.0,273.08
20180318-7,2.52,205.0,1017.4,284.55,44.0,272.77
20180318-8,2.4,201.0,1017.1,285.65,41.0,272.81
20180318-9,2.82,166.0,1017.1,285.15,43.0,273.01
20180318-10,2.42,151.0,1017.8,283.05,49.0,272.87
20180318-11,1.97,132.0,1018.5,281.85,55.0,273.34
20180318-12,2.16,160.0,1019.2,279.85,61.0,272.87
20180318-13,1.62,130.0,1019.6,279.45,68.0,273.99
20180318-14,1.39,106.0,1020.1,278.45,75.0,274.39
20180318-15,0.76,98.0,1020.2,277.25,82.0,274.46
20180318-16,0.98,51.0,1020.1,276.15,87.0,274.2
20180318-17,0.78,45.0,1020.2,275.65,88.0,273.87
20180318-18,0.43,288.0,1020.1,275.05,92.0,273.89
20180318-19,2.53,344.0,1019.8,275.05,89.0,273.43
20180318-20,3.59,325.0,1019.7,276.75,79.0,273.45
20180318-21,0.95,68.0,1020.4,275.55,83.0,272.96
20180318-22,2.34,345.0,1020.9,275.85,78.0,272.4
20180318-23,0.39,347.0,1021.7,276.15,79.0,272.87
20180319-0,2.0,297.0,1022.9,279.15,68.0,273.7
20180319-1,2.1,315.0,1023.5,281.15,54.0,272.43
20180319-2,2.61,35.0,1023.3,284.35,35.0,269.48
20180319-3,4.71,29.0,1023.4,285.95,25.0,266.43
20180319-4,3.16,73.0,1023.2,286.05,30.0,268.93
20180319-5,3.06,129.0,1022.4,287.65,26.0,268.43
20180319-6,3.09,128.0,1021.5,287.75,28.0,269.51
20180319-7,4.09,154.0,1020.8,288.35,27.0,269.54
20180319-8,3.48,190.0,1020.6,288.05,25.0,268.25
20180319-9,4.22,180.0,1020.7,287.65,24.0,267.37
20180319-10,4.46,154.0,1021.5,285.85,25.0,266.34
20180319-11,3.12,135.0,1022.4,284.35,25.0,265.04
20180319-12,1.49,110.0,1023.0,282.85,29.0,265.66
20180319-13,2.02,118.0,1023.8,282.75,28.0,265.11
20180319-14,3.14,111.0,1024.6,282.15,27.0,264.12
20180319-15,3.11,112.0,1025.3,281.55,23.0,261.55
20180319-16,1.56,117.0,1025.9,280.55,24.0,261.22
20180319-17,2.75,168.0,1026.4,279.65,34.0,264.88
20180319-18,2.23,166.0,1026.6,278.05,44.0,266.79
20180319-19,1.35,3.0,1026.4,277.95,42.0,266.09
20180319-20,3.0,54.0,1026.0,279.45,19.0,257.37
20180319-21,3.83,36.0,1026.3,278.95,18.0,256.29
20180319-22,5.65,24.0,1026.7,278.65,16.0,254.62
20180319-23,3.37,36.0,1027.5,278.65,15.0,253.85
20180320-0,3.91,28.0,1027.9,279.15,14.0,253.44
20180320-1,4.43,35.0,1028.4,280.45,12.0,252.68
20180320-2,3.14,22.0,1028.1,281.55,12.0,253.57
20180320-3,1.7,67.0,1027.6,282.25,12.0,254.14
20180320-4,3.13,339.0,1026.6,283.25,11.0,253.91
20180320-5,1.49,102.0,1025.5,284.25,11.0,254.71
20180320-6,2.44,130.0,1024.5,284.05,12.0,255.6
20180320-7,2.48,171.0,1023.7,284.55,12.0,256.0
20180320-8,3.05,172.0,1023.3,284.45,13.0,256.9
20180320-9,2.92,178.0,1023.0,283.85,13.0,256.41
20180320-10,3.35,167.0,1023.2,282.35,17.0,258.45
20180320-11,3.24,155.0,1023.5,281.35,21.0,260.23
20180320-12,2.36,147.0,1023.7,280.05,24.0,260.79
20180320-13,2.42,155.0,1024.0,279.15,25.0,260.52
20180320-14,3.24,193.0,1024.1,279.05,24.0,259.92
20180320-15,3.27,220.0,1023.9,279.45,21.0,258.61
20180320-16,2.99,202.0,1023.7,279.35,21.0,258.52
20180320-17,1.8,113.0,1023.5,275.15,37.0,261.91
