data-time,wind,dir,slp,t2,rh2,td2,nwp_wind,nwp_dir,nwp_u,nwp_v,nwp_t,nwp_rh,nwp_psfc,nwp_slp,residual
2018-04-03-14:00:00,2.2,83.0,1026.0,277.15,78.0,273.67,1.07587,264.16586,0.56591,0.38474,275.70959,93.81007,1021.9917,1029.41565,1.12413
2018-04-03-15:00:00,1.82,162.0,1025.9,277.45,81.0,274.48,1.23952,220.10992,0.79857,0.948,275.19217,98.1325,1022.21857,1029.64441,0.5804800000000001
2018-04-03-16:00:00,1.59,143.0,1025.9,277.25,82.0,274.46,1.37511,225.4388,0.98784,0.9381,274.97974,97.54884,1022.18207,1029.60547,0.21489000000000003
2018-04-03-17:00:00,1.13,109.0,1026.1,277.45,80.0,274.31,1.5107,230.76765,1.17711,0.92819,274.76727,96.96518,1022.14557,1029.56641,-0.38070000000000004
2018-04-03-18:00:00,1.77,164.0,1025.4,276.75,85.0,274.47,1.64628,236.09653,1.36638,0.91829,274.55484,96.38152,1022.10907,1029.52747,0.12372000000000005
2018-04-03-19:00:00,1.58,78.0,1025.0,277.05,87.0,275.09,1.55632,166.04257,0.71027,0.1996,274.06073,97.37858,1022.1073,1029.52979,0.023680000000000145
2018-04-03-20:00:00,1.33,129.0,1025.2,276.85,90.0,275.37,1.46635,95.98863,0.05415,-0.51909,273.56662,98.37564,1022.10559,1029.5321,-0.13634999999999997
2018-04-03-21:00:00,0.43,7.0,1025.4,277.05,86.0,274.93,1.37639,25.93468,-0.60196,-1.23778,273.07251,99.3727,1022.10382,1029.53442,-0.9463900000000001
2018-04-03-22:00:00,3.71,44.0,1025.8,277.45,81.0,274.48,1.36538,24.36323,-0.56339,-1.24261,274.01923,95.38036,1022.48401,1029.92603,2.34462
2018-04-03-23:00:00,3.29,56.0,1026.2,277.85,72.0,273.24,1.35437,22.79177,-0.52481,-1.24744,274.96597,91.38804,1022.86426,1030.31775,1.93563
2018-04-04-00:00:01,4.35,9.0,1026.7,279.25,67.0,273.6,1.34336,21.22032,-0.48624,-1.25227,275.91269,87.39571,1023.24445,1030.70935,3.0066399999999995
2018-04-04-01:00:00,1.84,91.0,1027.1,278.85,68.0,273.42,1.65459,64.79803,-0.68104,-0.16496,277.44769,67.49747,1022.95264,1030.38452,0.18541000000000007
2018-04-04-02:00:00,1.18,230.0,1026.4,280.05,59.0,272.61,1.96583,108.37576,-0.87584,0.92235,278.98267,47.59922,1022.66089,1030.05981,-0.78583
2018-04-04-03:00:00,2.74,146.0,1025.6,281.35,42.0,269.21,2.27706,151.95348,-1.07065,2.00966,280.51767,27.70098,1022.36908,1029.73499,0.46294000000000013
2018-04-04-04:00:00,3.95,156.0,1024.1,282.45,28.0,264.85,2.6514,161.44614,-0.70523,2.4731,280.68185,22.86242,1021.6189,1028.9696,1.2986
2018-04-04-05:00:00,3.52,151.0,1023.7,282.95,23.0,262.76,3.02574,170.93881,-0.33981,2.93654,280.84607,18.02386,1020.86871,1028.2041,0.49426000000000014
2018-04-04-06:00:00,3.48,149.0,1022.9,281.65,22.0,261.07,3.40007,180.43147,0.0256,3.39998,281.01025,13.1853,1020.11853,1027.43872,0.07993000000000006
2018-04-04-07:00:00,3.14,182.0,1022.9,281.25,24.0,261.83,3.04684,210.87547,0.79682,2.24265,279.06247,33.10648,1020.1264,1027.49646,0.09316000000000013
2018-04-04-08:00:00,4.32,171.0,1022.9,278.45,48.0,268.32,2.69361,241.31949,1.56805,1.08531,277.11465,53.02765,1020.13434,1027.55408,1.6263900000000002
2018-04-04-09:00:00,6.28,229.0,1023.5,275.35,90.0,273.88,2.34037,271.76349,2.33927,-0.07202,275.16687,72.94883,1020.14221,1027.61182,3.93963
2018-04-04-10:00:00,3.27,269.0,1023.5,274.55,93.0,273.54,2.02653,300.33597,1.58,-0.51384,274.51773,79.59996,1019.99261,1027.47119,1.2434699999999999
2018-04-04-11:00:00,1.37,266.0,1023.3,274.05,96.0,273.48,1.71268,328.90848,0.82074,-0.95566,273.86856,86.25109,1019.84302,1027.33057,-0.3426799999999999
2018-04-04-12:00:00,2.29,177.0,1023.0,274.55,95.0,273.84,0.46538,180.51756,0.0042,0.46536,274.40887,87.41444,1019.28857,1026.75061,1.82462
2018-04-04-13:00:00,0.73,209.0,1023.8,273.55,96.0,272.99,0.52956,153.5295,-0.21346,0.34664,274.10654,89.86594,1019.16211,1026.63171,0.20043999999999995
2018-04-04-14:00:00,1.65,114.0,1023.0,273.75,97.0,273.33,0.59374,126.54143,-0.43113,0.22792,273.80423,92.31744,1019.03571,1026.5127,1.05626
2018-04-04-15:00:00,2.24,150.0,1022.5,273.75,97.0,273.33,0.65792,99.55337,-0.64879,0.10919,273.50189,94.76894,1018.90924,1026.3938,1.5820800000000004
2018-04-04-16:00:00,3.59,156.0,1021.6,273.65,97.0,273.23,1.15198,118.11469,-0.73133,0.72057,273.40399,95.26785,1018.16217,1025.64258,2.43802
2018-04-04-17:00:00,3.37,163.0,1021.2,273.95,97.0,273.53,1.64605,136.67599,-0.81387,1.33195,273.30609,95.76677,1017.41504,1024.89124,1.72395
2018-04-04-18:00:00,3.09,163.0,1020.7,273.95,96.0,273.38,2.14011,155.23732,-0.89641,1.94333,273.20819,96.26568,1016.66797,1024.14001,0.9498899999999999
2018-04-04-19:00:00,3.66,154.0,1019.6,274.25,93.0,273.24,2.25565,162.50072,-0.64059,2.12335,273.27884,95.25249,1016.11737,1023.58521,1.40435
2018-04-04-20:00:00,4.08,166.0,1019.1,274.15,94.0,273.29,2.37119,169.76413,-0.38477,2.30336,273.34946,94.2393,1015.56683,1023.03046,1.7088100000000002
2018-04-04-21:00:00,3.21,182.0,1018.6,274.25,93.0,273.24,2.48673,177.02753,-0.12895,2.48338,273.4201,93.22612,1015.01624,1022.47565,0.7232699999999999
2018-04-04-22:00:00,3.21,170.0,1018.2,274.35,91.0,273.04,2.51593,180.54459,0.02721,2.5062,273.36389,90.96851,1014.71429,1022.17377,0.69407
2018-04-04-23:00:00,2.3,180.0,1018.0,274.45,90.0,272.99,2.54513,184.06163,0.18336,2.52903,273.30768,88.7109,1014.41235,1021.87189,-0.24513000000000007
2018-04-05-00:00:01,3.42,181.0,1017.9,274.85,89.0,273.23,2.57434,187.57869,0.33952,2.55185,273.25146,86.45329,1014.11041,1021.57001,0.8456600000000001
2018-04-05-01:00:00,2.67,174.0,1017.3,274.85,88.0,273.08,2.90301,192.51524,0.67838,2.79856,274.01041,80.67657,1013.59912,1021.03644,-0.23301000000000016
2018-04-05-02:00:00,2.89,223.0,1017.5,275.35,83.0,272.76,3.23169,197.45181,1.01723,3.04528,274.76938,74.89984,1013.08783,1020.50293,-0.3416899999999998
2018-04-05-03:00:00,3.04,189.0,1016.5,275.65,84.0,273.22,3.56036,202.38837,1.35608,3.29199,275.52832,69.12312,1012.57654,1019.96936,-0.5203600000000002
2018-04-05-04:00:00,3.14,203.0,1015.8,275.85,83.0,273.25,3.57799,199.18867,1.17067,3.3692,277.10248,62.21083,1011.38287,1018.7356,-0.43798999999999966
2018-04-05-05:00:00,3.14,182.0,1015.0,276.15,84.0,273.71,3.59562,195.98898,0.98526,3.4464,278.67667,55.29854,1010.18915,1017.50189,-0.4556199999999997
2018-04-05-06:00:00,2.59,202.0,1014.4,276.85,79.0,273.55,3.61325,192.78929,0.79985,3.52361,280.25082,48.38626,1008.99548,1016.26813,-1.02325
2018-04-05-07:00:00,2.63,214.0,1013.3,277.85,77.0,274.17,3.42479,202.88602,1.22714,3.09113,280.89578,47.37931,1008.36444,1015.60999,-0.7947899999999999
2018-04-05-08:00:00,3.73,203.0,1012.6,278.05,72.0,273.43,3.23632,212.98273,1.65443,2.65866,281.54077,46.37237,1007.7334,1014.9519,0.4936799999999999
2018-04-05-09:00:00,2.54,249.0,1013.0,278.95,70.0,273.91,3.04786,223.07945,2.08173,2.22618,282.18573,45.36542,1007.10236,1014.29376,-0.50786
2018-04-05-10:00:00,1.68,243.0,1013.1,278.75,71.0,273.92,3.12696,241.63268,2.47015,1.31774,280.56097,51.9807,1007.45312,1014.62628,-1.44696
2018-04-05-11:00:00,2.74,203.0,1013.1,278.45,74.0,274.2,3.20605,260.18588,2.85858,0.40931,278.93619,58.59597,1007.80383,1014.95874,-0.46604999999999963
2018-04-05-12:00:00,1.14,316.0,1013.4,278.25,74.0,274.01,4.06298,268.51599,4.06161,0.10522,279.16986,50.27617,1010.14154,1017.34375,-2.92298
2018-04-05-13:00:00,3.92,12.0,1014.2,277.35,78.0,273.86,4.98165,272.10175,4.95104,-0.29613,278.88333,45.07651,1010.63281,1017.85876,-1.0616500000000002
2018-04-05-14:00:00,3.84,288.0,1014.7,279.55,49.0,269.61,5.90033,275.68747,5.84046,-0.69748,278.59677,39.87686,1011.12402,1018.37372,-2.0603300000000004
2018-04-05-15:00:00,6.54,278.0,1014.9,281.15,30.0,264.6,6.81901,279.27322,6.72989,-1.09883,278.31024,34.6772,1011.6153,1018.88873,-0.27900999999999954
2018-04-05-16:00:00,6.63,289.0,1015.7,279.65,29.0,262.83,6.43354,288.64114,5.98654,-1.8784,277.75275,34.83736,1011.48456,1018.77747,0.19646000000000008
2018-04-05-17:00:00,6.45,292.0,1015.9,278.75,34.0,264.07,6.04808,298.00909,5.24319,-2.65796,277.19525,34.99751,1011.35388,1018.66626,0.4019200000000005
2018-04-05-18:00:00,5.8,282.0,1015.1,278.25,31.0,262.44,5.66262,307.37701,4.49985,-3.43753,276.63776,35.15767,1011.22314,1018.55499,0.1373799999999994
2018-04-05-19:00:00,6.88,292.0,1014.1,278.85,33.0,263.78,5.53196,303.18286,4.59482,-3.02846,276.46243,36.09839,1010.71613,1018.0448,1.3480400000000001
2018-04-05-20:00:00,3.29,283.0,1013.9,277.65,36.0,263.82,5.4013,298.98874,4.6898,-2.61939,276.28708,37.03912,1010.20905,1017.53455,-2.1113
2018-04-05-21:00:00,6.65,317.0,1014.0,278.55,29.0,261.86,5.27064,294.79459,4.78477,-2.21033,276.11176,37.97984,1009.70203,1017.02435,1.3793600000000001
2018-04-05-22:00:00,15.09,326.0,1014.5,278.85,28.0,261.68,5.26168,308.57712,3.89683,-3.07212,276.88617,38.67633,1010.43518,1017.75354,9.82832
2018-04-05-23:00:00,10.66,325.0,1015.8,279.05,28.0,261.86,5.25273,322.35968,3.00889,-3.93391,277.66058,39.37282,1011.1684,1018.48267,5.4072700000000005
2018-04-06-00:00:01,8.58,332.0,1017.2,278.85,31.0,262.98,5.24377,336.14221,2.12094,-4.7957,278.435,40.06931,1011.90155,1019.21185,3.3362300000000005
2018-04-06-01:00:00,7.62,322.0,1018.4,278.85,31.0,262.98,5.59973,337.8602,2.08863,-5.18991,279.38834,34.77396,1012.51074,1019.80664,2.02027
2018-04-06-02:00:00,7.72,324.0,1019.4,279.45,28.0,262.21,5.95569,339.57816,2.05632,-5.58411,280.34171,29.4786,1013.11987,1020.40149,1.76431
2018-04-06-03:00:00,9.92,325.0,1019.5,280.45,26.0,262.15,6.31165,341.29614,2.024,-5.97832,281.29504,24.18324,1013.72906,1020.99628,3.6083499999999997
2018-04-06-04:00:00,8.27,323.0,1019.6,281.05,23.0,261.12,6.83958,343.83603,1.85531,-6.56826,281.95148,21.72171,1013.57275,1020.82751,1.4304199999999998
2018-04-06-05:00:00,9.6,329.0,1019.7,282.45,21.0,261.17,7.36751,346.37589,1.68661,-7.15821,282.60788,19.26017,1013.41638,1020.65875,2.2324899999999994
2018-04-06-06:00:00,7.29,336.0,1019.5,282.35,21.0,261.09,7.89544,348.91577,1.51791,-7.74815,283.26431,16.79863,1013.26007,1020.48999,-0.6054399999999998
2018-04-06-07:00:00,10.16,320.0,1019.1,283.75,19.0,261.02,7.52963,339.7225,2.42764,-6.93478,283.04727,16.81411,1013.38702,1020.61249,2.63037
2018-04-06-08:00:00,9.37,348.0,1019.4,283.75,19.0,261.02,7.16383,330.52921,3.33736,-6.12141,282.83026,16.8296,1013.51392,1020.73499,2.2061699999999993
2018-04-06-09:00:00,7.41,314.0,1019.6,282.35,30.0,265.66,6.79802,321.33594,4.24709,-5.30804,282.61322,16.84508,1013.64087,1020.85748,0.61198
2018-04-06-10:00:00,7.03,274.0,1020.2,281.25,38.0,267.78,6.44931,317.72275,4.28939,-4.78379,281.35107,19.40944,1014.47772,1021.72021,0.5806900000000006
2018-04-06-11:00:00,7.72,290.0,1021.0,280.25,37.0,266.52,6.1006,314.10959,4.3317,-4.25953,280.08893,21.9738,1015.31458,1022.58289,1.6193999999999997
2018-04-06-12:00:00,7.37,323.0,1022.4,280.45,32.0,264.81,4.99079,298.77036,4.37471,-2.40207,277.45901,34.62766,1018.68829,1026.03247,2.3792100000000005
2018-04-06-13:00:00,6.01,319.0,1023.1,279.25,35.0,264.9,4.19161,301.07541,3.61858,-2.10562,276.71051,34.71333,1018.76056,1026.11707,1.81839
2018-04-06-14:00:00,2.77,291.0,1023.3,278.45,40.0,265.91,3.39242,303.38043,2.86244,-1.80917,275.96204,34.799,1018.83289,1026.20166,-0.62242
2018-04-06-15:00:00,3.28,297.0,1022.9,277.75,32.0,262.4,2.59324,305.68549,2.10631,-1.51273,275.21353,34.88468,1018.90515,1026.28625,0.6867599999999996
2018-04-06-16:00:00,6.71,324.0,1022.2,277.95,25.0,259.47,3.16822,308.4697,2.43895,-2.00906,274.77798,32.77148,1018.43945,1025.82849,3.54178
2018-04-06-17:00:00,4.86,331.0,1022.1,277.35,22.0,257.37,3.7432,311.25388,2.7716,-2.50539,274.34241,30.65829,1017.97369,1025.37085,1.1168000000000005
2018-04-06-18:00:00,6.78,321.0,1021.4,277.25,22.0,257.29,4.31818,314.03809,3.10425,-3.00172,273.90686,28.54509,1017.508,1024.91309,2.4618200000000003
2018-04-06-19:00:00,6.01,321.0,1020.9,276.75,24.0,257.92,4.24958,308.61069,3.28256,-2.63953,273.49298,28.11018,1017.27344,1024.69189,1.7604199999999999
2018-04-06-20:00:00,5.02,298.0,1020.7,276.15,26.0,258.39,4.18097,303.18326,3.46088,-2.27734,273.07913,27.67527,1017.03894,1024.47058,0.8390299999999993
2018-04-06-21:00:00,4.74,310.0,1020.4,275.85,27.0,258.59,4.11236,297.75586,3.63919,-1.91515,272.66525,27.24037,1016.80438,1024.24939,0.6276400000000004
2018-04-06-22:00:00,5.34,318.0,1020.8,275.95,28.0,259.13,4.09784,300.121,3.53913,-2.0518,273.71509,26.11667,1016.74762,1024.18774,1.2421600000000002
2018-04-06-23:00:00,3.67,321.0,1021.0,276.45,28.0,259.57,4.08331,302.48618,3.43907,-2.18845,274.76495,24.99298,1016.6908,1024.12598,-0.41331000000000007
2018-04-07-00:00:01,5.57,317.0,1020.6,278.25,24.0,259.23,4.06879,304.85132,3.33901,-2.3251,275.81479,23.86929,1016.63403,1024.06433,1.5012100000000004
2018-04-07-01:00:00,6.34,322.0,1020.2,279.15,21.0,258.35,3.99971,300.67017,3.41685,-2.03866,277.58145,20.86802,1015.90851,1023.29913,2.34029
2018-04-07-02:00:00,6.09,358.0,1019.4,280.35,20.0,258.77,3.93063,296.48904,3.49469,-1.75222,279.34808,17.86676,1015.18304,1022.53394,2.15937
2018-04-07-03:00:00,2.49,355.0,1018.1,281.15,20.0,259.45,3.86155,292.30789,3.57254,-1.46578,281.11475,14.8655,1014.45752,1021.76874,-1.3715499999999996
2018-04-07-04:00:00,2.41,3.0,1016.4,282.65,19.0,260.09,3.90983,289.60678,3.67633,-1.30489,282.36096,14.83311,1012.87115,1020.13397,-1.4998299999999998
2018-04-07-05:00:00,3.82,233.0,1014.9,283.85,19.0,261.1,3.95811,286.9057,3.78011,-1.144,283.60718,14.80073,1011.28479,1018.49915,-0.13811000000000018
2018-04-07-06:00:00,3.81,175.0,1013.4,284.65,18.0,261.1,4.00639,284.20459,3.8839,-0.98311,284.85339,14.76834,1009.69843,1016.86438,-0.19638999999999962
2018-04-07-07:00:00,4.33,193.0,1011.9,285.65,17.0,261.21,4.1402,259.5654,3.33027,0.61333,285.10007,15.61262,1008.52142,1015.66272,0.18979999999999997
2018-04-07-08:00:00,4.48,220.0,1010.7,285.85,18.0,262.11,4.27401,234.92622,2.77664,2.20976,285.34671,16.4569,1007.34442,1014.46106,0.20599000000000078
2018-04-07-09:00:00,4.55,196.0,1009.7,285.75,20.0,263.37,4.40782,210.28703,2.22301,3.8062,285.59338,17.30119,1006.16742,1013.2594,0.14217999999999975
2018-04-07-10:00:00,4.56,206.0,1008.9,285.25,23.0,264.74,3.82883,190.80006,1.06166,3.32226,283.52362,21.68279,1005.61688,1012.71729,0.7311699999999997
2018-04-07-11:00:00,2.53,151.0,1008.6,283.15,28.0,265.47,3.24983,171.31308,-0.09969,2.83833,281.45386,26.0644,1005.06635,1012.17523,-0.7198300000000004
2018-04-07-12:00:00,3.81,116.0,1008.4,283.85,26.0,265.12,2.85308,122.97521,-2.39346,1.55286,279.29309,32.95512,1004.89514,1012.02063,0.9569200000000002
2018-04-07-13:00:00,3.63,96.0,1008.4,283.75,26.0,265.03,2.67827,98.99092,-2.19907,0.54698,278.54428,34.68615,1004.58276,1011.73315,0.95173
2018-04-07-14:00:00,4.29,99.0,1007.7,282.65,29.0,265.48,2.50347,75.00663,-2.00468,-0.45889,277.79547,36.41719,1004.27032,1011.44562,1.78653
2018-04-07-15:00:00,4.15,81.0,1007.2,281.25,33.0,265.93,2.32867,51.02234,-1.81029,-1.46477,277.04666,38.14822,1003.95795,1011.15814,1.8213300000000006
2018-04-07-16:00:00,2.96,63.0,1006.8,279.95,37.0,266.25,2.45902,45.46313,-1.71832,-1.72504,276.62415,38.69084,1003.71759,1010.92712,0.5009799999999998
2018-04-07-17:00:00,2.65,71.0,1006.5,279.85,36.0,265.8,2.58938,39.90392,-1.62636,-1.9853,276.20166,39.23347,1003.47729,1010.69604,0.06062000000000012
2018-04-07-18:00:00,3.43,25.0,1006.4,280.05,34.0,265.24,2.71973,34.34471,-1.53439,-2.24557,275.77914,39.77609,1003.23694,1010.46503,0.71027
2018-04-07-19:00:00,2.89,41.0,1006.3,279.65,34.0,264.88,2.37472,130.88977,-0.69269,-1.95125,275.1283,43.14574,1003.32648,1010.55145,0.5152800000000002
2018-04-07-20:00:00,3.17,345.0,1007.0,277.25,47.0,266.92,2.02971,227.43484,0.14901,-1.65692,274.47742,46.51539,1003.41608,1010.63794,1.1402899999999998
2018-04-07-21:00:00,2.98,324.0,1006.9,277.75,47.0,267.39,1.6847,323.97989,0.99072,-1.3626,273.82657,49.88504,1003.50562,1010.72437,1.2953
2018-04-07-22:00:00,1.51,287.0,1007.4,277.85,48.0,267.76,1.42274,328.72147,0.77172,-1.18659,275.35068,47.28228,1003.98932,1011.2052,0.08726000000000012
2018-04-07-23:00:00,2.92,356.0,1007.9,279.95,40.0,267.28,1.16078,333.46307,0.55272,-1.01058,276.87482,44.67953,1004.47302,1011.68604,1.75922
2018-04-08-00:00:01,3.14,12.0,1008.3,282.35,32.0,266.5,0.89882,338.20465,0.33373,-0.83457,278.39893,42.07677,1004.95673,1012.16687,2.24118
2018-04-08-01:00:00,1.87,11.0,1008.6,283.85,30.0,266.99,0.6951,254.04602,0.12686,-0.56352,281.14771,36.5577,1004.94794,1012.11877,1.1749
2018-04-08-02:00:00,1.93,75.0,1008.6,286.05,25.0,266.52,0.49138,169.88741,-0.08,-0.29247,283.89648,31.03862,1004.93921,1012.07062,1.43862
2018-04-08-03:00:00,2.07,122.0,1008.2,287.65,24.0,267.37,0.28766,85.72878,-0.28686,-0.02142,286.64526,25.51955,1004.93042,1012.02252,1.7823399999999998
2018-04-08-04:00:00,2.77,161.0,1007.2,290.55,21.0,268.08,0.97888,111.42784,-0.42365,0.73773,288.19449,23.79857,1004.39191,1011.43878,1.79112
2018-04-08-05:00:00,2.89,99.0,1006.4,290.75,19.0,266.93,1.6701,137.12691,-0.56045,1.49688,289.74374,22.0776,1003.85333,1010.85498,1.2199000000000002
2018-04-08-06:00:00,3.5,127.0,1006.0,291.95,18.0,267.23,2.36132,162.82597,-0.69724,2.25603,291.29297,20.35662,1003.31482,1010.27124,1.13868
2018-04-08-07:00:00,2.63,193.0,1005.6,292.45,18.0,267.64,2.89281,168.38115,-0.47653,2.82256,291.20874,20.86807,1002.97046,1009.91956,-0.26281
2018-04-08-08:00:00,3.28,213.0,1005.5,292.75,17.0,267.14,3.42429,173.93631,-0.25582,3.38909,291.12451,21.37952,1002.6261,1009.56793,-0.14429000000000025
2018-04-08-09:00:00,6.18,198.0,1005.2,292.55,17.0,266.97,3.95578,179.49149,-0.03511,3.95562,291.04028,21.89097,1002.28174,1009.21625,2.22422
2018-04-08-10:00:00,5.55,214.0,1005.6,290.95,19.0,267.1,3.66959,180.50537,0.02222,3.66848,288.90076,24.49766,1002.62311,1009.57544,1.88041
2018-04-08-11:00:00,3.45,205.0,1006.0,289.25,23.0,268.18,3.3834,181.51927,0.07956,3.38133,286.76123,27.10436,1002.96454,1009.93457,0.06660000000000021
2018-04-08-12:00:00,2.41,175.0,1006.6,287.55,28.0,269.33,2.89069,175.72522,-0.21547,2.88264,285.21545,33.12712,1002.97736,1009.94,-0.48069000000000006
2018-04-08-13:00:00,2.91,143.0,1007.4,288.65,28.0,270.29,2.91253,161.77483,-0.85399,2.60472,284.11462,36.23948,1003.41882,1010.41125,-0.002529999999999699
2018-04-08-14:00:00,4.2,160.0,1007.8,287.05,31.0,270.26,2.93437,147.82445,-1.49251,2.3268,283.01379,39.35183,1003.86023,1010.88251,1.2656300000000003
2018-04-08-15:00:00,4.7,153.0,1007.6,286.35,31.0,269.64,2.95621,133.87405,-2.13103,2.04887,281.91296,42.46419,1004.3017,1011.35376,1.7437900000000002
2018-04-08-16:00:00,4.63,136.0,1008.0,284.95,33.0,269.23,2.64599,119.09484,-2.09585,1.36045,281.02243,44.58964,1004.45483,1011.5296,1.98401
2018-04-08-17:00:00,4.37,134.0,1008.1,283.35,41.0,270.71,2.33578,104.31564,-2.06067,0.67203,280.13193,46.71508,1004.60803,1011.70538,2.03422
2018-04-08-18:00:00,3.41,111.0,1008.4,282.15,46.0,271.17,2.02556,89.53642,-2.0255,-0.01639,279.24139,48.84053,1004.76117,1011.88123,1.3844400000000001
2018-04-08-19:00:00,2.48,114.0,1008.1,281.35,49.0,271.29,2.04235,81.40858,-1.97825,-0.30169,278.35388,52.28252,1004.81018,1011.95959,0.4376500000000001
2018-04-08-20:00:00,2.3,102.0,1008.0,280.45,53.0,271.52,2.05914,73.28072,-1.93101,-0.587,277.46634,55.72451,1004.85925,1012.0379,0.24085999999999963
2018-04-08-21:00:00,3.04,117.0,1007.9,280.75,52.0,271.54,2.07592,65.15288,-1.88376,-0.8723,276.57883,59.1665,1004.90826,1012.11627,0.96408
2018-04-08-22:00:00,1.58,103.0,1007.8,280.25,52.0,271.07,1.92495,67.47478,-1.7707,-0.74765,277.78146,57.09332,1004.82098,1012.03754,-0.34494999999999987
2018-04-08-23:00:00,1.48,63.0,1008.1,281.65,48.0,271.29,1.77397,69.79668,-1.65765,-0.62299,278.98413,55.02013,1004.73376,1011.95874,-0.29397000000000006
2018-04-09-00:00:01,2.35,86.0,1008.1,283.45,42.0,271.13,1.62299,72.11858,-1.54459,-0.49834,280.18677,52.94694,1004.64648,1011.88,0.7270100000000002
2018-04-09-01:00:00,3.53,122.0,1007.6,284.95,36.0,270.4,1.69748,84.14004,-1.61448,-0.14016,282.58154,46.56223,1003.91858,1011.09521,1.8325199999999997
2018-04-09-02:00:00,3.25,120.0,1007.0,286.75,32.0,270.42,1.77196,96.1615,-1.68436,0.21801,284.97629,40.17751,1003.19073,1010.31042,1.47804
2018-04-09-03:00:00,3.48,121.0,1005.6,288.55,29.0,270.68,1.84644,108.18296,-1.75424,0.57619,287.37106,33.79279,1002.46283,1009.52563,1.63356
2018-04-09-04:00:00,3.41,118.0,1003.9,290.05,26.0,270.52,2.02381,122.03024,-1.56921,1.06884,288.78067,32.39437,1001.06598,1008.08228,1.38619
2018-04-09-05:00:00,3.41,113.0,1003.0,291.45,25.0,271.2,2.20117,135.87752,-1.38418,1.56149,290.19025,30.99594,999.66919,1006.63898,1.2088300000000003
2018-04-09-06:00:00,4.47,165.0,1001.7,292.15,26.0,272.34,2.37854,149.72479,-1.19915,2.05414,291.59985,29.59752,998.27234,1005.19562,2.0914599999999997
2018-04-09-07:00:00,4.28,144.0,1000.6,291.65,29.0,273.41,2.44829,154.68147,-1.02858,2.20103,291.83047,29.50157,997.216,1004.12189,1.8317100000000002
2018-04-09-08:00:00,3.62,138.0,999.9,291.55,33.0,275.12,2.51805,159.63814,-0.858,2.34793,292.06113,29.40562,996.15961,1003.0481,1.10195
2018-04-09-09:00:00,1.61,159.0,999.7,291.35,34.0,275.35,2.5878,164.59482,-0.68743,2.49483,292.29175,29.30966,995.10327,1001.97437,-0.9778
2018-04-09-10:00:00,2.26,130.0,999.7,291.25,37.0,276.45,2.40765,143.18771,-1.12958,1.7861,290.25754,36.58376,994.95996,1001.82855,-0.14765000000000006
2018-04-09-11:00:00,2.46,120.0,999.5,290.75,40.0,277.11,2.22749,121.78062,-1.57173,1.07738,288.2233,43.85785,994.81659,1001.68268,0.23251
2018-04-09-12:00:00,2.06,148.0,999.6,289.55,44.0,277.36,2.08181,90.72616,-2.08164,0.02638,286.50266,47.55082,995.89001,1002.76813,-0.021809999999999885
2018-04-09-13:00:00,4.54,121.0,999.4,290.05,42.0,277.16,2.17364,86.83034,-2.15919,-0.13182,285.32898,53.55886,995.60651,1002.51855,2.3663600000000002
2018-04-09-14:00:00,3.22,133.0,999.1,289.05,43.0,276.58,2.26546,82.93452,-2.23673,-0.29002,284.1553,59.56689,995.32306,1002.26892,0.9545400000000002
2018-04-09-15:00:00,1.5,167.0,998.8,287.15,48.0,276.38,2.35729,79.0387,-2.31428,-0.44823,282.98163,65.57492,995.03955,1002.01935,-0.8572899999999999
2018-04-09-16:00:00,1.07,194.0,998.5,286.15,51.0,276.31,2.21173,159.28094,-1.12933,-0.78756,282.31827,67.94725,994.53571,1001.52124,-1.1417300000000001
2018-04-09-17:00:00,2.39,158.0,997.7,286.05,52.0,276.49,2.06618,239.52319,0.05562,-1.12689,281.65494,70.31957,994.0318,1001.02313,0.32382
2018-04-09-18:00:00,1.23,207.0,997.4,285.25,56.0,276.79,1.92062,319.76544,1.24057,-1.46621,280.99158,72.6919,993.52795,1000.52502,-0.69062
2018-04-09-19:00:00,1.46,277.0,996.9,285.35,57.0,277.13,1.87573,317.21182,1.26872,-1.37663,280.30777,76.46344,993.14459,1000.12439,-0.41572999999999993
2018-04-09-20:00:00,2.27,295.0,997.1,284.75,59.0,277.06,1.83084,314.65823,1.29688,-1.28704,279.62393,80.23497,992.76117,999.72375,0.43916
2018-04-09-21:00:00,1.73,289.0,996.6,284.45,61.0,277.25,1.78595,312.10461,1.32503,-1.19745,278.94012,84.00651,992.37781,999.32312,-0.055949999999999944
2018-04-09-22:00:00,2.39,317.0,996.4,285.05,57.0,276.85,1.88245,311.4791,1.41155,-1.2451,281.19684,72.57132,992.66882,999.60919,0.5075500000000002
2018-04-09-23:00:00,3.41,313.0,997.6,286.25,54.0,277.21,1.97895,310.85361,1.49806,-1.29275,283.45355,61.13613,992.95978,999.8952,1.4310500000000002
2018-04-10-00:00:01,2.46,175.0,996.5,287.25,54.0,278.15,2.07546,310.22809,1.58457,-1.3404,285.71027,49.70095,993.25079,1000.18127,0.3845399999999999
2018-04-10-01:00:00,3.25,235.0,996.6,292.45,34.0,276.34,3.78178,302.94281,3.33228,-1.64946,289.00922,40.23213,993.22107,1000.1192,-0.5317799999999999
2018-04-10-02:00:00,8.39,282.0,997.0,296.15,19.0,271.47,5.48809,295.6575,5.07999,-1.95853,292.30814,30.76332,993.19128,1000.05707,2.901910000000001
