data-time,wind,dir,slp,t2,rh2,td2,nwp_wind,nwp_dir,nwp_u,nwp_v,nwp_t,nwp_rh,nwp_psfc,nwp_slp,residual
2018-09-30-04:00:00,7.13,301.0,1008.7,292.25,31.0,274.86,7.41004,308.10913,5.82292,-4.57071,290.58371,35.60463,1004.99225,1011.97583,-0.2800400000000005
2018-09-30-05:00:00,8.97,287.0,1007.7,292.85,33.0,276.27,7.36849,306.28354,5.93214,-4.35815,290.67184,37.17495,1004.33746,1011.31042,1.6015100000000002
2018-09-30-06:00:00,9.46,285.0,1006.9,292.85,34.0,276.69,7.32694,304.45792,6.04137,-4.14558,290.75995,38.74528,1003.68268,1010.64502,2.1330600000000013
2018-09-30-07:00:00,5.38,312.0,1007.1,292.45,36.0,277.15,6.93309,310.48654,5.27336,-4.38983,290.60666,39.40131,1003.79224,1010.76355,-1.55309
2018-09-30-08:00:00,9.37,11.0,1007.9,291.15,40.0,277.47,6.53924,316.5152,4.50536,-4.63408,290.45334,40.05735,1003.90186,1010.88208,2.830759999999999
2018-09-30-09:00:00,6.25,358.0,1008.4,290.45,40.0,276.83,6.14539,322.54382,3.73735,-4.87833,290.30005,40.71338,1004.01141,1011.00061,0.10461000000000009
2018-09-30-10:00:00,8.3,322.0,1009.3,289.85,37.0,275.19,5.04871,333.89966,2.54783,-4.20233,289.47864,43.65575,1004.71375,1011.7171,3.251290000000001
2018-09-30-11:00:00,5.55,326.0,1010.0,289.35,44.0,277.18,3.95202,345.25549,1.3583,-3.52634,288.65723,46.59811,1005.41602,1012.43353,1.5979799999999997
2018-09-30-12:00:00,5.68,328.0,1010.6,289.25,43.0,276.76,3.5389,321.10428,2.22209,-2.75429,288.2124,44.09666,1007.42609,1014.3775,2.1411
2018-09-30-13:00:00,3.9,332.0,1011.0,289.35,43.0,276.86,4.07105,316.15305,2.86185,-2.8484,288.11945,45.57067,1007.49091,1014.44562,-0.1710499999999997
2018-09-30-14:00:00,3.11,330.0,1011.0,288.85,45.0,277.04,4.60321,311.20184,3.5016,-2.94252,288.02649,47.04468,1007.55579,1014.51373,-1.49321
2018-09-30-15:00:00,6.88,330.0,1010.7,290.25,42.0,277.34,5.13537,306.25061,4.14136,-3.03664,287.93353,48.51869,1007.62061,1014.58185,1.74463
2018-09-30-16:00:00,4.12,327.0,1011.1,289.85,44.0,277.64,5.19767,308.16495,4.07944,-3.21137,288.0209,47.27042,1007.85394,1014.8183,-1.0776699999999995
2018-09-30-17:00:00,3.73,306.0,1011.2,289.65,44.0,277.46,5.25997,310.07932,4.01753,-3.38611,288.10831,46.02216,1008.08728,1015.05481,-1.52997
2018-09-30-18:00:00,3.1,284.0,1011.5,290.05,44.0,277.82,5.32227,311.99365,3.95561,-3.56085,288.19568,44.77389,1008.32062,1015.29126,-2.2222699999999995
2018-09-30-19:00:00,2.94,274.0,1011.6,289.35,46.0,277.81,5.01208,311.04852,3.77219,-3.2983,287.77917,46.74496,1008.43018,1015.39398,-2.07208
2018-09-30-20:00:00,4.01,277.0,1011.5,288.95,47.0,277.75,4.70189,310.10342,3.58877,-3.03576,287.3627,48.71602,1008.53973,1015.49664,-0.6918899999999999
2018-09-30-21:00:00,3.88,298.0,1011.9,288.55,48.0,277.68,4.39171,309.15829,3.40535,-2.77321,286.9462,50.68709,1008.64929,1015.59937,-0.5117099999999999
2018-09-30-22:00:00,3.91,290.0,1012.6,288.45,49.0,277.88,4.43294,310.23404,3.38197,-2.86344,287.62881,50.53371,1009.12659,1016.09875,-0.5229400000000002
2018-09-30-23:00:00,3.69,292.0,1012.9,289.95,44.0,277.73,4.47418,311.30978,3.35859,-2.95368,288.3114,50.38033,1009.60388,1016.59808,-0.7841799999999997
2018-10-01-00:00:02,4.99,304.0,1013.4,291.65,41.0,278.28,4.51542,312.38553,3.33521,-3.04391,288.99402,50.22696,1010.08118,1017.09747,0.47458000000000045
2018-10-01-01:00:00,5.75,323.0,1013.5,293.95,34.0,277.68,4.94727,310.03793,3.80349,-3.14976,290.72601,45.27394,1009.87531,1016.87708,0.8027300000000004
2018-10-01-02:00:00,4.74,317.0,1013.5,295.85,30.0,277.58,5.37912,307.69031,4.27177,-3.2556,292.45801,40.32093,1009.66949,1016.65668,-0.6391200000000001
2018-10-01-03:00:00,5.8,302.0,1013.0,296.85,27.0,276.96,5.81098,305.34271,4.74005,-3.36145,294.19,35.36792,1009.46362,1016.43628,-0.01097999999999999
2018-10-01-04:00:00,8.42,323.0,1012.0,298.35,23.0,275.99,5.68067,316.70557,3.79478,-3.93248,295.39993,31.72875,1008.72711,1015.67896,2.73933
2018-10-01-05:00:00,7.63,320.0,1011.4,298.75,21.0,275.05,5.55037,328.06842,2.84951,-4.50351,296.60983,28.08958,1007.9906,1014.92169,2.07963
2018-10-01-06:00:00,7.26,322.0,1010.8,299.75,20.0,275.21,5.42006,339.43127,1.90424,-5.07454,297.81976,24.45041,1007.25409,1014.16437,1.8399399999999995
2018-10-01-07:00:00,8.08,321.0,1010.5,299.45,20.0,274.96,5.03316,329.05188,2.38381,-4.26284,296.88724,26.79567,1007.38751,1014.31165,3.0468400000000004
2018-10-01-08:00:00,7.15,320.0,1010.5,299.05,20.0,274.62,4.64625,318.67249,2.86338,-3.45115,295.95474,29.14092,1007.52094,1014.45898,2.50375
2018-10-01-09:00:00,6.74,320.0,1011.0,298.55,20.0,274.2,4.25935,308.29309,3.34296,-2.63945,295.02222,31.48617,1007.65436,1014.60626,2.48065
2018-10-01-10:00:00,5.12,315.0,1011.6,296.65,23.0,274.53,4.07197,316.60297,2.78386,-2.85988,293.82852,32.53124,1008.3902,1015.32751,1.0480299999999998
2018-10-01-11:00:00,6.65,321.0,1012.4,295.95,24.0,274.52,3.88459,324.91284,2.22477,-3.08031,292.6348,33.57631,1009.12604,1016.04877,2.76541
2018-10-01-12:00:00,5.91,321.0,1013.1,295.15,26.0,274.95,2.86956,317.38297,1.94296,-2.11169,291.15759,34.22873,1009.98169,1016.83502,3.0404400000000003
2018-10-01-13:00:00,4.19,305.0,1013.8,293.95,28.0,274.94,3.1234,315.25192,2.20892,-2.2017,290.4494,36.42176,1010.30847,1017.18793,1.0666000000000002
2018-10-01-14:00:00,3.5,310.0,1014.3,293.15,30.0,275.2,3.37724,313.12091,2.47487,-2.29171,289.74124,38.6148,1010.63531,1017.54083,0.12275999999999998
2018-10-01-15:00:00,3.98,305.0,1014.4,293.05,31.0,275.57,3.63108,310.98987,2.74083,-2.38171,289.03305,40.80783,1010.9621,1017.89374,0.3489200000000001
2018-10-01-16:00:00,4.2,299.0,1014.4,291.45,36.0,276.25,3.36791,316.60959,2.33127,-2.38974,288.27429,42.46628,1011.19836,1018.1225,0.83209
2018-10-01-17:00:00,3.64,292.0,1014.6,290.45,39.0,276.48,3.10474,322.22928,1.92171,-2.39778,287.5155,44.12472,1011.43469,1018.35126,0.5352600000000001
2018-10-01-18:00:00,3.61,293.0,1014.6,289.85,40.0,276.29,2.84157,327.849,1.51215,-2.40581,286.75674,45.78316,1011.67096,1018.58002,0.76843
2018-10-01-19:00:00,3.22,297.0,1014.5,289.05,43.0,276.58,2.79879,328.67618,1.45578,-2.38971,286.31836,46.86413,1011.70129,1018.66858,0.4212100000000003
2018-10-01-20:00:00,3.73,359.0,1014.7,286.55,55.0,277.76,2.75602,329.50333,1.39941,-2.37362,285.87997,47.9451,1011.73169,1018.75708,0.9739800000000001
2018-10-01-21:00:00,3.78,345.0,1015.0,285.95,61.0,278.67,2.71325,330.33051,1.34305,-2.35753,285.44159,49.02607,1011.76202,1018.84564,1.0667499999999999
2018-10-01-22:00:00,3.04,355.0,1015.4,285.65,66.0,279.52,2.80949,330.05325,1.40326,-2.43387,286.14206,49.1203,1012.00824,1019.06024,0.23051000000000021
2018-10-01-23:00:00,3.44,352.0,1015.7,287.45,59.0,279.61,2.90574,329.77597,1.46347,-2.51022,286.84253,49.21452,1012.25439,1019.27478,0.5342599999999997
2018-10-02-00:00:01,3.57,357.0,1016.1,290.05,48.0,279.07,3.00199,329.49872,1.52368,-2.58656,287.543,49.30875,1012.50061,1019.48938,0.5680099999999997
2018-10-02-01:00:00,3.14,340.0,1016.4,292.55,39.0,278.38,2.87089,331.05826,1.39456,-2.50712,289.69345,45.24874,1012.36481,1019.34436,0.26910999999999996
2018-10-02-02:00:00,3.06,341.0,1016.4,294.95,37.0,279.79,2.7398,332.61777,1.26544,-2.42767,291.84387,41.18872,1012.22894,1019.1994,0.32020000000000026
2018-10-02-03:00:00,3.81,325.0,1015.8,297.05,29.0,278.15,2.60871,334.17731,1.13632,-2.34822,293.99432,37.12871,1012.09314,1019.05438,1.2012900000000002
2018-10-02-04:00:00,2.6,13.0,1015.0,297.35,26.0,276.86,2.21084,310.44159,1.2257,-1.50775,294.9505,34.99849,1011.46509,1018.39874,0.38915999999999995
2018-10-02-05:00:00,2.61,337.0,1014.3,298.35,24.0,276.59,1.81296,286.70587,1.31507,-0.66728,295.90668,32.86826,1010.83698,1017.74316,0.79704
2018-10-02-06:00:00,3.5,310.0,1013.5,299.05,22.0,275.96,1.41509,262.97015,1.40445,0.17319,296.86285,30.73804,1010.20892,1017.08752,2.08491
2018-10-02-07:00:00,2.47,250.0,1012.9,298.75,23.0,276.33,1.41194,246.76036,1.20061,0.50233,295.97385,36.61556,1009.94702,1016.84314,1.0580600000000002
2018-10-02-08:00:00,3.74,298.0,1012.7,299.05,22.0,275.96,1.40879,230.55055,0.99678,0.83148,295.08487,42.49308,1009.68518,1016.59875,2.3312100000000004
2018-10-02-09:00:00,2.86,244.0,1012.7,298.45,24.0,276.67,1.40564,214.34076,0.79294,1.16063,294.19586,48.3706,1009.42328,1016.35437,1.4543599999999999
2018-10-02-10:00:00,1.79,234.0,1012.9,296.65,28.0,277.3,1.1465,241.75986,0.71588,0.67999,293.31714,48.23954,1009.96967,1016.88251,0.6435
2018-10-02-11:00:00,2.25,255.0,1013.5,295.45,29.0,276.74,0.88737,269.17896,0.63881,0.19936,292.43842,48.10848,1010.51611,1017.41058,1.36263
2018-10-02-12:00:00,2.32,268.0,1014.0,294.15,31.0,276.54,2.4734,307.23923,1.96912,-1.49677,288.0423,59.44815,1010.70984,1017.58563,-0.15339999999999998
2018-10-02-13:00:00,2.51,322.0,1014.9,292.95,34.0,276.78,2.26968,315.20117,1.6125,-1.54142,287.38187,61.43045,1011.23383,1018.15002,0.24031999999999965
2018-10-02-14:00:00,2.58,323.0,1015.4,293.15,39.0,278.92,2.06596,323.16312,1.25589,-1.58607,286.72144,63.41275,1011.75787,1018.71436,0.51404
2018-10-02-15:00:00,3.07,313.0,1015.8,290.65,47.0,279.32,1.86224,331.12506,0.89928,-1.63072,286.061,65.39505,1012.28186,1019.27875,1.20776
2018-10-02-16:00:00,2.33,326.0,1016.0,289.75,52.0,279.95,1.92151,329.9339,0.96437,-1.66099,285.37955,63.88942,1012.5083,1019.49731,0.40849
2018-10-02-17:00:00,2.4,7.0,1016.0,289.55,53.0,280.04,1.98077,328.74271,1.02946,-1.69126,284.69806,62.38379,1012.73468,1019.71582,0.41923
2018-10-02-18:00:00,3.52,344.0,1016.1,288.55,59.0,280.65,2.04003,327.55154,1.09456,-1.72153,284.0166,60.87815,1012.96112,1019.93439,1.4799700000000002
2018-10-02-19:00:00,1.94,315.0,1016.1,287.45,62.0,280.33,2.00252,329.63803,1.01327,-1.72423,283.66754,61.21786,1013.04156,1020.03937,-0.06252000000000013
2018-10-02-20:00:00,1.4,304.0,1016.2,286.65,67.0,280.69,1.96502,331.72455,0.93197,-1.72694,283.31848,61.55758,1013.12207,1020.14441,-0.5650200000000001
2018-10-02-21:00:00,4.16,347.0,1016.7,286.15,67.0,280.22,1.92752,333.81104,0.85068,-1.72964,282.96942,61.89729,1013.20251,1020.24939,2.2324800000000002
2018-10-02-22:00:00,3.67,348.0,1017.2,285.35,69.0,279.87,1.97999,336.78204,0.77351,-1.81672,284.18774,59.3777,1013.60809,1020.65228,1.69001
2018-10-02-23:00:00,4.18,354.0,1017.6,287.15,60.0,279.57,2.03246,339.75308,0.69634,-1.9038,285.40607,56.85811,1014.01361,1021.05524,2.14754
2018-10-03-00:00:01,3.5,349.0,1018.1,290.45,45.0,278.51,2.08494,342.72409,0.61917,-1.99088,286.62439,54.33852,1014.41919,1021.45813,1.41506
2018-10-03-01:00:00,3.62,351.0,1018.6,292.45,39.0,278.29,1.78487,228.74667,0.40732,-1.72213,289.16614,48.60317,1014.48492,1021.49249,1.8351300000000001
2018-10-03-02:00:00,3.3,337.0,1018.9,294.45,33.0,277.7,1.48481,114.76924,0.19548,-1.45338,291.70789,42.86783,1014.55066,1021.52692,1.8151899999999999
2018-10-03-03:00:00,2.32,320.0,1018.4,296.45,28.0,277.12,1.18474,0.79181,-0.01637,-1.18463,294.24963,37.13249,1014.61639,1021.56128,1.13526
2018-10-03-04:00:00,3.15,26.0,1017.7,297.85,23.0,275.56,1.00538,44.25927,-0.17311,-0.64779,295.33032,34.13147,1014.02441,1020.97064,2.1446199999999997
2018-10-03-05:00:00,2.86,334.0,1017.1,299.45,20.0,274.96,0.82601,87.72672,-0.32985,-0.11095,296.41101,31.13045,1013.43243,1020.38,2.0339899999999997
2018-10-03-06:00:00,3.57,7.0,1016.2,299.35,20.0,274.88,0.64664,131.19418,-0.48659,0.42589,297.4917,28.12943,1012.84045,1019.78937,2.9233599999999997
2018-10-03-07:00:00,2.61,41.0,1015.8,299.35,20.0,274.88,1.07833,137.5388,-0.64578,0.84573,296.43411,33.5191,1012.7334,1019.68689,1.5316699999999999
2018-10-03-08:00:00,2.41,30.0,1015.7,299.75,18.0,273.75,1.51002,143.88341,-0.80497,1.26558,295.3765,38.90879,1012.6264,1019.58435,0.8999800000000002
2018-10-03-09:00:00,3.5,81.0,1015.9,298.45,22.0,275.45,1.94171,150.22803,-0.96416,1.68542,294.31891,44.29847,1012.51935,1019.48187,1.55829
2018-10-03-10:00:00,2.51,126.0,1016.1,297.45,24.0,275.81,2.03032,164.77022,-0.46657,1.83805,293.58334,41.62461,1012.99341,1019.96106,0.47967999999999966
2018-10-03-11:00:00,2.27,117.0,1016.6,296.45,27.0,276.61,2.11892,179.31242,0.03102,1.99067,292.84778,38.95075,1013.46753,1020.44019,0.15107999999999988
2018-10-03-12:00:00,1.81,210.0,1017.2,293.25,37.0,278.26,2.81404,197.24855,0.83441,2.68748,289.66263,46.69547,1013.79437,1020.67188,-1.0040399999999998
2018-10-03-13:00:00,1.43,182.0,1017.8,292.25,39.0,278.11,2.37956,157.1344,0.06583,1.67758,288.17001,53.5698,1014.15784,1021.07794,-0.9495600000000002
2018-10-03-14:00:00,2.2,41.0,1018.2,292.95,40.0,279.1,1.94508,117.02023,-0.70275,0.66768,286.67743,60.44413,1014.5213,1021.48395,0.25492000000000026
2018-10-03-15:00:00,3.28,38.0,1018.5,291.75,46.0,280.03,1.5106,76.90607,-1.47133,-0.34222,285.18481,67.31846,1014.88477,1021.89001,1.7693999999999999
2018-10-03-16:00:00,1.64,40.0,1018.6,290.75,48.0,279.72,1.82095,66.64503,-1.56756,-0.79226,284.44684,72.45539,1014.87622,1021.85834,-0.18095000000000017
2018-10-03-17:00:00,2.82,46.0,1018.7,289.35,53.0,279.85,2.1313,56.38399,-1.66378,-1.2423,283.70886,77.59233,1014.86774,1021.82666,0.6886999999999999
2018-10-03-18:00:00,3.15,357.0,1018.5,287.75,61.0,280.38,2.44165,46.12294,-1.76001,-1.69234,282.97089,82.72926,1014.85919,1021.79498,0.7083499999999998
2018-10-03-19:00:00,2.58,7.0,1018.6,286.65,67.0,280.69,2.43454,45.67591,-1.74164,-1.70087,282.64441,83.17152,1015.01965,1021.9975,0.14545999999999992
2018-10-03-20:00:00,2.48,347.0,1018.6,285.75,72.0,280.88,2.42743,45.22888,-1.72327,-1.7094,282.3179,83.61376,1015.18011,1022.20001,0.052569999999999784
2018-10-03-21:00:00,2.12,11.0,1018.9,286.55,68.0,280.81,2.42032,44.78185,-1.7049,-1.71793,281.99142,84.05602,1015.34058,1022.40253,-0.3003199999999997
2018-10-03-22:00:00,2.6,347.0,1019.3,285.25,71.0,280.19,1.92103,39.22363,-1.28146,-1.4165,283.66135,77.70595,1015.75299,1022.82294,0.6789700000000001
2018-10-03-23:00:00,2.02,342.0,1020.0,286.55,66.0,280.38,1.42174,33.66541,-0.85802,-1.11508,285.3313,71.35587,1016.16541,1023.24335,0.59826
2018-10-04-00:00:01,3.33,349.0,1020.3,288.45,60.0,280.8,0.92245,28.10719,-0.43459,-0.81366,287.00122,65.00581,1016.57782,1023.66376,2.40755
2018-10-04-01:00:00,2.89,340.0,1020.7,291.25,49.0,280.48,1.02511,49.27014,-0.69971,-0.53102,289.32236,58.69204,1016.4043,1023.435,1.8648900000000002
2018-10-04-02:00:00,2.46,11.0,1020.4,292.55,46.0,280.76,1.12778,70.43309,-0.96484,-0.24837,291.64346,52.37827,1016.23071,1023.20624,1.33222
2018-10-04-03:00:00,2.48,58.0,1019.8,294.85,49.0,283.82,1.23044,91.59605,-1.22997,0.03427,293.9646,46.06451,1016.05719,1022.97748,1.24956
2018-10-04-04:00:00,2.84,96.0,1018.9,296.05,44.0,283.32,1.46773,108.97031,-1.20309,0.54476,295.10449,44.06901,1015.27338,1022.19122,1.3722699999999999
2018-10-04-05:00:00,2.9,100.0,1018.1,296.65,43.0,283.53,1.70502,126.34459,-1.17622,1.05525,296.24438,42.07351,1014.48962,1021.40503,1.19498
2018-10-04-06:00:00,2.66,96.0,1017.2,298.15,38.0,283.06,1.9423,143.71886,-1.14935,1.56573,297.38428,40.07801,1013.70581,1020.61877,0.7177000000000002
2018-10-04-07:00:00,3.11,147.0,1016.8,298.45,37.0,282.93,1.85823,144.96008,-1.06941,1.51866,296.66098,43.42786,1013.42609,1020.35754,1.2517699999999998
2018-10-04-08:00:00,2.66,124.0,1016.6,298.25,36.0,282.35,1.77416,146.20132,-0.98946,1.47158,295.93765,46.77773,1013.14642,1020.09625,0.8858400000000002
2018-10-04-09:00:00,2.41,116.0,1016.5,297.65,38.0,282.61,1.69009,147.44255,-0.90952,1.4245,295.21436,50.12758,1012.8667,1019.83502,0.71991
2018-10-04-10:00:00,2.36,120.0,1016.6,297.25,39.0,282.63,1.88811,144.84023,-1.09945,1.52979,293.58578,51.23792,1013.29395,1020.23895,0.4718899999999999
2018-10-04-11:00:00,3.4,124.0,1017.2,295.35,48.0,283.97,2.08612,142.23792,-1.28938,1.63508,291.95724,52.34825,1013.72125,1020.64294,1.3138799999999997
2018-10-04-12:00:00,3.22,137.0,1017.7,293.95,56.0,284.97,3.44593,132.38092,-2.54544,2.32275,291.10229,52.89966,1014.19928,1021.06,-0.22592999999999996
2018-10-04-13:00:00,3.17,110.0,1018.3,293.15,58.0,284.75,2.9895,102.65558,-2.17085,1.04395,289.93185,61.25637,1014.57532,1021.47919,0.18049999999999988
2018-10-04-14:00:00,2.52,84.0,1018.8,291.25,69.0,285.55,2.53306,72.93024,-1.79626,-0.23486,288.76138,69.61309,1014.95129,1021.89832,-0.01305999999999985
2018-10-04-15:00:00,2.6,86.0,1018.9,291.05,73.0,286.21,2.07662,43.2049,-1.42168,-1.51367,287.59094,77.9698,1015.32733,1022.3175,0.52338
2018-10-04-16:00:00,1.88,49.0,1018.8,290.45,74.0,285.83,1.96397,46.52777,-1.41169,-1.3565,287.02255,82.58818,1015.14337,1022.16022,-0.0839700000000001
2018-10-04-17:00:00,2.51,84.0,1018.6,290.15,75.0,285.74,1.85132,49.85065,-1.40171,-1.19932,286.45419,87.20656,1014.95941,1022.00293,0.6586799999999997
2018-10-04-18:00:00,2.89,40.0,1018.5,290.15,71.0,284.92,1.73867,53.17353,-1.39172,-1.04214,285.8858,91.82494,1014.77545,1021.84564,1.1513300000000002
2018-10-04-19:00:00,1.06,15.0,1018.1,288.65,75.0,284.29,1.7667,53.18105,-1.41431,-1.05876,285.34357,92.69873,1014.58105,1021.62042,-0.7066999999999999
2018-10-04-20:00:00,0.86,266.0,1017.8,288.15,80.0,284.77,1.79473,53.18856,-1.43689,-1.07537,284.8013,93.57252,1014.38672,1021.3952,-0.93473
2018-10-04-21:00:00,2.41,360.0,1017.9,286.65,84.0,284.03,1.82277,53.19608,-1.45947,-1.09198,284.25906,94.44631,1014.19232,1021.16998,0.5872300000000001
2018-10-04-22:00:00,1.18,25.0,1017.9,287.15,81.0,283.97,1.62689,59.08911,-1.36197,-0.86287,285.35291,91.69286,1014.42078,1021.40625,-0.44689
2018-10-04-23:00:00,1.94,28.0,1018.2,288.65,74.0,284.09,1.43101,64.98213,-1.26447,-0.63377,286.44678,88.9394,1014.64923,1021.64246,0.50899
2018-10-05-00:00:01,2.79,4.0,1018.5,289.55,71.0,284.34,1.23513,70.87516,-1.16696,-0.40466,287.54062,86.18594,1014.87769,1021.87872,1.55487
2018-10-05-01:00:00,2.73,39.0,1018.8,290.65,71.0,285.4,1.22837,87.20083,-1.12919,-0.06821,289.44547,77.90215,1014.60968,1021.6087,1.50163
2018-10-05-02:00:00,2.89,56.0,1018.3,291.65,68.0,285.71,1.22161,103.5265,-1.09142,0.26825,291.35028,69.61834,1014.34161,1021.33875,1.66839
2018-10-05-03:00:00,2.07,59.0,1017.6,293.05,61.0,285.41,1.21484,119.85217,-1.05365,0.60471,293.25513,61.33454,1014.07361,1021.06873,0.8551599999999999
2018-10-05-04:00:00,1.85,146.0,1016.8,294.65,53.0,284.8,1.44535,143.25591,-0.5914,1.02882,294.35703,56.04623,1013.03406,1020.00458,0.4046500000000002
2018-10-05-05:00:00,1.39,209.0,1015.7,295.95,49.0,284.84,1.67586,166.65964,-0.12914,1.45293,295.45895,50.75792,1011.99445,1018.94037,-0.28586
2018-10-05-06:00:00,1.78,335.0,1014.8,296.55,46.0,284.44,1.90637,190.06337,0.33311,1.87704,296.56085,45.46961,1010.9549,1017.87622,-0.12636999999999987
2018-10-05-07:00:00,1.69,187.0,1014.1,297.45,42.0,283.91,1.82018,180.15965,0.03739,1.76865,296.11972,52.69114,1010.50323,1017.39209,-0.13017999999999996
2018-10-05-08:00:00,2.3,107.0,1013.6,297.25,41.0,283.37,1.73398,170.25595,-0.25833,1.66025,295.67856,59.91266,1010.05151,1016.9079,0.5660199999999997
2018-10-05-09:00:00,2.25,110.0,1013.4,296.95,40.0,282.73,1.64779,160.35223,-0.55405,1.55185,295.23743,67.13419,1009.59985,1016.42377,0.6022099999999999
2018-10-05-10:00:00,2.91,68.0,1013.4,295.45,48.0,284.07,1.39076,117.41702,-0.52226,0.78552,293.78891,65.7453,1009.97925,1016.80939,1.5192400000000001
2018-10-05-11:00:00,4.25,18.0,1014.0,294.55,53.0,284.71,1.13373,74.48181,-0.49047,0.0192,292.34036,64.35641,1010.35858,1017.19501,3.11627
2018-10-05-12:00:00,3.03,33.0,1014.1,294.25,55.0,284.98,1.50305,31.01482,-0.77446,-1.28816,289.96417,70.88398,1010.73987,1017.63123,1.5269499999999998
2018-10-05-13:00:00,2.78,339.0,1014.7,292.75,62.0,285.37,2.56335,122.63107,0.74901,-1.77348,289.86627,69.33214,1011.14587,1018.04022,0.21665
2018-10-05-14:00:00,2.32,319.0,1014.9,291.45,68.0,285.52,3.62365,214.24731,2.27248,-2.2588,289.76837,67.7803,1011.55188,1018.44916,-1.3036500000000002
2018-10-05-15:00:00,3.16,313.0,1015.0,291.45,69.0,285.74,4.68395,305.86356,3.79594,-2.74413,289.67047,66.22845,1011.95789,1018.85815,-1.5239500000000001
2018-10-05-16:00:00,2.97,312.0,1014.8,290.95,71.0,285.69,4.50663,315.22815,3.13826,-3.07289,289.2778,60.16033,1012.3548,1019.28961,-1.5366300000000002
2018-10-05-17:00:00,4.32,356.0,1015.0,290.85,63.0,283.8,4.32931,324.59274,2.48058,-3.40166,288.88516,54.0922,1012.75171,1019.72107,-0.009310000000000151
2018-10-05-18:00:00,7.73,318.0,1015.2,292.35,45.0,280.26,4.15199,333.95734,1.82289,-3.73042,288.49249,48.02407,1013.14862,1020.15253,3.578010000000001
2018-10-05-19:00:00,7.36,319.0,1015.7,290.65,43.0,278.04,4.16428,334.04196,1.82272,-3.74417,287.87241,46.63876,1013.59161,1020.59253,3.1957200000000006
2018-10-05-20:00:00,6.23,327.0,1016.5,289.55,42.0,276.7,4.17657,334.12656,1.82256,-3.75792,287.25229,45.25344,1014.03467,1021.03247,2.0534300000000005
2018-10-05-21:00:00,8.43,10.0,1017.3,288.35,45.0,276.58,4.18886,334.21118,1.82239,-3.77167,286.6322,43.86813,1014.47766,1021.47247,4.24114
2018-10-05-22:00:00,7.79,358.0,1017.7,287.35,40.0,274.02,4.49258,335.29187,1.86677,-4.08451,286.67816,39.10062,1014.90826,1021.96875,3.29742
2018-10-05-23:00:00,7.54,357.0,1018.4,287.25,41.0,274.27,4.7963,336.37256,1.91115,-4.39736,286.72412,34.33312,1015.33893,1022.46497,2.7437000000000005
2018-10-06-00:00:01,6.51,354.0,1019.0,288.95,31.0,271.94,5.10001,337.45325,1.95554,-4.71021,286.77008,29.56562,1015.76953,1022.96124,1.4099899999999996
2018-10-06-01:00:00,7.84,350.0,1019.2,290.25,23.0,269.04,5.22041,338.29239,1.92718,-4.85044,287.95126,26.36899,1015.57739,1022.74268,2.6195899999999996
2018-10-06-02:00:00,7.97,2.0,1018.9,290.75,21.0,268.25,5.34082,339.1315,1.89883,-4.99067,289.13242,23.17236,1015.38519,1022.52417,2.62918
2018-10-06-03:00:00,6.69,6.0,1018.5,291.85,18.0,267.14,5.46122,339.97064,1.87048,-5.13091,290.3136,19.97573,1015.19305,1022.3056,1.2287800000000004
2018-10-06-04:00:00,8.09,323.0,1017.8,293.45,13.0,264.22,5.0748,336.29303,1.98687,-4.64897,291.12405,19.175,1014.43915,1021.5235,3.0152
2018-10-06-05:00:00,7.97,314.0,1016.9,293.65,14.0,265.34,4.68838,332.61545,2.10327,-4.16703,291.93451,18.37428,1013.6853,1020.74146,3.2816199999999993
2018-10-06-06:00:00,6.23,308.0,1016.2,293.65,14.0,265.34,4.30196,328.93784,2.21967,-3.68509,292.74496,17.57355,1012.9314,1019.95935,1.9280400000000002
2018-10-06-07:00:00,5.04,293.0,1015.8,294.15,14.0,265.75,3.46041,318.13776,2.0098,-2.72142,291.89355,22.56537,1012.69415,1019.70642,1.57959
2018-10-06-08:00:00,5.92,290.0,1015.7,293.55,14.0,265.26,2.61887,307.33771,1.79994,-1.75775,291.04211,27.55719,1012.45691,1019.45355,3.30113
2018-10-06-09:00:00,4.77,286.0,1015.5,293.15,13.0,263.97,1.77733,296.53763,1.59007,-0.79408,290.1907,32.54902,1012.21967,1019.20062,2.9926699999999995
2018-10-06-10:00:00,4.43,290.0,1015.9,292.05,14.0,264.03,2.03485,294.58994,1.85517,-0.82975,288.65012,30.89508,1012.73242,1019.69855,2.3951499999999997
2018-10-06-11:00:00,3.83,292.0,1016.7,290.85,15.0,263.94,2.29237,292.64224,2.12026,-0.86542,287.10956,29.24115,1013.24524,1020.19647,1.53763
2018-10-06-12:00:00,3.7,307.0,1017.6,290.25,16.0,264.27,2.43174,292.23526,2.25092,-0.9202,285.83368,27.0855,1013.78156,1020.82251,1.2682600000000002
2018-10-06-13:00:00,2.85,308.0,1017.8,289.85,18.0,265.46,2.38406,292.58878,2.20131,-0.91517,284.82013,33.19361,1014.10876,1021.16583,0.46594000000000024
2018-10-06-14:00:00,1.41,208.0,1018.1,286.55,29.0,268.92,2.33637,292.94226,2.1517,-0.91015,283.80655,39.30171,1014.43591,1021.50916,-0.9263700000000001
2018-10-06-15:00:00,2.06,293.0,1018.2,287.05,26.0,267.9,2.28868,293.29578,2.1021,-0.90512,282.793,45.40982,1014.76312,1021.85248,-0.22867999999999977
