data-time,wind,dir,slp,t2,rh2,td2
20180421-19,8.25,20.0,1015.1,284.85,79.0,281.36
20180421-20,8.97,26.0,1014.8,285.15,66.0,279.04
20180421-21,9.23,23.0,1015.2,285.25,58.0,277.29
20180421-22,5.83,20.0,1015.9,285.15,61.0,277.91
20180421-23,5.99,18.0,1016.4,285.85,52.0,276.3
20180422-0,5.26,12.0,1017.2,286.35,50.0,276.22
20180422-1,6.5,20.0,1017.6,287.05,45.0,275.38
20180422-2,6.27,25.0,1018.0,287.15,42.0,274.51
20180422-3,5.22,20.0,1018.1,287.25,43.0,274.93
20180422-4,6.33,19.0,1017.7,287.85,39.0,274.12
20180422-5,4.45,18.0,1017.0,287.85,39.0,274.12
20180422-6,4.87,350.0,1016.4,288.65,37.0,274.11
20180422-7,5.34,359.0,1016.0,287.95,43.0,275.57
20180422-8,5.05,355.0,1016.0,287.25,48.0,276.48
20180422-9,5.77,26.0,1016.0,287.35,42.0,274.69
20180422-10,4.57,13.0,1016.1,287.15,50.0,276.96
20180422-11,2.32,349.0,1016.6,286.45,53.0,277.14
20180422-12,3.03,360.0,1017.2,287.05,52.0,277.43
20180422-13,2.24,312.0,1018.1,285.35,75.0,281.09
20180422-14,1.73,318.0,1018.3,284.85,74.0,280.41
20180422-15,2.66,12.0,1018.2,285.15,72.0,280.3
20180422-16,3.88,1.0,1018.2,284.05,79.0,280.58
20180422-17,4.12,16.0,1017.9,284.55,78.0,280.88
20180422-18,4.04,7.0,1017.2,284.15,79.0,280.68
20180422-19,2.25,27.0,1017.0,284.45,77.0,280.59
20180422-20,2.86,356.0,1017.0,284.35,78.0,280.69
20180422-21,2.97,357.0,1016.9,284.55,76.0,280.5
20180422-22,3.55,353.0,1017.0,284.65,73.0,280.01
20180422-23,4.28,353.0,1017.2,285.35,71.0,280.29
20180423-0,4.97,351.0,1017.4,285.55,68.0,279.85
20180423-1,4.25,345.0,1017.6,286.75,63.0,279.9
20180423-2,4.75,352.0,1017.8,287.95,58.0,279.84
20180423-3,5.61,9.0,1017.8,289.15,48.0,278.24
20180423-4,5.9,21.0,1017.2,289.05,45.0,277.22
20180423-5,5.99,31.0,1016.8,290.65,43.0,278.04
20180423-6,6.37,36.0,1015.8,292.25,39.0,278.11
20180423-7,5.12,43.0,1015.1,292.45,37.0,277.54
20180423-8,2.89,33.0,1014.7,292.95,36.0,277.6
20180423-9,3.75,35.0,1014.5,293.65,34.0,277.41
20180423-10,5.38,20.0,1014.8,292.55,34.0,276.43
20180423-11,3.75,77.0,1015.5,291.65,36.0,276.43
20180423-12,2.87,45.0,1016.4,291.05,37.0,276.27
20180423-13,2.16,115.0,1017.6,290.75,45.0,278.79
20180423-14,1.3,199.0,1018.2,288.15,59.0,280.27
20180423-15,1.37,332.0,1018.5,288.85,54.0,279.65
20180423-16,2.15,10.0,1018.4,288.35,50.0,278.08
20180423-17,1.87,315.0,1018.4,286.05,60.0,278.53
20180423-18,3.09,352.0,1018.1,285.55,63.0,278.75
20180423-19,4.14,354.0,1018.0,284.95,62.0,277.95
20180423-20,1.67,311.0,1018.0,284.15,65.0,277.86
20180423-21,2.77,333.0,1017.9,283.95,65.0,277.67
20180423-22,2.82,338.0,1018.1,284.15,63.0,277.42
20180423-23,3.47,352.0,1018.6,286.85,50.0,276.68
20180424-0,2.9,348.0,1019.0,289.75,40.0,276.2
20180424-1,2.21,8.0,1019.0,291.25,36.0,276.07
20180424-2,2.12,347.0,1018.8,293.65,29.0,275.16
20180424-3,2.38,2.0,1018.2,293.55,28.0,274.59
20180424-4,4.3,38.0,1017.2,294.75,22.0,272.29
20180424-5,2.27,52.0,1016.3,295.85,19.0,271.22
20180424-6,3.38,56.0,1015.1,296.45,17.0,270.22
20180424-7,2.62,328.0,1014.1,297.15,20.0,273.02
20180424-8,2.96,274.0,1013.4,296.95,19.0,272.15
20180424-9,2.74,211.0,1013.0,295.95,22.0,273.32
20180424-10,2.82,208.0,1012.8,295.65,22.0,273.06
20180424-11,2.4,202.0,1012.7,293.65,24.0,272.54
20180424-12,4.3,220.0,1013.2,293.75,25.0,273.19
20180424-13,2.74,215.0,1013.5,292.45,30.0,274.58
20180424-14,3.5,222.0,1013.5,291.85,30.0,274.05
20180424-15,3.13,217.0,1013.4,291.35,32.0,274.51
20180424-16,1.5,6.0,1013.4,289.95,35.0,274.51
20180424-17,2.39,85.0,1013.3,289.15,40.0,275.65
20180424-18,3.03,28.0,1013.0,288.45,45.0,276.67
20180424-19,3.39,15.0,1012.7,287.45,50.0,277.24
20180424-20,2.41,358.0,1012.6,285.35,60.0,277.86
20180424-21,3.07,349.0,1012.8,284.55,62.0,277.57
20180424-22,3.55,348.0,1012.9,284.95,62.0,277.95
20180424-23,3.63,350.0,1013.2,287.15,51.0,277.24
20180425-0,4.13,352.0,1013.3,290.15,42.0,277.25
20180425-1,3.08,3.0,1013.3,292.35,34.0,276.25
20180425-2,1.77,327.0,1012.9,294.55,30.0,276.43
20180425-3,1.85,18.0,1012.1,296.15,26.0,275.81
20180425-4,3.94,198.0,1011.1,298.15,23.0,275.81
20180425-5,3.84,186.0,1010.2,298.95,20.0,274.54
20180425-6,5.29,208.0,1009.4,298.65,17.0,272.04
20180425-7,5.59,206.0,1008.5,298.85,19.0,273.74
20180425-8,4.85,193.0,1007.6,298.35,21.0,274.71
20180425-9,5.61,198.0,1007.4,297.55,19.0,272.65
20180425-10,5.18,189.0,1007.0,296.25,22.0,273.57
20180425-11,4.32,187.0,1007.3,294.65,25.0,273.97
20180425-12,2.89,195.0,1007.5,293.05,35.0,277.28
20180425-13,3.22,175.0,1007.7,291.95,41.0,278.55
20180425-14,3.48,179.0,1007.4,290.75,49.0,280.02
20180425-15,3.14,177.0,1007.1,289.85,57.0,281.38
20180425-16,3.91,169.0,1007.1,289.85,61.0,282.37
20180425-17,4.63,163.0,1006.8,290.15,63.0,283.14
20180425-18,2.29,159.0,1006.5,288.75,69.0,283.14
20180425-19,1.85,133.0,1006.0,288.85,68.0,283.02
20180425-20,1.65,76.0,1005.8,286.95,74.0,282.44
20180425-21,1.91,70.0,1005.9,286.25,77.0,282.35
20180425-22,1.85,52.0,1006.4,286.05,73.0,281.37
20180425-23,2.15,43.0,1006.7,287.65,67.0,281.65
20180426-0,1.82,81.0,1007.2,289.15,63.0,282.18
20180426-1,3.92,14.0,1007.5,290.75,57.0,282.23
20180426-2,2.63,17.0,1007.2,293.35,51.0,283.02
20180426-3,1.19,11.0,1006.8,294.05,48.0,282.77
20180426-4,2.16,26.0,1006.4,296.45,42.0,283.0
20180426-5,1.98,58.0,1005.7,297.95,37.0,282.48
20180426-6,1.75,181.0,1005.1,300.25,33.0,282.85
20180426-7,3.03,186.0,1004.4,300.85,28.0,280.96
20180426-8,2.29,176.0,1004.0,301.45,23.0,278.64
20180426-9,2.84,181.0,1004.2,301.05,23.0,278.29
20180426-10,2.3,187.0,1005.0,299.65,27.0,279.39
20180426-11,1.06,157.0,1006.2,299.75,27.0,279.48
20180426-12,2.23,329.0,1007.7,297.45,35.0,281.22
20180426-13,3.86,92.0,1009.6,296.25,41.0,282.46
20180426-14,4.0,42.0,1010.5,296.55,40.0,282.37
20180426-15,2.62,38.0,1011.6,294.35,31.0,276.72
20180426-16,5.36,117.0,1013.2,293.85,39.0,279.55
20180426-17,2.73,108.0,1013.9,293.15,44.0,280.67
20180426-18,1.99,135.0,1014.4,292.85,43.0,280.06
20180426-19,0.84,134.0,1014.7,291.25,48.0,280.18
20180426-20,1.47,305.0,1015.5,290.85,48.0,279.81
20180426-21,1.01,150.0,1016.0,289.05,58.0,280.88
20180426-22,1.46,135.0,1016.4,288.55,60.0,280.9
20180426-23,2.04,232.0,1016.9,290.35,56.0,281.59
20180427-0,2.27,182.0,1017.3,292.45,51.0,282.18
20180427-1,1.79,231.0,1017.2,294.25,46.0,282.33
20180427-2,4.57,192.0,1017.0,296.05,31.0,278.22
20180427-3,4.67,217.0,1016.5,297.15,25.0,276.13
20180427-4,5.5,184.0,1015.4,298.35,28.0,278.78
20180427-5,5.54,231.0,1014.2,298.65,26.0,277.98
20180427-6,6.11,211.0,1013.3,298.95,23.0,276.5
20180427-7,4.43,219.0,1012.4,299.15,23.0,276.67
20180427-8,5.97,181.0,1011.2,298.85,25.0,277.6
20180427-9,5.84,188.0,1010.7,298.25,23.0,275.9
20180427-10,5.28,203.0,1010.4,297.25,27.0,277.3
20180427-11,3.78,196.0,1010.5,295.75,31.0,277.96
20180427-12,2.82,178.0,1010.8,293.25,41.0,279.73
20180427-13,3.14,173.0,1011.1,293.45,42.0,280.26
20180427-14,2.98,178.0,1011.0,292.15,46.0,280.39
20180427-15,3.33,165.0,1010.6,293.15,43.0,280.33
20180427-16,3.7,172.0,1010.4,291.55,48.0,280.46
20180427-17,3.88,150.0,1009.9,291.75,48.0,280.64
20180427-18,2.45,125.0,1009.5,291.55,49.0,280.76
20180427-19,3.34,135.0,1009.1,289.25,55.0,280.29
20180427-20,1.55,85.0,1008.6,288.85,56.0,280.18
20180427-21,1.39,90.0,1008.4,288.25,59.0,280.37
20180427-22,1.94,43.0,1008.7,287.95,60.0,280.33
20180427-23,2.28,48.0,1008.9,289.05,57.0,280.62
20180428-0,1.54,30.0,1008.8,290.85,53.0,281.25
20180428-1,2.05,17.0,1008.6,292.75,49.0,281.87
20180428-2,2.03,19.0,1007.9,294.75,46.0,282.79
20180428-3,1.48,25.0,1007.0,296.95,41.0,283.1
20180428-4,1.74,91.0,1005.7,298.75,36.0,282.8
20180428-5,2.07,217.0,1004.8,299.05,38.0,283.87
20180428-6,2.86,148.0,1003.8,300.65,41.0,286.46
20180428-7,3.0,167.0,1002.9,301.45,39.0,286.42
20180428-8,3.65,180.0,1002.2,301.55,43.0,288.0
20180428-9,3.87,177.0,1001.6,301.15,42.0,287.28
20180428-10,3.43,179.0,1001.2,300.15,46.0,287.75
20180428-11,2.92,186.0,1001.6,298.45,50.0,287.46
20180428-12,2.52,169.0,1002.0,296.95,56.0,287.79
20180428-13,2.3,165.0,1002.4,297.05,57.0,288.16
20180428-14,3.29,120.0,1002.3,297.15,56.0,287.98
20180428-15,2.92,143.0,1001.9,295.65,61.0,287.87
20180428-16,2.55,140.0,1001.6,295.05,64.0,288.04
20180428-17,1.72,133.0,1001.2,294.75,66.0,288.23
20180428-18,2.73,78.0,1000.6,293.25,74.0,288.54
20180428-19,2.68,121.0,1000.3,293.45,72.0,288.31
20180428-20,2.38,189.0,1000.2,291.45,78.0,287.6
20180428-21,0.96,105.0,1000.2,292.45,70.0,286.92
20180428-22,1.8,77.0,1000.5,291.55,72.0,286.48
20180428-23,2.15,92.0,1000.8,293.15,65.0,286.46
20180429-0,1.72,90.0,1001.1,293.55,62.0,286.13
20180429-1,1.8,41.0,1001.0,295.05,57.0,286.28
20180429-2,1.59,129.0,1000.9,296.25,54.0,286.58
20180429-3,2.03,82.0,1000.5,297.95,47.0,286.06
20180429-4,2.54,94.0,1000.3,297.75,49.0,286.5
20180429-5,3.25,129.0,999.5,299.15,47.0,287.16
20180429-6,2.17,146.0,998.8,300.15,46.0,287.75
20180429-7,2.61,160.0,998.2,301.25,42.0,287.37
20180429-8,2.65,208.0,997.8,300.95,45.0,288.15
20180429-9,1.48,129.0,997.6,301.35,46.0,288.86
20180429-10,0.91,359.0,998.2,301.65,46.0,289.13
20180429-11,4.72,20.0,999.4,300.85,46.0,288.4
20180429-12,3.65,33.0,1000.6,299.45,51.0,288.69
20180429-13,6.09,15.0,1001.7,298.95,48.0,287.3
20180429-14,4.83,25.0,1002.7,298.95,40.0,284.54
20180429-15,6.37,26.0,1003.5,297.85,42.0,284.28
20180429-16,8.43,33.0,1004.9,297.05,40.0,282.82
20180429-17,6.02,45.0,1005.7,295.55,44.0,282.87
20180429-18,2.31,62.0,1006.0,294.75,48.0,283.42
20180429-19,1.73,104.0,1006.6,294.25,44.0,281.67
20180429-20,3.41,129.0,1007.6,293.65,47.0,282.09
20180429-21,1.73,150.0,1008.4,292.45,51.0,282.18
20180429-22,2.12,116.0,1009.1,292.15,52.0,282.19
20180429-23,3.11,174.0,1010.5,291.85,61.0,284.27
20180430-0,3.45,168.0,1011.3,292.95,57.0,284.3
20180430-1,4.2,156.0,1011.4,294.15,52.0,284.05
20180430-2,4.73,153.0,1011.4,295.05,48.0,283.7
20180430-3,4.59,153.0,1011.2,295.45,44.0,282.77
20180430-4,3.33,154.0,1010.4,297.05,45.0,284.58
20180430-5,5.44,192.0,1009.7,296.15,48.0,284.71
20180430-6,5.83,176.0,1009.3,296.55,44.0,283.78
20180430-7,5.86,149.0,1008.4,296.85,46.0,284.72
20180430-8,5.76,167.0,1007.6,295.55,48.0,284.16
20180430-9,5.15,160.0,1007.5,295.05,48.0,283.7
20180430-10,4.55,136.0,1007.5,294.65,47.0,283.01
20180430-11,4.08,124.0,1008.4,294.25,49.0,283.26
20180430-12,2.74,117.0,1008.9,294.05,51.0,283.67
20180430-13,2.11,171.0,1009.2,292.15,61.0,284.56
20180430-14,1.98,156.0,1009.1,292.35,58.0,283.99
20180430-15,1.6,168.0,1008.8,291.25,62.0,283.94
20180430-16,2.16,159.0,1009.2,291.15,58.0,282.86
20180430-17,2.24,153.0,1009.2,290.85,60.0,283.08
20180430-18,1.3,322.0,1009.4,291.15,58.0,282.86
20180430-19,1.61,188.0,1009.3,288.85,71.0,283.66
20180430-20,3.56,359.0,1009.7,288.85,75.0,284.48
20180430-21,4.16,329.0,1010.1,289.35,72.0,284.35
20180430-22,2.3,349.0,1010.3,289.15,73.0,284.37
20180430-23,2.7,19.0,1010.5,290.75,65.0,284.17
20180501-0,4.38,356.0,1011.0,292.55,55.0,283.39
20180501-1,6.81,30.0,1011.1,293.15,38.0,278.55
20180501-2,7.15,25.0,1011.2,293.85,31.0,276.28
20180501-3,8.25,15.0,1011.0,294.65,26.0,274.51
20180501-4,7.2,41.0,1011.1,295.15,27.0,275.48
20180501-5,6.82,33.0,1010.5,295.05,29.0,276.39
20180501-6,7.84,35.0,1009.8,294.75,28.0,275.64
20180501-7,6.37,35.0,1009.6,294.95,28.0,275.81
20180501-8,6.21,120.0,1009.8,294.75,32.0,277.52
20180501-9,3.84,126.0,1010.8,293.15,42.0,279.99
20180501-10,2.02,205.0,1011.5,291.75,49.0,280.94
20180501-11,5.47,159.0,1012.3,290.35,58.0,282.1
20180501-12,4.07,107.0,1013.2,289.25,71.0,284.05
20180501-13,3.32,143.0,1013.1,288.35,74.0,283.8
20180501-14,2.73,79.0,1013.7,288.05,80.0,284.67
20180501-15,3.97,277.0,1013.1,288.25,76.0,284.1
20180501-16,2.8,320.0,1013.6,288.15,76.0,284.0
20180501-17,3.25,299.0,1013.5,288.25,75.0,283.9
20180501-18,4.01,301.0,1013.2,288.05,72.0,283.1
20180501-19,3.24,320.0,1013.5,287.55,73.0,282.82
20180501-20,3.85,343.0,1013.5,286.35,80.0,283.01
20180501-21,2.84,342.0,1013.8,285.45,72.0,280.59
20180501-22,3.0,349.0,1014.1,286.65,68.0,280.91
20180501-23,3.18,315.0,1014.8,287.35,62.0,280.24
20180502-0,3.76,330.0,1015.3,290.85,41.0,277.55
20180502-1,2.81,325.0,1015.0,293.35,30.0,275.38
20180502-2,3.77,31.0,1014.9,294.05,23.0,272.3
20180502-3,3.17,2.0,1014.5,295.35,18.0,270.07
20180502-4,3.86,32.0,1013.6,294.85,14.0,266.32
20180502-5,2.8,29.0,1012.6,295.65,15.0,267.88
20180502-6,3.2,148.0,1011.5,297.25,15.0,269.19
20180502-7,3.33,95.0,1010.5,295.85,15.0,268.05
20180502-8,2.6,170.0,1009.8,295.95,17.0,269.8
20180502-9,3.38,211.0,1009.5,296.15,15.0,268.29
20180502-10,3.49,272.0,1009.1,296.55,14.0,267.7
20180502-11,2.49,97.0,1009.8,294.65,20.0,270.91
20180502-12,2.58,68.0,1010.6,294.15,24.0,272.97
20180502-13,4.95,36.0,1011.4,293.45,25.0,272.93
20180502-14,3.75,324.0,1012.0,293.05,22.0,270.84
20180502-15,4.68,323.0,1012.2,292.05,23.0,270.59
20180502-16,3.91,316.0,1012.9,291.05,25.0,270.85
20180502-17,4.13,360.0,1013.2,289.15,28.0,270.73
20180502-18,2.24,329.0,1013.7,288.55,29.0,270.68
20180502-19,2.09,339.0,1013.6,287.95,31.0,271.06
20180502-20,2.47,299.0,1013.9,287.25,33.0,271.28
20180502-21,3.61,327.0,1014.0,287.15,31.0,270.35
20180502-22,3.92,13.0,1014.9,287.15,33.0,271.19
20180502-23,3.96,16.0,1015.6,288.95,33.0,272.8
20180503-0,4.31,12.0,1016.1,290.55,26.0,270.95
20180503-1,4.41,9.0,1016.2,292.85,18.0,267.98
20180503-2,5.74,38.0,1016.3,293.65,14.0,265.34
20180503-3,2.96,43.0,1015.9,293.55,15.0,266.16
20180503-4,1.71,224.0,1014.6,294.55,14.0,266.07
20180503-5,2.08,170.0,1013.3,295.65,14.0,266.97
20180503-6,2.2,33.0,1012.3,296.15,14.0,267.38
20180503-7,2.6,202.0,1011.0,296.75,14.0,267.87
20180503-8,5.3,169.0,1009.7,297.15,14.0,268.19
20180503-9,5.66,184.0,1008.9,296.65,15.0,268.7
20180503-10,5.08,179.0,1008.6,295.55,19.0,270.97
20180503-11,3.42,180.0,1008.6,293.55,25.0,273.02
20180503-12,2.52,181.0,1008.9,292.45,28.0,273.62
20180503-13,2.46,153.0,1009.1,292.05,28.0,273.27
20180503-14,3.46,154.0,1008.9,292.45,27.0,273.12
20180503-15,2.92,128.0,1008.6,291.45,31.0,274.16
20180503-16,3.68,150.0,1008.6,290.45,36.0,275.35
20180503-17,3.44,130.0,1008.3,289.25,39.0,275.39
20180503-18,3.32,134.0,1008.5,288.95,40.0,275.47
20180503-19,2.66,58.0,1008.3,286.65,48.0,275.92
20180503-20,1.97,68.0,1008.0,286.25,49.0,275.84
20180503-21,2.2,55.0,1007.7,285.65,51.0,275.84
20180503-22,2.08,50.0,1007.6,285.95,52.0,276.4
20180503-23,2.24,74.0,1007.6,287.55,50.0,277.33
20180504-0,1.57,55.0,1007.5,289.55,46.0,278.0
20180504-1,2.77,30.0,1006.8,291.35,41.0,278.0
20180504-2,1.37,350.0,1006.5,292.95,40.0,279.1
20180504-3,2.4,160.0,1005.6,294.45,37.0,279.34
20180504-4,2.74,114.0,1004.6,296.45,34.0,279.91
20180504-5,3.08,152.0,1003.3,297.45,33.0,280.36
20180504-6,2.51,107.0,1002.4,298.75,31.0,280.6
20180504-7,3.52,168.0,1001.3,300.35,27.0,280.0
20180504-8,4.42,192.0,1000.8,300.55,28.0,280.7
20180504-9,5.02,189.0,1000.3,300.25,28.0,280.44
20180504-10,4.24,189.0,1000.2,299.05,32.0,281.33
20180504-11,4.29,206.0,1000.8,298.05,34.0,281.33
20180504-12,2.28,166.0,1001.0,296.95,40.0,282.73
20180504-13,1.79,141.0,1001.2,297.55,41.0,283.64
20180504-14,1.96,107.0,1001.5,296.85,42.0,283.36
20180504-15,2.89,48.0,1001.0,296.15,46.0,284.08
20180504-16,2.56,45.0,1001.6,294.95,50.0,284.21
20180504-17,2.45,75.0,1001.4,294.45,50.0,283.75
20180504-18,2.57,9.0,1001.7,293.55,53.0,283.78
20180504-19,1.67,7.0,1002.0,292.85,55.0,283.67
20180504-20,4.12,341.0,1002.5,293.05,54.0,283.59
20180504-21,3.81,351.0,1003.1,291.55,59.0,283.49
20180504-22,2.89,348.0,1003.4,291.95,58.0,283.61
20180504-23,4.68,26.0,1003.7,295.75,37.0,280.51
20180505-0,5.87,12.0,1004.3,296.15,33.0,279.21
20180505-1,5.07,16.0,1005.3,296.85,30.0,278.46
20180505-2,5.55,35.0,1005.3,297.95,24.0,276.24
20180505-3,6.28,27.0,1005.5,298.95,18.0,273.08
20180505-4,6.64,27.0,1005.0,299.25,16.0,271.71
20180505-5,6.6,37.0,1004.6,298.35,15.0,270.1
20180505-6,5.72,17.0,1004.8,298.25,14.0,269.09
20180505-7,8.05,23.0,1004.3,298.45,14.0,269.25
20180505-8,9.14,12.0,1004.4,297.15,20.0,273.02
20180505-9,4.54,64.0,1003.8,296.95,25.0,275.96
20180505-10,5.03,23.0,1004.1,296.75,28.0,277.38
20180505-11,3.37,34.0,1005.2,296.15,29.0,277.36
20180505-12,2.42,73.0,1006.0,295.55,32.0,278.23
20180505-13,3.05,143.0,1007.1,295.05,29.0,276.39
20180505-14,2.14,144.0,1007.6,294.45,31.0,276.81
20180505-15,1.87,164.0,1007.7,292.65,38.0,278.1
20180505-16,2.38,166.0,1007.7,291.95,41.0,278.55
20180505-17,0.68,148.0,1007.8,291.75,42.0,278.71
20180505-18,2.21,61.0,1007.4,292.45,40.0,278.65
20180505-19,2.6,338.0,1007.1,289.45,52.0,279.67
20180505-20,1.83,282.0,1007.3,288.95,54.0,279.74
20180505-21,1.71,299.0,1007.3,288.45,56.0,279.8
20180505-22,3.42,356.0,1007.2,287.55,63.0,280.66
20180505-23,3.49,355.0,1007.5,289.95,53.0,280.41
20180506-0,3.11,350.0,1007.8,292.45,45.0,280.35
20180506-1,1.84,323.0,1007.7,295.45,36.0,279.84
20180506-2,1.54,219.0,1007.4,296.75,33.0,279.74
20180506-3,1.95,224.0,1006.9,297.45,30.0,278.99
20180506-4,2.32,186.0,1005.7,299.35,26.0,278.59
20180506-5,2.99,158.0,1004.3,300.75,20.0,276.06
20180506-6,1.97,248.0,1003.4,301.55,16.0,273.61
20180506-7,3.47,219.0,1002.6,301.65,17.0,274.53
20180506-8,3.82,202.0,1002.1,301.45,21.0,277.34
20180506-9,5.38,229.0,1002.1,300.75,25.0,279.23
20180506-10,6.1,226.0,1002.1,299.75,27.0,279.48
20180506-11,5.36,207.0,1002.5,298.25,29.0,279.2
20180506-12,3.09,195.0,1002.7,296.85,30.0,278.46
20180506-13,2.6,163.0,1002.9,295.15,40.0,281.1
20180506-14,3.15,167.0,1003.0,294.95,46.0,282.97
20180506-15,2.38,158.0,1003.2,295.35,48.0,283.97
20180506-16,2.1,156.0,1003.3,293.95,53.0,284.15
20180506-17,2.1,159.0,1003.4,293.75,55.0,284.52
20180506-18,2.21,143.0,1003.7,293.55,57.0,284.86
20180506-19,3.44,62.0,1004.3,291.35,62.0,284.04
20180506-20,2.34,46.0,1004.9,290.65,62.0,283.37
20180506-21,2.68,3.0,1005.2,290.65,60.0,282.89
20180506-22,2.35,359.0,1006.0,291.05,58.0,282.76
20180506-23,3.0,7.0,1006.8,292.85,46.0,281.04
20180507-0,3.23,28.0,1007.7,294.45,42.0,281.18
20180507-1,2.25,60.0,1008.2,296.65,40.0,282.46
20180507-2,6.32,106.0,1008.4,298.15,18.0,272.41
20180507-3,4.89,107.0,1008.7,299.15,21.0,275.39
20180507-4,4.29,122.0,1008.5,299.05,30.0,280.39
20180507-5,3.76,156.0,1008.0,299.35,34.0,282.49
20180507-6,4.85,142.0,1007.7,299.55,34.0,282.67
20180507-7,4.36,167.0,1007.1,299.95,38.0,284.68
20180507-8,5.3,171.0,1006.8,299.75,33.0,282.41
20180507-9,5.07,161.0,1006.7,298.95,30.0,280.3
20180507-10,5.72,176.0,1006.8,297.65,30.0,279.16
20180507-11,4.87,188.0,1007.8,295.45,24.0,274.09
20180507-12,4.13,189.0,1008.8,294.35,20.0,270.65
20180507-13,3.37,171.0,1010.1,292.85,28.0,273.97
20180507-14,3.25,172.0,1010.7,291.55,31.0,274.24
20180507-15,2.96,163.0,1011.4,291.25,32.0,274.42
20180507-16,3.33,151.0,1012.0,291.15,32.0,274.33
20180507-17,3.02,150.0,1012.9,290.65,34.0,274.73
20180507-18,1.75,115.0,1013.2,290.75,34.0,274.82
20180507-19,0.91,238.0,1013.2,289.55,39.0,275.66
20180507-20,2.21,63.0,1013.7,288.55,45.0,276.76
20180507-21,2.46,39.0,1013.9,288.65,46.0,277.17
20180507-22,1.66,64.0,1014.6,289.05,44.0,276.91
20180507-23,2.21,53.0,1015.0,290.45,40.0,276.83
20180508-0,2.09,65.0,1015.3,292.35,36.0,277.06
20180508-1,1.7,108.0,1015.5,294.35,28.0,275.29
20180508-2,4.33,206.0,1015.2,295.95,23.0,273.93
20180508-3,4.09,197.0,1015.1,296.95,20.0,272.85
20180508-4,3.33,189.0,1014.5,297.55,20.0,273.36
20180508-5,3.49,180.0,1013.9,297.85,20.0,273.61
20180508-6,5.29,192.0,1013.5,298.75,20.0,274.37
20180508-7,4.78,168.0,1012.8,298.95,22.0,275.87
20180508-8,4.3,181.0,1012.4,298.75,23.0,276.33
20180508-9,4.35,182.0,1012.3,298.35,24.0,276.59
20180508-10,3.74,195.0,1012.7,297.35,26.0,276.86
20180508-11,4.22,145.0,1013.2,296.45,29.0,277.62
20180508-12,3.75,147.0,1014.3,295.35,29.0,276.66
20180508-13,4.71,180.0,1015.1,293.75,30.0,275.73
20180508-14,4.24,180.0,1015.6,292.35,32.0,275.4
20180508-15,2.86,171.0,1015.9,290.85,36.0,275.71
20180508-16,2.62,178.0,1016.1,290.15,37.0,275.46
20180508-17,3.08,94.0,1016.2,290.85,35.0,275.31
20180508-18,4.41,81.0,1015.9,289.85,42.0,276.98
20180508-19,3.94,103.0,1016.2,290.05,38.0,275.75
20180508-20,1.79,107.0,1016.7,289.25,41.0,276.09
20180508-21,2.35,76.0,1016.9,288.35,47.0,277.2
20180508-22,1.48,64.0,1017.5,287.85,53.0,278.45
20180508-23,2.09,70.0,1017.7,289.25,48.0,278.33
20180509-0,1.33,75.0,1018.0,291.85,40.0,278.11
20180509-1,1.45,134.0,1018.1,293.15,37.0,278.17
20180509-2,1.67,102.0,1017.9,294.95,34.0,278.57
20180509-3,1.93,167.0,1017.2,296.75,30.0,278.37
20180509-4,3.04,138.0,1016.3,298.25,31.0,280.16
20180509-5,3.99,208.0,1015.2,300.05,28.0,280.27
20180509-6,4.78,175.0,1014.6,300.35,27.0,280.0
20180509-7,3.91,199.0,1013.9,300.35,25.0,278.89
20180509-8,5.13,181.0,1013.3,300.25,26.0,279.37
20180509-9,5.82,179.0,1013.3,299.85,26.0,279.02
20180509-10,4.51,181.0,1013.3,298.85,29.0,279.73
20180509-11,4.21,191.0,1013.2,297.95,30.0,279.43
20180509-12,2.48,175.0,1013.6,296.05,34.0,279.55
20180509-13,1.76,150.0,1014.2,297.35,31.0,279.37
20180509-14,2.11,127.0,1014.3,296.85,32.0,279.39
20180509-15,3.2,119.0,1014.2,295.25,39.0,280.82
20180509-16,3.11,145.0,1014.0,293.25,47.0,281.72
20180509-17,3.96,139.0,1013.5,292.65,50.0,282.08
20180509-18,3.16,134.0,1013.3,292.15,51.0,281.9
20180509-19,3.99,128.0,1013.0,291.65,53.0,282.0
20180509-20,1.74,84.0,1013.0,290.55,59.0,282.54
20180509-21,1.98,99.0,1012.9,290.65,59.0,282.64
20180509-22,1.67,80.0,1013.2,290.25,61.0,282.75
20180509-23,2.68,34.0,1013.5,291.65,57.0,283.07
20180510-0,2.19,54.0,1013.6,292.25,57.0,283.64
20180510-1,1.76,12.0,1014.0,294.55,50.0,283.84
20180510-2,2.19,101.0,1013.3,296.05,47.0,284.31
20180510-3,2.28,80.0,1013.2,296.65,47.0,284.86
20180510-4,1.68,207.0,1012.4,298.15,46.0,285.92
20180510-5,2.96,147.0,1011.7,298.45,43.0,285.17
20180510-6,2.71,171.0,1010.8,299.75,41.0,285.64
20180510-7,1.13,205.0,1009.9,300.25,40.0,285.72
20180510-8,3.49,125.0,1009.6,300.15,40.0,285.63
20180510-9,3.24,168.0,1009.3,299.65,41.0,285.55
20180510-10,3.31,164.0,1009.0,298.95,43.0,285.63
20180510-11,3.97,178.0,1009.4,297.85,46.0,285.64
20180510-12,2.01,174.0,1009.5,296.65,48.0,285.17
20180510-13,2.14,153.0,1010.1,297.85,46.0,285.64
