data-time,wind,dir,slp,t2,rh2,td2,nwp_wind,nwp_dir,nwp_u,nwp_v,nwp_t,nwp_rh,nwp_psfc,nwp_slp,residual
2018-07-26-10:00:00,3.46,115.0,1000.6,306.75,40.0,291.6,1.85211,152.45837,-0.87053,1.62949,303.10654,66.35674,998.07428,1004.8042,1.60789
2018-07-26-11:00:00,3.65,111.0,1000.8,305.35,51.0,294.17,2.04383,149.69356,-1.04521,1.75143,301.75186,73.68132,998.67474,1005.41333,1.60617
2018-07-26-12:00:00,4.45,139.0,1001.3,304.65,57.0,295.3,2.28458,130.33464,-1.74149,1.4787,300.89819,74.09582,998.46967,1005.19501,2.16542
2018-07-26-13:00:00,3.67,149.0,1002.2,304.05,61.0,295.83,2.74469,131.1534,-2.05747,1.81568,300.45312,78.62907,999.13232,1005.87811,0.9253100000000001
2018-07-26-14:00:00,3.26,138.0,1002.4,303.45,64.0,296.04,3.20479,131.97215,-2.37345,2.15267,300.00806,83.16232,999.79498,1006.56128,0.05520999999999976
2018-07-26-15:00:00,3.43,115.0,1003.0,301.85,72.0,296.42,3.6649,132.79091,-2.68944,2.48965,299.56299,87.69558,1000.45764,1007.24438,-0.23489999999999966
2018-07-26-16:00:00,4.44,134.0,1002.9,301.55,79.0,297.64,2.96337,133.74875,-2.15644,2.03178,298.96445,90.28546,1000.60437,1007.40002,1.4766300000000006
2018-07-26-17:00:00,4.89,153.0,1003.2,301.15,82.0,297.86,2.26184,134.7066,-1.62344,1.5739,298.36588,92.87534,1000.7511,1007.5556,2.62816
2018-07-26-18:00:00,5.96,122.0,1003.2,300.05,78.0,295.97,1.56031,135.66444,-1.09044,1.11603,297.76733,95.46522,1000.89783,1007.71124,4.39969
2018-07-26-19:00:00,3.88,126.0,1003.6,299.05,75.0,294.37,1.28148,102.52371,-0.8696,0.54943,297.62598,96.38629,1000.98132,1007.7998,2.5985199999999997
2018-07-26-20:00:00,3.33,97.0,1003.8,298.45,83.0,295.41,1.00264,69.38298,-0.64876,-0.01717,297.48462,97.30737,1001.06488,1007.88831,2.32736
2018-07-26-21:00:00,2.35,73.0,1004.2,298.45,84.0,295.61,0.72381,36.24225,-0.42792,-0.58377,297.34326,98.22845,1001.14838,1007.97687,1.6261900000000002
2018-07-26-22:00:00,1.47,20.0,1004.7,298.95,82.0,295.71,0.87501,59.02424,-0.6651,-0.29033,297.94394,95.45254,1001.70331,1008.53125,0.59499
2018-07-26-23:00:00,2.39,44.0,1005.3,299.45,78.0,295.39,1.02621,81.80623,-0.90227,0.00311,298.54459,92.67662,1002.25818,1009.08563,1.36379
2018-07-27-00:00:01,1.51,60.0,1005.5,300.15,76.0,295.65,1.17741,104.58822,-1.13945,0.29655,299.14526,89.90071,1002.81311,1009.64001,0.33258999999999994
2018-07-27-01:00:00,1.43,28.0,1005.5,300.95,70.0,295.1,1.04674,118.87778,-0.90047,0.4184,299.97827,86.44138,1002.77368,1009.59271,0.38325999999999993
2018-07-27-02:00:00,1.93,11.0,1005.6,300.75,74.0,295.8,0.91608,133.16736,-0.66148,0.54025,300.81128,82.98205,1002.73425,1009.54541,1.01392
2018-07-27-03:00:00,2.08,283.0,1005.7,301.25,73.0,296.06,0.78541,147.45692,-0.4225,0.66209,301.64429,79.52272,1002.69482,1009.49811,1.29459
2018-07-27-04:00:00,0.56,224.0,1005.4,302.35,67.0,295.73,1.05731,146.67818,-0.58686,0.87922,302.16382,77.03814,1002.18048,1008.97333,-0.4973099999999999
2018-07-27-05:00:00,1.79,90.0,1004.8,303.15,62.0,295.24,1.32921,145.89944,-0.75123,1.09635,302.68335,74.55355,1001.6662,1008.44855,0.46079000000000003
2018-07-27-06:00:00,2.28,145.0,1004.2,303.95,59.0,295.2,1.6011,145.1207,-0.91559,1.31348,303.20288,72.06897,1001.15186,1007.92377,0.6788999999999998
2018-07-27-07:00:00,1.32,70.0,1003.6,304.45,57.0,295.12,1.58499,146.23024,-0.88122,1.31673,303.26236,70.64089,1000.61023,1007.37335,-0.26498999999999984
2018-07-27-08:00:00,1.64,133.0,1003.0,305.45,54.0,295.18,1.56887,147.3398,-0.84685,1.31998,303.32187,69.21281,1000.06866,1006.82294,0.07112999999999992
2018-07-27-09:00:00,2.28,111.0,1002.5,305.15,54.0,294.9,1.55276,148.44934,-0.81248,1.32323,303.38135,67.78473,999.52704,1006.27252,0.7272399999999999
2018-07-27-10:00:00,2.85,116.0,1002.4,305.35,54.0,295.09,1.42013,121.92031,-0.90071,0.74333,302.47934,72.82948,999.90308,1006.65521,1.4298700000000002
2018-07-27-11:00:00,4.55,143.0,1002.6,304.55,59.0,295.77,1.2875,95.39128,-0.98894,0.16344,301.5773,77.87424,1000.27911,1007.03796,3.2624999999999997
2018-07-27-12:00:00,4.14,155.0,1003.5,303.85,60.0,295.38,1.38473,109.48737,-1.3054,0.46194,300.66284,84.7864,1000.54028,1007.29065,2.7552699999999994
2018-07-27-13:00:00,3.69,151.0,1004.0,303.65,62.0,295.72,1.11822,111.07024,-1.04814,0.38804,300.37491,85.57469,1000.83575,1007.59796,2.57178
2018-07-27-14:00:00,3.3,145.0,1004.1,303.15,65.0,296.01,0.8517,112.65311,-0.79088,0.31413,300.08701,86.36298,1001.13123,1007.90521,2.4482999999999997
2018-07-27-15:00:00,4.27,155.0,1004.3,302.05,73.0,296.84,0.58519,114.23598,-0.53362,0.24022,299.79907,87.15128,1001.4267,1008.21252,3.6848099999999997
2018-07-27-16:00:00,3.47,160.0,1004.2,301.55,77.0,297.22,0.77549,136.96295,-0.33949,0.54516,299.24512,89.83256,1001.2027,1007.9892,2.69451
2018-07-27-17:00:00,2.9,147.0,1004.3,301.25,78.0,297.14,0.96578,159.68991,-0.14537,0.8501,298.69116,92.51383,1000.97876,1007.76581,1.9342199999999998
2018-07-27-18:00:00,3.2,118.0,1004.1,300.55,81.0,297.07,1.15607,182.41689,0.04875,1.15504,298.13721,95.19511,1000.75476,1007.54248,2.0439300000000005
2018-07-27-19:00:00,2.97,130.0,1003.9,300.35,81.0,296.88,0.9645,127.4238,-0.02557,0.58515,297.8475,95.84879,1000.80261,1007.59564,2.0055
2018-07-27-20:00:00,2.85,104.0,1003.7,299.45,86.0,296.97,0.77292,72.4307,-0.09989,0.01526,297.55777,96.50246,1000.8504,1007.64874,2.07708
2018-07-27-21:00:00,2.25,95.0,1003.8,298.75,88.0,296.66,0.58134,17.43761,-0.17421,-0.55463,297.26807,97.15613,1000.89825,1007.7019,1.66866
2018-07-27-22:00:00,1.43,75.0,1004.2,299.05,86.0,296.58,0.81624,23.33411,-0.3628,-0.72036,298.09677,94.54879,1001.26038,1008.06793,0.61376
2018-07-27-23:00:00,1.87,69.0,1004.6,300.05,80.0,296.38,1.05114,29.23061,-0.55139,-0.88609,298.92545,91.94146,1001.62244,1008.43396,0.8188600000000001
2018-07-28-00:00:01,1.85,64.0,1004.8,301.35,72.0,295.94,1.28603,35.12711,-0.73997,-1.05182,299.75415,89.33412,1001.98456,1008.79999,0.5639700000000001
2018-07-28-01:00:00,1.62,61.0,1004.7,302.35,65.0,295.24,1.05102,75.13292,-0.57472,-0.52549,300.91879,82.68404,1001.64923,1008.44769,0.56898
2018-07-28-02:00:00,1.66,66.0,1004.5,303.65,60.0,295.19,0.816,115.13874,-0.40946,0.00083,302.0834,76.03394,1001.3139,1008.0954,0.844
2018-07-28-03:00:00,1.98,100.0,1004.1,303.95,58.0,294.93,0.58098,155.14456,-0.2442,0.52716,303.24805,69.38386,1000.97858,1007.7431,1.39902
2018-07-28-04:00:00,1.92,121.0,1003.8,304.75,57.0,295.4,0.97534,159.53484,-0.28189,0.92728,303.71622,67.03708,1000.3786,1007.13684,0.9446599999999999
2018-07-28-05:00:00,2.84,129.0,1003.1,305.85,52.0,294.95,1.36971,163.92511,-0.31958,1.3274,304.18442,64.69029,999.77856,1006.53064,1.4702899999999999
2018-07-28-06:00:00,2.8,121.0,1002.5,306.45,47.0,293.88,1.76408,168.31538,-0.35727,1.72752,304.65259,62.34351,999.17859,1005.92438,1.0359199999999997
2018-07-28-07:00:00,3.66,106.0,1002.1,306.45,52.0,295.51,1.65738,159.61638,-0.53307,1.5321,304.56479,62.80677,998.9455,1005.6875,2.0026200000000003
2018-07-28-08:00:00,3.33,112.0,1001.7,306.15,51.0,294.91,1.55068,150.91736,-0.70886,1.33668,304.47696,63.27003,998.71246,1005.45062,1.77932
2018-07-28-09:00:00,3.04,117.0,1001.4,306.35,52.0,295.41,1.44398,142.21835,-0.88466,1.14125,304.38916,63.73328,998.47937,1005.21375,1.59602
2018-07-28-10:00:00,3.72,146.0,1001.2,306.65,48.0,294.4,1.51556,137.23531,-1.02978,1.09565,303.16196,70.57487,998.76929,1005.50708,2.20444
2018-07-28-11:00:00,3.17,125.0,1001.5,305.35,53.0,294.79,1.58714,132.25226,-1.17489,1.05005,301.93472,77.41647,999.05914,1005.80042,1.58286
2018-07-28-12:00:00,3.53,142.0,1001.8,304.85,58.0,295.77,1.79255,142.90535,-1.08115,1.42981,301.06787,81.50373,998.83008,1005.56812,1.7374499999999997
2018-07-28-13:00:00,4.43,152.0,1002.5,304.45,60.0,295.94,1.67799,147.91092,-0.90229,1.40075,300.70566,83.19339,999.09229,1005.83582,2.7520099999999994
2018-07-28-14:00:00,3.48,171.0,1002.6,303.75,63.0,296.07,1.56343,152.91647,-0.72344,1.37169,300.34341,84.88304,999.35449,1006.10358,1.9165699999999999
2018-07-28-15:00:00,2.64,170.0,1002.7,303.65,62.0,295.72,1.44888,157.92204,-0.54459,1.34264,299.9812,86.5727,999.6167,1006.37128,1.1911200000000002
2018-07-28-16:00:00,2.08,123.0,1002.5,302.95,68.0,296.55,1.45624,158.3774,-0.53647,1.35372,299.50717,89.11716,999.40723,1006.16626,0.6237600000000001
2018-07-28-17:00:00,2.02,3.0,1002.3,300.75,79.0,296.86,1.4636,158.83275,-0.52835,1.36481,299.03311,91.66162,999.19775,1005.96124,0.5564
2018-07-28-18:00:00,2.24,85.0,1002.1,300.85,79.0,296.96,1.47096,159.2881,-0.52023,1.37589,298.55908,94.20608,998.98828,1005.75623,0.7690400000000002
2018-07-28-19:00:00,1.78,89.0,1001.8,300.35,83.0,297.28,1.43247,138.39764,-0.79564,0.96932,298.21597,95.58148,999.09277,1005.86603,0.3475300000000001
2018-07-28-20:00:00,2.14,81.0,1001.8,299.85,86.0,297.36,1.39398,117.50717,-1.07105,0.56276,297.87289,96.95688,999.1972,1005.97583,0.7460200000000001
2018-07-28-21:00:00,1.66,62.0,1002.1,300.05,83.0,296.98,1.35549,96.61671,-1.34646,0.15619,297.52979,98.33228,999.3017,1006.08563,0.30450999999999984
2018-07-28-22:00:00,2.14,4.0,1002.2,299.65,84.0,296.78,1.20584,77.94028,-1.09424,-0.12536,298.55453,94.16987,999.5188,1006.30499,0.9341600000000001
2018-07-28-23:00:00,2.49,28.0,1002.8,300.25,82.0,296.98,1.05619,59.26386,-0.84202,-0.4069,299.57925,90.00746,999.73596,1006.52441,1.4338100000000003
2018-07-29-00:00:01,1.65,39.0,1002.6,301.65,77.0,297.32,0.90655,40.58743,-0.58981,-0.68844,300.604,85.84505,999.95306,1006.74377,0.7434499999999999
2018-07-29-01:00:00,1.3,41.0,1002.7,302.75,71.0,297.06,0.97998,68.03995,-0.70841,-0.25469,301.7037,80.72202,999.711,1006.48792,0.3200200000000001
2018-07-29-02:00:00,1.8,18.0,1002.5,304.25,66.0,297.3,1.05341,95.49246,-0.82702,0.17906,302.80338,75.599,999.46887,1006.23212,0.7465900000000001
2018-07-29-03:00:00,1.19,66.0,1002.2,304.85,62.0,296.85,1.12684,122.94498,-0.94563,0.61281,303.90308,70.47598,999.22681,1005.97626,0.06315999999999988
2018-07-29-04:00:00,1.37,61.0,1001.8,304.85,61.0,296.59,1.25062,131.51151,-0.89028,0.835,304.51407,67.15543,998.63306,1005.37146,0.11938000000000004
2018-07-29-05:00:00,1.4,39.0,1001.1,306.25,52.0,295.32,1.37441,140.07805,-0.83493,1.0572,305.12509,63.8349,998.03925,1004.76666,0.02559
2018-07-29-06:00:00,2.07,190.0,1000.7,307.35,47.0,294.71,1.49819,148.64458,-0.77958,1.27939,305.73608,60.51435,997.4455,1004.16187,0.5718099999999999
2018-07-29-07:00:00,2.19,97.0,1000.1,306.55,50.0,294.97,1.49235,143.49556,-0.87952,1.19077,305.63974,61.59085,997.26086,1003.97375,0.6976499999999999
2018-07-29-08:00:00,2.89,140.0,1000.0,307.05,50.0,295.43,1.4865,138.34653,-0.97946,1.10215,305.54337,62.66735,997.07617,1003.78558,1.4035000000000002
2018-07-29-09:00:00,3.21,125.0,999.6,307.25,50.0,295.61,1.48066,133.19751,-1.0794,1.01353,305.44702,63.74384,996.89154,1003.59747,1.7293399999999999
2018-07-29-10:00:00,3.18,138.0,999.4,307.15,50.0,295.52,1.51109,132.50458,-1.11434,1.02027,304.18433,70.51377,997.11737,1003.82581,1.6689100000000001
2018-07-29-11:00:00,4.5,156.0,999.7,306.05,57.0,296.62,1.54152,131.81166,-1.14929,1.02701,302.92163,77.28371,997.34326,1004.05414,2.9584799999999998
2018-07-29-12:00:00,3.84,139.0,1000.3,305.55,61.0,297.25,1.71314,127.75118,-1.35454,1.04884,301.7229,82.55022,997.13202,1003.84747,2.1268599999999998
2018-07-29-13:00:00,3.74,140.0,1001.1,305.15,61.0,296.87,1.69855,152.11339,-0.70508,1.21928,301.34946,83.6596,997.52631,1004.25079,2.04145
2018-07-29-14:00:00,3.49,150.0,1001.3,304.55,63.0,296.83,1.68395,176.4756,-0.05563,1.38972,300.97598,84.76898,997.92053,1004.65417,1.8060500000000002
2018-07-29-15:00:00,3.44,160.0,1001.3,304.35,65.0,297.15,1.66935,200.83781,0.59383,1.56016,300.60254,85.87836,998.31482,1005.0575,1.77065
2018-07-29-16:00:00,2.84,188.0,1001.2,303.95,67.0,297.26,1.18744,149.95399,0.34033,0.99041,300.21939,87.97054,998.1803,1004.92749,1.6525599999999998
2018-07-29-17:00:00,2.02,154.0,1001.2,303.15,70.0,297.21,0.70553,99.07017,0.08683,0.42066,299.83627,90.06272,998.04578,1004.79749,1.31447
2018-07-29-18:00:00,1.75,81.0,1001.1,302.05,78.0,297.92,0.22362,48.18634,-0.16667,-0.14909,299.45312,92.1549,997.91125,1004.66748,1.52638
2018-07-29-19:00:00,1.98,79.0,1001.2,301.65,80.0,297.94,0.47929,56.90678,-0.42908,-0.18848,299.12061,94.12601,998.08826,1004.85022,1.50071
2018-07-29-20:00:00,2.06,13.0,1001.2,300.45,86.0,297.95,0.73497,65.62722,-0.69149,-0.22788,298.78809,96.09713,998.26532,1005.0329,1.32503
2018-07-29-21:00:00,2.29,357.0,1001.5,300.15,84.0,297.27,0.99064,74.34766,-0.9539,-0.26727,298.45557,98.06824,998.44232,1005.21564,1.29936
2018-07-29-22:00:00,1.35,28.0,1001.5,300.55,83.0,297.47,0.83077,59.6258,-0.72158,-0.32544,299.48062,94.64045,998.66583,1005.43939,0.5192300000000001
2018-07-29-23:00:00,1.85,341.0,1001.5,301.85,78.0,297.72,0.67091,44.90394,-0.48925,-0.3836,300.50571,91.21265,998.88928,1005.66315,1.17909
2018-07-30-00:00:01,2.07,13.0,1001.9,302.45,75.0,297.66,0.51104,30.18208,-0.25693,-0.44176,301.53076,87.78486,999.11279,1005.8869,1.55896
2018-07-30-01:00:00,1.34,14.0,1002.2,304.75,68.0,298.27,0.63534,59.41345,-0.43174,-0.15674,302.61929,81.85114,999.12958,1005.8927,0.7046600000000001
2018-07-30-02:00:00,1.64,15.0,1002.1,305.65,65.0,298.39,0.75964,88.64482,-0.60656,0.12828,303.70786,75.91742,999.14636,1005.89856,0.8803599999999999
2018-07-30-03:00:00,1.27,41.0,1002.0,306.15,57.0,296.71,0.88395,117.87618,-0.78137,0.4133,304.79639,69.9837,999.16315,1005.90436,0.38605
2018-07-30-04:00:00,1.22,129.0,1001.5,306.85,58.0,297.66,1.12858,127.01626,-0.82794,0.71888,305.25015,68.14999,998.67023,1005.40167,0.09142000000000006
2018-07-30-05:00:00,2.01,123.0,1000.9,308.15,51.0,296.77,1.37321,136.15634,-0.87452,1.02446,305.70395,66.31628,998.17731,1004.89893,0.6367899999999997
2018-07-30-06:00:00,1.85,83.0,1000.5,308.05,53.0,297.3,1.61785,145.29642,-0.92109,1.33005,306.15771,64.48257,997.68439,1004.39624,0.23215000000000008
2018-07-30-07:00:00,3.27,93.0,1000.0,307.65,52.0,296.62,1.63296,144.58047,-0.94656,1.33032,306.05957,64.88004,997.45331,1004.16333,1.63704
2018-07-30-08:00:00,3.16,104.0,999.8,307.95,53.0,297.21,1.64808,143.86452,-0.97202,1.3306,305.96143,65.2775,997.22217,1003.93042,1.5119200000000002
2018-07-30-09:00:00,2.64,138.0,999.6,308.25,52.0,297.18,1.6632,143.14857,-0.99749,1.33088,305.86328,65.67496,996.99109,1003.69751,0.9768000000000001
2018-07-30-10:00:00,4.15,155.0,999.6,307.95,53.0,297.21,1.62651,138.84743,-1.06015,1.22172,304.70206,71.47885,997.32397,1004.03229,2.5234900000000007
2018-07-30-11:00:00,3.94,166.0,999.9,306.95,57.0,297.46,1.58982,134.5463,-1.12282,1.11257,303.54086,77.28275,997.65686,1004.36713,2.35018
2018-07-30-12:00:00,4.29,148.0,1000.2,306.25,60.0,297.64,1.65331,149.28514,-0.84446,1.42139,302.80957,81.51402,997.35547,1004.06128,2.6366899999999998
2018-07-30-13:00:00,4.18,158.0,1001.0,306.15,56.0,296.43,2.04887,164.15797,-0.3355,1.86652,302.40463,80.85692,997.78546,1004.50128,2.1311299999999997
2018-07-30-14:00:00,3.24,157.0,1001.3,305.95,55.0,295.95,2.44443,179.03079,0.17346,2.31165,301.99966,80.19981,998.21545,1004.94122,0.7955700000000001
2018-07-30-15:00:00,3.55,164.0,1001.8,305.05,60.0,296.51,2.83998,193.90363,0.68242,2.75677,301.59473,79.54272,998.64545,1005.38123,0.7100199999999997
2018-07-30-16:00:00,3.13,166.0,1001.7,304.15,66.0,297.21,2.23982,184.75627,0.37383,2.17472,301.12076,81.45547,998.65417,1005.396,0.89018
2018-07-30-17:00:00,4.03,170.0,1001.7,303.55,69.0,297.36,1.63965,175.60893,0.06524,1.59266,300.64682,83.36822,998.66296,1005.41083,2.39035
2018-07-30-18:00:00,2.5,157.0,1001.7,303.35,69.0,297.17,1.03949,166.46158,-0.24334,1.0106,300.17285,85.28097,998.67169,1005.4256,1.46051
2018-07-30-19:00:00,2.11,101.0,1001.7,301.65,78.0,297.53,1.13976,140.87474,-0.60898,0.67141,299.52798,88.8529,998.72137,1005.48083,0.9702399999999998
2018-07-30-20:00:00,1.93,82.0,1001.7,301.05,81.0,297.56,1.24002,115.2879,-0.97463,0.33221,298.88315,92.42483,998.77112,1005.53601,0.68998
2018-07-30-21:00:00,1.84,72.0,1002.0,300.65,82.0,297.37,1.34029,89.70107,-1.34027,-0.00699,298.23828,95.99676,998.8208,1005.59125,0.4997100000000001
2018-07-30-22:00:00,1.76,74.0,1002.2,301.05,82.0,297.76,1.07484,170.04645,-0.80489,-0.16284,299.30023,92.06749,999.17419,1005.94812,0.68516
2018-07-30-23:00:00,1.29,28.0,1002.5,302.25,76.0,297.69,0.80939,250.39182,-0.2695,-0.31868,300.36218,88.13823,999.52753,1006.30499,0.48061
2018-07-31-00:00:02,0.6,352.0,1002.5,304.15,67.0,297.45,0.54394,330.73718,0.26589,-0.47453,301.42413,84.20896,999.88092,1006.66187,0.05606
2018-07-31-01:00:00,1.3,323.0,1002.6,306.05,62.0,297.99,0.68069,282.98804,0.21872,-0.001,302.67166,80.1492,999.72168,1006.48877,0.61931
2018-07-31-02:00:00,1.37,344.0,1002.3,307.15,60.0,298.49,0.81744,235.23892,0.17155,0.47252,303.91922,76.08943,999.56238,1006.31561,0.55256
2018-07-31-03:00:00,1.1,137.0,1002.1,307.35,55.0,297.26,0.95419,187.48979,0.12438,0.94605,305.16675,72.02967,999.40314,1006.14252,0.1458100000000001
2018-07-31-04:00:00,1.35,261.0,1001.7,307.95,52.0,296.9,1.38194,188.53571,0.22046,1.36372,305.81998,68.99462,998.93274,1005.66022,-0.03193999999999986
2018-07-31-05:00:00,2.67,153.0,1001.2,309.55,46.0,296.38,1.80968,189.58162,0.31655,1.78138,306.47324,65.95958,998.46234,1005.17792,0.86032
2018-07-31-06:00:00,4.43,152.0,1000.7,310.05,46.0,296.84,2.23743,190.62753,0.41263,2.19905,307.12646,62.92453,997.99194,1004.69562,2.19257
2018-07-31-07:00:00,2.34,195.0,1000.3,310.65,43.0,296.29,2.13707,186.88774,0.26842,2.11145,307.0726,63.23357,997.58069,1004.28125,0.20292999999999983
2018-07-31-08:00:00,4.49,193.0,999.8,310.55,43.0,296.2,2.0367,183.14796,0.12421,2.02384,307.01871,63.54261,997.16937,1003.86688,2.4533
2018-07-31-09:00:00,4.23,198.0,999.5,310.35,42.0,295.64,1.93634,179.40817,-0.02,1.93623,306.96484,63.85164,996.75812,1003.45251,2.2936600000000005
2018-07-31-10:00:00,5.55,168.0,999.3,309.55,45.0,296.03,1.82144,168.04465,-0.31523,1.72711,305.48965,70.77039,997.0976,1003.7948,3.72856
2018-07-31-11:00:00,5.34,165.0,999.7,308.15,52.0,297.09,1.70655,156.68112,-0.61047,1.51798,304.0145,77.68913,997.43713,1004.13708,3.63345
2018-07-31-12:00:00,5.05,168.0,1000.3,306.95,55.0,296.88,2.09059,189.98373,0.36244,2.05893,302.46338,82.77496,997.45044,1004.15063,2.9594099999999997
2018-07-31-13:00:00,3.79,176.0,1001.0,306.75,52.0,295.78,2.04454,190.33006,0.36606,2.01143,302.01498,84.22439,997.79871,1004.50336,1.74546
2018-07-31-14:00:00,2.73,179.0,1001.2,306.15,56.0,296.43,1.9985,190.67638,0.36968,1.96394,301.56656,85.67381,998.14703,1004.85602,0.7315
2018-07-31-15:00:00,1.33,211.0,1001.5,306.15,56.0,296.43,1.95246,191.02271,0.37331,1.91644,301.11816,87.12323,998.4953,1005.20874,-0.62246
2018-07-31-16:00:00,1.88,1.0,1001.6,302.55,73.0,297.32,1.61596,136.19431,0.10844,0.99642,300.62979,89.37181,998.58215,1005.30481,0.26403999999999983
2018-07-31-17:00:00,1.03,16.0,1001.6,302.25,78.0,298.11,1.27946,81.36591,-0.15643,0.07641,300.14145,91.62039,998.66895,1005.40082,-0.24946000000000002
2018-07-31-18:00:00,1.55,54.0,1001.7,302.55,77.0,298.19,0.94296,26.53751,-0.4213,-0.84361,299.65308,93.86897,998.7558,1005.49689,0.60704
2018-07-31-19:00:00,2.54,25.0,1002.0,301.95,79.0,298.03,1.02187,18.26559,-0.29268,-0.95546,299.36523,94.3055,998.91846,1005.66229,1.51813
2018-07-31-20:00:00,1.99,1.0,1002.0,300.95,84.0,298.06,1.10079,9.99368,-0.16406,-1.06732,299.07739,94.74202,999.08112,1005.8277,0.8892100000000001
2018-07-31-21:00:00,2.12,341.0,1002.3,300.85,84.0,297.96,1.1797,1.72177,-0.03545,-1.17917,298.78955,95.17854,999.24377,1005.9931,0.9403000000000001
2018-07-31-22:00:00,2.94,324.0,1002.5,301.05,82.0,297.76,1.10472,112.51925,0.11531,-1.07243,300.09937,90.92354,999.4184,1006.17267,1.83528
2018-07-31-23:00:00,2.75,322.0,1002.6,302.85,74.0,297.83,1.02973,223.31673,0.26606,-0.96569,301.40918,86.66854,999.59302,1006.35229,1.72027
2018-08-01-00:00:01,2.15,10.0,1002.6,303.65,70.0,297.69,0.95474,334.1142,0.41682,-0.85895,302.71899,82.41354,999.76764,1006.53186,1.1952599999999998
2018-08-01-01:00:00,1.75,341.0,1002.5,306.45,58.0,297.28,0.8065,257.89697,0.11403,-0.52731,303.94791,76.81522,999.66034,1006.41064,0.9435
2018-08-01-02:00:00,2.08,18.0,1002.5,306.55,59.0,297.65,0.65826,181.67973,-0.18877,-0.19567,305.17685,71.21692,999.55298,1006.28937,1.4217400000000002
2018-08-01-03:00:00,1.56,22.0,1002.4,308.05,56.0,298.21,0.51003,105.46249,-0.49157,0.13598,306.40576,65.61861,999.44568,1006.16815,1.04997
2018-08-01-04:00:00,2.31,110.0,1002.1,309.15,45.0,295.66,0.81581,123.106,-0.50292,0.53301,306.87222,63.1303,999.00208,1005.71545,1.4941900000000001
2018-08-01-05:00:00,3.19,86.0,1001.7,309.15,50.0,297.37,1.1216,140.74951,-0.51427,0.93005,307.33871,60.64199,998.55847,1005.2627,2.0684
2018-08-01-06:00:00,3.48,94.0,1001.2,308.45,54.0,297.98,1.42739,158.39304,-0.52562,1.32709,307.80518,58.15369,998.11487,1004.81,2.05261
2018-08-01-07:00:00,3.74,100.0,1000.8,309.25,47.0,296.46,1.48987,146.26137,-0.80691,1.16995,307.6683,59.03418,997.78674,1004.47937,2.2501300000000004
2018-08-01-08:00:00,3.62,111.0,1000.3,309.25,51.0,297.79,1.55236,134.1297,-1.0882,1.01282,307.5314,59.91467,997.45862,1004.14874,2.06764
2018-08-01-09:00:00,4.16,116.0,1000.1,309.25,51.0,297.79,1.61484,121.99803,-1.36949,0.85569,307.39453,60.79515,997.13049,1003.81812,2.54516
2018-08-01-10:00:00,3.88,106.0,1000.1,308.45,55.0,298.28,1.76772,117.66475,-1.56651,0.79546,306.17212,66.7304,997.39282,1004.08417,2.11228
2018-08-01-11:00:00,3.71,119.0,1000.3,308.05,56.0,298.21,1.9206,113.33146,-1.76352,0.73523,304.94971,72.66564,997.65515,1004.35022,1.7893999999999999
2018-08-01-12:00:00,5.46,143.0,1000.8,306.95,62.0,298.85,1.90769,143.99129,-1.12154,1.54318,303.82959,77.25025,997.98969,1004.68188,3.55231
2018-08-01-13:00:00,4.61,150.0,1001.6,306.05,65.0,298.77,2.14072,148.68102,-1.07235,1.83479,303.42392,78.73015,998.30316,1005.01147,2.4692800000000004
2018-08-01-14:00:00,4.44,164.0,1001.9,305.65,66.0,298.64,2.37376,153.37074,-1.02316,2.1264,303.01822,80.21004,998.61658,1005.34106,2.0662400000000005
2018-08-01-15:00:00,3.08,158.0,1002.0,305.15,67.0,298.41,2.6068,158.06047,-0.97397,2.41801,302.61255,81.68994,998.93005,1005.67065,0.4732000000000003
2018-08-01-16:00:00,2.19,115.0,1002.1,304.85,68.0,298.37,2.33014,123.22853,-1.12581,1.26025,302.0105,85.07362,999.04541,1005.79315,-0.14014000000000015
2018-08-01-17:00:00,2.89,109.0,1002.2,303.95,72.0,298.44,2.05347,88.3966,-1.27765,0.10249,301.40845,88.4573,999.16077,1005.91565,0.8365300000000002
2018-08-01-18:00:00,3.42,106.0,1002.2,303.45,75.0,298.63,1.77681,53.56466,-1.42949,-1.05527,300.8064,91.84098,999.27612,1006.03815,1.64319
2018-08-01-19:00:00,2.51,101.0,1002.5,302.15,81.0,298.64,1.67,58.91481,-1.40805,-0.87261,300.42734,93.39724,999.3504,1006.11566,0.8399999999999999
2018-08-01-20:00:00,2.45,104.0,1002.5,301.85,80.0,298.14,1.56319,64.26497,-1.38661,-0.68995,300.04825,94.9535,999.42468,1006.19312,0.8868100000000001
2018-08-01-21:00:00,2.37,113.0,1002.7,301.85,80.0,298.14,1.45638,69.61513,-1.36517,-0.50729,299.66919,96.50976,999.49896,1006.27063,0.9136200000000001
2018-08-01-22:00:00,1.65,98.0,1002.7,301.65,83.0,298.55,1.3117,74.20194,-1.24862,-0.37751,300.48984,93.66074,999.69757,1006.47168,0.3382999999999998
2018-08-01-23:00:00,2.13,89.0,1002.8,302.25,80.0,298.53,1.16701,78.78876,-1.13206,-0.24772,301.31046,90.81174,999.89618,1006.67273,0.9629899999999998
2018-08-02-00:00:01,1.84,106.0,1003.2,304.05,62.0,296.1,1.02233,83.37557,-1.0155,-0.11794,302.1311,87.96272,1000.09479,1006.87378,0.8176700000000001
