data-time,wind,dir,slp,t2,rh2,td2
20180307-2,1.5,129.0,1025.5,272.15,44.0,262.47
20180307-3,2.46,137.0,1024.4,272.75,47.0,263.79
20180307-4,1.94,182.0,1023.4,273.55,48.0,263.76
20180307-5,1.07,55.0,1022.3,274.55,46.0,264.14
20180307-6,1.33,20.0,1021.7,275.35,46.0,264.88
20180307-7,1.36,319.0,1021.3,274.95,46.0,264.51
20180307-8,1.11,100.0,1020.8,274.95,47.0,264.79
20180307-9,1.38,152.0,1020.8,275.35,47.0,265.16
20180307-10,1.13,107.0,1021.9,274.55,50.0,265.22
20180307-11,1.78,62.0,1023.5,272.75,55.0,265.6
20180307-12,1.68,39.0,1024.9,270.75,62.0,265.09
20180307-13,1.32,29.0,1026.0,269.75,65.0,264.67
20180307-14,1.3,9.0,1027.3,269.15,70.0,264.95
20180307-15,1.72,32.0,1028.0,269.15,68.0,264.62
20180307-16,3.39,16.0,1028.7,272.45,56.0,265.53
20180307-17,2.85,8.0,1029.3,272.05,49.0,263.61
20180307-18,2.48,7.0,1029.6,270.45,51.0,262.56
20180307-19,3.78,356.0,1029.7,269.25,57.0,262.69
20180307-20,2.34,21.0,1029.9,269.15,49.0,260.88
20180307-21,2.67,41.0,1030.3,270.95,38.0,259.71
20180307-22,4.44,32.0,1030.4,271.25,35.0,259.08
20180307-23,2.1,23.0,1031.2,269.55,39.0,258.71
20180308-0,4.33,53.0,1031.6,272.15,31.0,258.55
20180308-1,3.74,48.0,1032.1,274.25,27.0,257.18
20180308-2,1.86,85.0,1032.2,276.15,24.0,257.4
20180308-3,2.37,274.0,1031.7,277.35,23.0,257.92
20180308-4,2.35,274.0,1030.6,279.45,20.0,258.0
20180308-5,2.45,225.0,1029.4,279.75,20.0,258.26
20180308-6,3.54,198.0,1028.0,280.75,19.0,258.48
20180308-7,5.22,197.0,1027.6,280.45,22.0,260.04
20180308-8,6.05,206.0,1026.9,280.15,27.0,262.36
20180308-9,5.09,192.0,1026.7,279.35,30.0,263.0
20180308-10,4.91,185.0,1025.8,277.85,33.0,262.88
20180308-11,3.86,189.0,1026.4,276.65,38.0,263.61
20180308-12,3.82,185.0,1027.0,276.45,41.0,264.41
20180308-13,1.53,154.0,1027.4,275.25,45.0,264.51
20180308-14,1.82,136.0,1027.2,274.05,45.0,263.4
20180308-15,2.65,141.0,1026.7,274.05,43.0,262.82
20180308-16,3.63,136.0,1026.4,273.05,49.0,263.56
20180308-17,2.91,120.0,1026.3,271.65,56.0,264.77
20180308-18,3.02,127.0,1025.8,271.15,57.0,264.5
20180308-19,1.9,75.0,1025.1,269.95,63.0,264.51
20180308-20,1.62,81.0,1024.9,269.35,68.0,264.81
20180308-21,1.75,88.0,1024.5,268.95,70.0,264.76
20180308-22,1.07,92.0,1023.9,268.15,73.0,264.47
20180308-23,1.01,26.0,1023.5,266.45,80.0,263.86
20180309-0,0.62,94.0,1023.8,270.55,67.0,265.8
20180309-1,1.69,160.0,1023.4,272.45,53.0,264.89
20180309-2,1.14,245.0,1022.4,274.25,45.0,263.58
20180309-3,1.51,126.0,1021.2,275.75,40.0,263.45
20180309-4,1.84,170.0,1019.8,277.55,38.0,264.43
20180309-5,2.5,196.0,1018.2,278.85,36.0,264.9
20180309-6,2.97,204.0,1016.6,280.65,33.0,265.39
20180309-7,4.39,204.0,1015.2,282.15,32.0,266.33
20180309-8,2.93,210.0,1014.5,282.35,32.0,266.5
20180309-9,2.76,202.0,1014.2,281.95,33.0,266.55
20180309-10,1.3,189.0,1014.1,280.85,37.0,267.07
20180309-11,2.92,17.0,1014.5,275.15,46.0,264.7
20180309-12,1.12,96.0,1014.6,275.25,50.0,265.88
20180309-13,1.69,56.0,1014.8,274.75,52.0,265.92
20180309-14,1.31,13.0,1015.2,275.85,47.0,265.63
20180309-15,0.89,343.0,1015.4,272.75,58.0,266.22
20180309-16,2.07,6.0,1015.4,273.85,56.0,266.04
20180309-17,1.84,8.0,1015.6,272.75,59.0,266.42
20180309-18,2.07,338.0,1016.1,272.85,59.0,266.52
20180309-19,3.06,356.0,1016.2,270.65,67.0,265.89
20180309-20,3.09,340.0,1016.3,270.85,69.0,266.43
20180309-21,3.5,350.0,1016.7,271.45,68.0,266.84
20180309-22,3.29,342.0,1017.3,271.95,65.0,266.79
20180309-23,4.79,337.0,1017.7,274.35,56.0,266.51
20180310-0,3.41,2.0,1018.6,276.65,48.0,266.64
20180310-1,2.41,117.0,1019.8,279.95,38.0,266.6
20180310-2,2.56,143.0,1020.9,281.15,37.0,267.34
20180310-3,4.77,150.0,1020.7,282.35,35.0,267.69
20180310-4,3.78,142.0,1020.5,284.65,30.0,267.69
20180310-5,4.67,113.0,1020.0,284.45,32.0,268.37
20180310-6,4.04,143.0,1019.2,285.15,32.0,269.0
20180310-7,4.82,166.0,1018.9,285.65,30.0,268.58
20180310-8,4.8,157.0,1018.6,284.95,30.0,267.96
20180310-9,5.23,162.0,1018.9,283.85,34.0,268.65
20180310-10,4.55,146.0,1019.4,281.95,41.0,269.43
20180310-11,4.11,143.0,1020.4,279.75,43.0,268.05
20180310-12,5.16,150.0,1021.3,278.15,44.0,266.89
20180310-13,2.94,161.0,1022.2,276.25,46.0,265.72
20180310-14,2.32,155.0,1022.9,274.35,54.0,266.04
20180310-15,2.37,158.0,1023.5,274.35,56.0,266.51
20180310-16,2.17,143.0,1023.9,274.15,58.0,266.79
20180310-17,0.81,154.0,1023.9,272.55,66.0,267.55
20180310-18,0.44,204.0,1023.5,271.05,75.0,267.61
20180310-19,0.32,129.0,1023.1,270.05,76.0,266.79
20180310-20,0.56,258.0,1022.7,269.85,73.0,266.12
20180310-21,0.54,120.0,1022.8,268.85,80.0,266.21
20180310-22,0.52,107.0,1022.9,269.45,74.0,265.89
20180310-23,0.9,111.0,1023.4,268.05,81.0,265.57
20180311-0,0.83,50.0,1023.5,272.55,67.0,267.73
20180311-1,1.91,318.0,1023.3,276.85,41.0,264.77
20180311-2,1.05,351.0,1023.2,278.05,35.0,263.82
20180311-3,1.69,117.0,1022.5,277.55,35.0,263.37
20180311-4,2.27,110.0,1021.6,278.25,35.0,264.0
20180311-5,2.0,52.0,1020.6,279.35,32.0,263.83
20180311-6,1.69,113.0,1019.2,279.45,32.0,263.92
20180311-7,1.37,117.0,1018.4,279.85,32.0,264.28
20180311-8,1.52,94.0,1017.5,280.05,35.0,265.62
20180311-9,1.71,148.0,1017.0,280.25,37.0,266.52
20180311-10,0.86,46.0,1016.9,279.75,39.0,266.76
20180311-11,1.86,205.0,1016.8,280.35,41.0,267.97
20180311-12,2.64,2.0,1017.0,278.25,38.0,265.06
20180311-13,1.38,23.0,1016.8,278.55,37.0,264.99
20180311-14,0.29,114.0,1016.6,278.55,36.0,264.63
20180311-15,0.61,4.0,1016.3,278.05,39.0,265.22
20180311-16,1.86,107.0,1015.8,278.25,40.0,265.73
20180311-17,1.57,150.0,1015.3,277.95,46.0,267.29
20180311-18,1.18,135.0,1014.7,277.55,68.0,272.17
20180311-19,1.5,162.0,1013.8,275.85,75.0,271.86
20180311-20,0.64,116.0,1013.1,273.25,83.0,270.7
20180311-21,1.13,166.0,1012.7,272.85,87.0,271.15
20180311-22,0.73,39.0,1012.5,271.65,89.0,270.24
20180311-23,0.74,65.0,1012.3,271.45,89.0,270.04
20180312-0,0.83,27.0,1012.4,275.15,67.0,269.66
20180312-1,1.79,350.0,1012.4,278.55,44.0,267.25
20180312-2,1.28,316.0,1011.8,279.75,39.0,266.76
20180312-3,1.06,244.0,1011.0,281.55,37.0,267.7
20180312-4,1.93,144.0,1010.0,282.25,37.0,268.33
20180312-5,1.59,229.0,1008.9,283.85,34.0,268.65
20180312-6,2.5,196.0,1007.6,284.55,37.0,270.41
20180312-7,3.27,191.0,1007.0,285.15,38.0,271.32
20180312-8,3.55,182.0,1006.4,285.45,39.0,271.94
20180312-9,1.81,186.0,1006.3,285.25,40.0,272.11
20180312-10,2.67,187.0,1006.6,284.05,44.0,272.31
20180312-11,0.78,167.0,1007.0,280.85,54.0,272.15
20180312-12,1.29,90.0,1007.4,278.35,63.0,271.89
20180312-13,1.27,86.0,1007.5,277.65,69.0,272.46
20180312-14,0.56,127.0,1007.3,277.65,72.0,273.05
20180312-15,0.24,92.0,1007.4,276.15,70.0,271.21
20180312-16,1.06,47.0,1007.2,276.65,72.0,272.08
20180312-17,0.98,108.0,1007.0,275.25,80.0,272.16
20180312-18,0.55,76.0,1007.0,275.05,83.0,272.47
20180312-19,0.69,25.0,1006.5,273.55,84.0,271.16
20180312-20,1.75,342.0,1006.3,274.05,76.0,270.29
20180312-21,1.81,349.0,1006.2,272.05,83.0,269.79
20180312-22,2.59,334.0,1006.2,272.55,80.0,269.84
20180312-23,1.93,346.0,1006.5,274.55,74.0,270.42
20180313-0,3.0,343.0,1006.9,278.05,63.0,271.6
20180313-1,2.54,341.0,1007.2,281.45,51.0,271.93
20180313-2,2.41,329.0,1007.0,283.45,45.0,272.07
20180313-3,1.82,325.0,1006.7,285.75,39.0,272.21
20180313-4,1.13,269.0,1006.0,288.15,32.0,271.67
20180313-5,1.81,242.0,1005.4,289.35,30.0,271.85
20180313-6,1.64,205.0,1004.4,290.65,29.0,272.53
20180313-7,2.29,230.0,1003.8,291.65,27.0,272.42
20180313-8,1.6,193.0,1003.8,292.15,26.0,272.34
20180313-9,2.08,180.0,1003.9,291.85,27.0,272.6
20180313-10,0.57,138.0,1004.3,289.15,32.0,272.55
20180313-11,1.17,131.0,1004.8,284.65,43.0,272.55
20180313-12,1.03,148.0,1005.6,282.05,50.0,272.21
20180313-13,0.68,76.0,1006.1,281.55,56.0,273.3
20180313-14,1.54,71.0,1006.3,281.95,55.0,273.43
20180313-15,1.26,106.0,1006.4,283.05,54.0,274.21
20180313-16,0.91,72.0,1006.7,281.25,60.0,273.98
20180313-17,0.73,56.0,1007.1,279.95,61.0,272.97
20180313-18,1.89,81.0,1007.7,282.25,65.0,276.05
20180313-19,0.92,120.0,1007.0,282.55,74.0,278.18
20180313-20,0.54,63.0,1006.6,280.75,79.0,277.36
20180313-21,0.88,293.0,1006.6,278.35,87.0,276.37
20180313-22,0.77,170.0,1006.7,277.15,85.0,274.86
20180313-23,1.47,95.0,1007.0,279.25,80.0,276.07
20180314-0,1.48,116.0,1007.4,281.15,80.0,277.93
20180314-1,1.28,99.0,1007.5,282.95,71.0,277.97
20180314-2,2.54,137.0,1007.0,284.65,64.0,278.12
20180314-3,3.45,132.0,1007.0,285.75,60.0,278.24
20180314-4,3.3,117.0,1006.0,287.25,56.0,278.67
20180314-5,3.53,121.0,1005.2,287.05,56.0,278.48
20180314-6,2.52,65.0,1004.5,287.25,56.0,278.67
20180314-7,2.3,105.0,1003.9,287.45,57.0,279.11
20180314-8,2.16,91.0,1003.7,287.45,57.0,279.11
20180314-9,1.08,75.0,1003.6,287.55,58.0,279.46
20180314-10,2.11,350.0,1004.0,287.25,58.0,279.18
20180314-11,1.2,47.0,1003.8,285.95,61.0,278.67
20180314-12,2.52,347.0,1005.0,285.15,62.0,278.14
20180314-13,2.61,337.0,1005.9,285.45,65.0,279.11
20180314-14,4.61,323.0,1006.8,285.85,64.0,279.27
20180314-15,3.36,352.0,1007.6,283.95,72.0,279.14
20180314-16,3.78,8.0,1008.9,285.75,64.0,279.17
20180314-17,6.37,27.0,1009.8,287.35,34.0,271.78
20180314-18,7.11,8.0,1011.5,286.35,30.0,269.2
20180314-19,7.21,21.0,1013.4,285.55,29.0,268.04
20180314-20,7.43,20.0,1015.0,284.15,32.0,268.11
20180314-21,6.7,31.0,1016.0,283.25,33.0,267.71
20180314-22,7.77,27.0,1018.4,282.35,32.0,266.5
20180314-23,7.93,36.0,1019.9,280.95,31.0,264.84
20180315-0,6.55,28.0,1022.0,280.45,26.0,262.15
20180315-1,8.72,25.0,1023.2,280.55,19.0,258.31
20180315-2,9.46,21.0,1023.9,281.55,14.0,255.42
20180315-3,8.81,9.0,1024.2,281.95,12.0,253.9
20180315-4,7.91,8.0,1024.4,283.25,11.0,253.91
20180315-5,7.89,47.0,1024.1,283.35,11.0,253.99
20180315-6,5.65,41.0,1023.7,284.85,9.0,252.8
20180315-7,5.49,58.0,1023.3,285.45,9.0,253.28
20180315-8,6.31,54.0,1023.0,285.35,9.0,253.2
20180315-9,5.29,57.0,1023.5,284.85,10.0,254.05
20180315-10,3.56,55.0,1023.9,283.95,10.0,253.34
20180315-11,4.05,151.0,1024.8,281.55,30.0,264.95
20180315-12,3.68,151.0,1026.4,280.35,30.0,263.89
20180315-13,4.61,149.0,1028.0,279.45,30.0,263.09
20180315-14,3.68,171.0,1029.1,277.55,37.0,264.08
20180315-15,4.76,171.0,1029.6,277.05,41.0,264.95
20180315-16,3.19,166.0,1030.3,274.75,53.0,266.17
20180315-17,3.18,170.0,1030.5,273.65,59.0,266.54
20180315-18,1.94,159.0,1030.5,274.15,58.0,266.79
20180315-19,1.73,148.0,1030.2,272.85,64.0,267.48
20180315-20,1.97,167.0,1030.5,272.55,66.0,267.55
20180315-21,1.88,157.0,1030.4,272.15,68.0,267.52
20180315-22,1.18,74.0,1030.7,271.05,74.0,267.45
20180315-23,0.99,76.0,1031.3,270.85,77.0,267.72
20180316-0,1.46,147.0,1031.4,275.25,57.0,267.6
20180316-1,2.4,211.0,1031.9,277.55,47.0,267.2
20180316-2,2.92,225.0,1031.7,278.35,41.0,266.14
20180316-3,2.94,192.0,1030.9,279.65,36.0,265.62
20180316-4,2.81,192.0,1029.4,280.95,32.0,265.26
20180316-5,3.21,186.0,1028.0,281.35,32.0,265.61
20180316-6,3.1,157.0,1026.4,282.45,29.0,265.31
20180316-7,4.66,197.0,1025.4,282.85,28.0,265.2
20180316-8,5.38,202.0,1025.0,283.25,26.0,264.59
20180316-9,5.03,193.0,1024.5,282.35,27.0,264.29
20180316-10,4.71,185.0,1024.2,280.65,31.0,264.58
20180316-11,4.27,192.0,1024.4,280.35,32.0,264.72
20180316-12,3.46,179.0,1024.9,278.05,37.0,264.53
20180316-13,2.34,159.0,1025.0,278.85,37.0,265.26
20180316-14,4.72,159.0,1025.3,277.95,40.0,265.46
20180316-15,4.8,170.0,1025.2,276.95,40.0,264.54
20180316-16,2.37,152.0,1025.0,276.35,40.0,264.0
20180316-17,1.59,94.0,1024.3,275.25,46.0,264.79
20180316-18,1.55,97.0,1024.3,275.15,46.0,264.7
20180316-19,2.56,115.0,1023.2,274.55,51.0,265.48
20180316-20,1.43,91.0,1022.7,274.85,51.0,265.76
20180316-21,1.29,109.0,1022.6,274.85,51.0,265.76
20180316-22,1.13,107.0,1022.5,275.15,48.0,265.25
20180316-23,1.41,48.0,1022.6,275.05,52.0,266.2
20180317-0,2.03,133.0,1023.1,275.55,45.0,264.78
20180317-1,1.21,70.0,1023.9,274.95,59.0,267.77
20180317-2,1.72,42.0,1024.3,274.25,73.0,269.94
20180317-3,2.09,63.0,1023.7,273.25,92.0,272.1
20180317-4,1.89,72.0,1023.1,273.75,93.0,272.75
20180317-5,2.32,87.0,1022.4,273.25,95.0,272.54
20180317-6,1.74,98.0,1021.8,273.55,94.0,272.7
20180317-7,0.85,103.0,1021.5,273.95,93.0,272.95
20180317-8,7.3,-9999.0,1021.3,274.15,92.0,273.0
20180317-9,1.06,138.0,1021.0,274.25,93.0,273.24
20180317-10,1.15,117.0,1021.2,274.25,93.0,273.24
20180317-11,1.49,142.0,1021.3,274.35,93.0,273.34
20180317-12,1.25,154.0,1021.7,274.35,95.0,273.64
20180317-13,1.67,193.0,1022.1,274.45,95.0,273.74
20180317-14,0.62,141.0,1022.0,274.55,96.0,273.98
20180317-15,1.16,116.0,1021.8,274.55,95.0,273.84
20180317-16,0.92,85.0,1021.7,274.55,95.0,273.84
20180317-17,1.04,133.0,1021.5,274.55,95.0,273.84
20180317-18,0.88,70.0,1021.4,274.65,94.0,273.79
20180317-19,0.65,44.0,1020.7,274.35,94.0,273.49
20180317-20,1.22,331.0,1020.2,274.05,95.0,273.34
20180317-21,1.62,8.0,1020.4,273.05,93.0,272.05
20180317-22,2.38,10.0,1020.9,272.55,96.0,272.05
20180317-23,1.26,30.0,1020.7,272.75,98.0,272.5
20180318-0,1.79,346.0,1021.0,274.75,95.0,274.04
20180318-1,3.08,318.0,1021.5,276.85,81.0,273.9
20180318-2,1.83,30.0,1021.6,278.85,75.0,274.78
20180318-3,1.72,9.0,1021.4,279.95,61.0,272.97
20180318-4,1.24,86.0,1020.8,281.45,57.0,273.45
20180318-5,2.22,224.0,1019.7,282.75,52.0,273.41
20180318-6,2.03,199.0,1018.5,283.65,47.0,272.85
20180318-7,2.1,209.0,1017.8,285.25,43.0,273.1
20180318-8,1.92,174.0,1017.5,285.15,42.0,272.68
20180318-9,2.48,185.0,1017.4,285.05,42.0,272.59
20180318-10,2.54,154.0,1018.1,283.55,48.0,273.05
20180318-11,2.6,150.0,1018.9,280.95,56.0,272.74
20180318-12,2.54,166.0,1019.5,279.45,66.0,273.58
20180318-13,1.9,157.0,1020.0,278.75,73.0,274.3
20180318-14,1.87,168.0,1020.4,278.25,76.0,274.38
20180318-15,1.07,147.0,1020.6,277.25,84.0,274.8
20180318-16,1.7,62.0,1020.5,274.85,91.0,273.54
20180318-17,1.25,87.0,1020.6,274.15,95.0,273.44
20180318-18,0.48,343.0,1020.4,273.95,95.0,273.24
20180318-19,2.93,347.0,1020.2,274.15,95.0,273.44
20180318-20,3.69,324.0,1020.1,277.15,80.0,274.02
20180318-21,2.83,357.0,1020.6,275.45,82.0,272.7
20180318-22,3.0,357.0,1021.2,275.65,78.0,272.2
20180318-23,0.69,18.0,1022.1,275.55,82.0,272.79
20180319-0,2.42,320.0,1023.2,280.15,64.0,273.82
20180319-1,2.42,340.0,1023.8,281.95,54.0,273.18
20180319-2,1.05,76.0,1023.8,283.25,43.0,271.27
20180319-3,3.15,77.0,1023.7,286.05,29.0,268.48
20180319-4,3.25,106.0,1023.6,286.05,28.0,268.01
20180319-5,3.11,121.0,1022.7,287.45,28.0,269.24
20180319-6,3.09,125.0,1021.9,287.65,29.0,269.89
20180319-7,3.59,169.0,1021.2,288.25,27.0,269.46
20180319-8,3.21,205.0,1021.0,288.35,25.0,268.51
20180319-9,3.14,187.0,1021.1,287.65,24.0,267.37
20180319-10,3.63,155.0,1021.9,285.85,25.0,266.34
20180319-11,3.15,136.0,1022.7,283.95,26.0,265.2
20180319-12,2.29,122.0,1023.4,282.45,28.0,264.85
20180319-13,1.38,108.0,1024.2,280.15,40.0,267.46
20180319-14,2.6,107.0,1024.9,282.15,26.0,263.63
20180319-15,3.49,129.0,1025.6,281.55,22.0,260.99
20180319-16,2.13,148.0,1026.2,280.35,26.0,262.06
20180319-17,1.32,141.0,1026.8,277.05,45.0,266.17
20180319-18,0.99,153.0,1027.0,278.25,48.0,268.13
20180319-19,2.43,4.0,1026.8,274.25,58.0,266.88
20180319-20,3.84,70.0,1026.3,279.45,20.0,258.0
20180319-21,4.86,36.0,1026.6,279.05,18.0,256.38
20180319-22,4.97,28.0,1027.0,278.45,17.0,255.18
20180319-23,3.48,45.0,1027.8,278.65,15.0,253.85
20180320-0,4.17,29.0,1028.2,279.35,14.0,253.61
20180320-1,5.1,42.0,1028.7,280.75,12.0,252.92
20180320-2,3.08,48.0,1028.4,281.95,12.0,253.9
20180320-3,2.09,26.0,1027.9,282.35,12.0,254.22
20180320-4,3.3,359.0,1026.9,284.15,11.0,254.63
20180320-5,2.94,325.0,1025.9,284.15,11.0,254.63
20180320-6,1.09,135.0,1024.9,284.15,11.0,254.63
20180320-7,2.25,194.0,1024.1,284.25,12.0,255.76
20180320-8,2.43,214.0,1023.7,284.05,12.0,255.6
20180320-9,2.23,215.0,1023.4,283.75,13.0,256.33
20180320-10,4.18,186.0,1023.5,282.55,16.0,257.87
20180320-11,2.32,164.0,1023.9,280.35,21.0,259.38
20180320-12,2.59,162.0,1024.1,279.15,25.0,260.52
20180320-13,1.94,165.0,1024.4,279.25,24.0,260.09
20180320-14,3.41,207.0,1024.4,280.45,20.0,258.86
20180320-15,3.46,222.0,1024.2,279.95,19.0,257.8
20180320-16,2.53,154.0,1024.1,277.25,28.0,260.27
20180320-17,2.4,141.0,1023.8,276.45,31.0,260.84
