data-time,wind,dir,slp,t2,rh2,td2
20180304-7,5.04,159.0,1016.1,279.95,33.0,264.76
20180304-8,5.01,157.0,1016.3,278.95,34.0,264.25
20180304-9,4.29,145.0,1016.7,278.15,35.0,263.91
20180304-10,4.84,140.0,1017.5,277.25,36.0,263.46
20180304-11,3.37,147.0,1019.0,276.75,38.0,263.7
20180304-12,3.43,158.0,1020.1,276.35,38.0,263.34
20180304-13,3.74,161.0,1021.1,275.95,38.0,262.97
20180304-14,2.24,136.0,1021.5,275.95,39.0,263.31
20180304-15,1.99,146.0,1021.7,275.45,41.0,263.49
20180304-16,1.68,97.0,1022.0,274.85,43.0,263.55
20180304-17,2.38,81.0,1022.3,274.25,44.0,263.29
20180304-18,2.31,86.0,1022.8,273.75,44.0,262.83
20180304-19,2.36,4.0,1023.0,271.25,51.0,263.31
20180304-20,2.39,13.0,1023.4,270.55,58.0,264.13
20180304-21,2.14,8.0,1024.1,271.55,55.0,264.47
20180304-22,0.6,314.0,1024.9,270.05,63.0,264.6
20180304-23,1.31,9.0,1025.7,269.95,70.0,265.73
20180305-0,1.09,342.0,1026.7,273.05,56.0,265.29
20180305-1,2.21,67.0,1027.3,275.05,47.0,264.88
20180305-2,3.37,105.0,1027.6,275.85,39.0,263.21
20180305-3,3.82,161.0,1027.3,277.95,33.0,262.97
20180305-4,4.23,173.0,1026.7,279.65,30.0,263.27
20180305-5,4.54,198.0,1025.6,280.25,28.0,262.92
20180305-6,4.65,181.0,1024.2,281.35,22.0,260.82
20180305-7,5.65,159.0,1023.6,281.45,21.0,260.32
20180305-8,5.04,191.0,1023.2,281.25,22.0,260.73
20180305-9,5.06,182.0,1023.0,280.25,25.0,261.48
20180305-10,5.63,179.0,1023.1,278.85,27.0,261.22
20180305-11,7.62,169.0,1024.2,276.15,32.0,260.97
20180305-12,5.33,166.0,1025.6,274.65,38.0,261.79
20180305-13,5.81,171.0,1026.4,273.65,43.0,262.45
20180305-14,2.53,173.0,1027.2,272.45,49.0,263.98
20180305-15,3.51,87.0,1027.4,271.95,53.0,264.42
20180305-16,4.21,112.0,1027.9,271.35,59.0,265.09
20180305-17,3.0,127.0,1028.3,271.15,61.0,265.28
20180305-18,2.03,146.0,1028.5,271.05,62.0,265.38
20180305-19,0.65,168.0,1028.2,270.15,65.0,265.06
20180305-20,2.21,82.0,1028.4,270.35,65.0,265.25
20180305-21,2.11,88.0,1029.0,270.25,66.0,265.33
20180305-22,1.51,131.0,1030.0,269.45,68.0,264.91
20180305-23,1.97,85.0,1031.0,270.35,67.0,265.6
20180306-0,2.53,104.0,1032.2,270.95,66.0,266.01
20180306-1,4.12,121.0,1032.8,272.35,59.0,266.04
20180306-2,4.05,148.0,1033.3,273.25,58.0,265.93
20180306-3,2.78,147.0,1033.2,275.05,52.0,266.2
20180306-4,3.57,161.0,1032.4,275.65,44.0,264.58
20180306-5,2.55,105.0,1031.1,276.15,39.0,263.49
20180306-6,3.9,168.0,1030.1,277.45,33.0,262.53
20180306-7,5.35,145.0,1029.3,277.45,30.0,261.32
20180306-8,5.35,154.0,1028.8,277.15,29.0,260.62
20180306-9,7.33,162.0,1028.7,276.85,30.0,260.79
20180306-10,7.38,158.0,1029.4,275.45,36.0,261.83
20180306-11,7.18,154.0,1029.9,273.95,39.0,261.48
20180306-12,6.73,162.0,1030.1,273.55,32.0,258.65
20180306-13,5.39,162.0,1030.2,273.15,35.0,259.4
20180306-14,3.68,162.0,1030.1,272.75,40.0,261.95
20180306-15,3.63,162.0,1029.8,272.35,44.0,262.66
20180306-16,4.3,155.0,1029.1,271.55,45.0,262.17
20180306-17,2.85,166.0,1028.7,270.85,49.0,262.48
20180306-18,2.29,167.0,1028.3,270.55,51.0,262.65
20180306-19,2.9,145.0,1027.4,270.85,51.0,262.94
20180306-20,3.35,139.0,1026.4,270.85,43.0,261.0
20180306-21,3.05,139.0,1026.0,270.65,40.0,260.01
20180306-22,3.59,141.0,1025.0,270.55,42.0,260.46
20180306-23,2.78,146.0,1024.6,270.35,43.0,260.54
20180307-0,3.94,145.0,1024.8,270.85,43.0,261.0
20180307-1,2.74,149.0,1025.0,271.45,43.0,261.56
20180307-2,2.41,132.0,1024.4,271.65,45.0,262.26
20180307-3,2.02,149.0,1023.4,272.65,47.0,263.69
20180307-4,2.32,172.0,1022.3,273.65,48.0,263.86
20180307-5,1.35,70.0,1021.2,273.85,48.0,264.04
20180307-6,3.24,10.0,1020.7,275.25,45.0,264.51
20180307-7,0.86,339.0,1020.1,275.05,46.0,264.61
20180307-8,0.89,30.0,1019.8,275.05,47.0,264.88
20180307-9,1.39,187.0,1019.8,275.35,47.0,265.16
20180307-10,0.78,7.0,1020.9,274.55,49.0,264.96
20180307-11,2.65,36.0,1022.5,274.55,49.0,264.96
20180307-12,3.21,51.0,1023.8,274.45,49.0,264.87
20180307-13,3.1,31.0,1024.9,274.15,50.0,264.85
20180307-14,2.05,351.0,1026.2,271.75,55.0,264.66
20180307-15,1.6,5.0,1027.0,271.65,58.0,265.18
20180307-16,2.61,8.0,1027.7,270.55,59.0,264.32
20180307-17,1.87,1.0,1028.3,271.55,56.0,264.67
20180307-18,2.7,14.0,1028.6,272.05,49.0,263.61
20180307-19,3.62,4.0,1028.7,269.95,53.0,262.53
20180307-20,4.79,36.0,1028.7,271.25,43.0,261.38
20180307-21,2.49,42.0,1029.3,270.45,41.0,260.1
20180307-22,5.89,30.0,1029.3,270.85,36.0,259.02
20180307-23,3.16,20.0,1030.2,270.65,36.0,258.84
20180308-0,5.06,37.0,1030.6,272.35,30.0,258.37
20180308-1,3.87,41.0,1031.1,274.25,27.0,257.18
20180308-2,1.49,85.0,1031.1,276.25,25.0,257.99
20180308-3,1.84,50.0,1030.7,276.95,24.0,258.1
20180308-4,1.18,123.0,1029.5,278.85,23.0,259.22
20180308-5,1.53,260.0,1028.4,279.85,21.0,258.95
20180308-6,4.01,192.0,1026.9,280.55,21.0,259.55
20180308-7,4.83,186.0,1026.4,280.65,24.0,261.31
20180308-8,4.5,198.0,1025.9,280.05,27.0,262.28
20180308-9,4.36,196.0,1025.7,279.25,31.0,263.33
20180308-10,3.46,195.0,1024.8,278.35,33.0,263.33
20180308-11,2.67,177.0,1025.4,275.25,40.0,262.99
20180308-12,2.75,176.0,1025.9,274.95,43.0,263.64
20180308-13,3.79,175.0,1026.3,275.55,42.0,263.89
20180308-14,3.6,153.0,1026.0,276.05,39.0,263.4
20180308-15,4.04,155.0,1025.6,275.25,40.0,262.99
20180308-16,3.88,139.0,1025.2,273.55,45.0,262.94
20180308-17,3.51,130.0,1025.2,272.55,53.0,264.98
20180308-18,4.48,128.0,1024.6,271.75,55.0,264.66
20180308-19,2.42,110.0,1024.0,270.95,58.0,264.51
20180308-20,3.38,103.0,1023.8,270.45,62.0,264.8
20180308-21,2.94,103.0,1023.4,269.65,66.0,264.76
20180308-22,1.6,102.0,1022.9,269.65,66.0,264.76
20180308-23,0.58,226.0,1022.5,268.65,72.0,264.79
20180309-0,1.2,196.0,1022.6,271.05,57.0,264.4
20180309-1,1.23,189.0,1022.4,272.55,51.0,264.54
20180309-2,0.85,359.0,1021.4,274.55,46.0,264.14
20180309-3,1.71,87.0,1020.2,275.25,42.0,263.62
20180309-4,1.86,45.0,1018.7,276.75,40.0,264.36
20180309-5,1.86,131.0,1017.3,278.55,36.0,264.63
20180309-6,3.12,183.0,1015.5,280.95,33.0,265.66
20180309-7,3.22,209.0,1014.3,281.85,32.0,266.06
20180309-8,2.45,201.0,1013.5,282.05,32.0,266.24
20180309-9,2.17,216.0,1013.1,282.05,33.0,266.64
20180309-10,1.72,140.0,1013.1,281.05,35.0,266.52
20180309-11,3.02,18.0,1013.5,277.55,40.0,265.09
20180309-12,2.97,25.0,1013.5,278.35,39.0,265.49
20180309-13,3.85,27.0,1013.8,278.35,39.0,265.49
20180309-14,2.91,18.0,1014.2,277.35,42.0,265.54
20180309-15,1.38,280.0,1014.4,273.75,52.0,264.98
20180309-16,0.31,244.0,1014.4,273.85,54.0,265.57
20180309-17,0.92,355.0,1014.6,273.65,58.0,266.31
20180309-18,1.77,357.0,1015.2,273.45,56.0,265.67
20180309-19,2.53,5.0,1015.2,271.85,61.0,265.95
20180309-20,2.67,352.0,1015.4,272.05,65.0,266.89
20180309-21,1.57,327.0,1015.8,273.35,61.0,266.69
20180309-22,2.15,345.0,1016.3,273.25,60.0,266.38
20180309-23,3.33,344.0,1016.7,274.15,56.0,266.33
20180310-0,4.81,358.0,1017.6,276.85,47.0,266.55
20180310-1,2.95,42.0,1018.6,280.05,35.0,265.62
20180310-2,2.91,125.0,1019.8,280.95,38.0,267.51
20180310-3,5.19,147.0,1019.7,283.05,33.0,267.53
20180310-4,4.47,143.0,1019.6,284.55,30.0,267.61
20180310-5,4.75,137.0,1018.9,285.25,31.0,268.66
20180310-6,4.44,162.0,1018.2,285.45,31.0,268.84
20180310-7,4.46,145.0,1017.9,285.65,31.0,269.02
20180310-8,4.84,174.0,1017.6,285.25,31.0,268.66
20180310-9,5.6,177.0,1017.8,284.05,34.0,268.83
20180310-10,4.95,146.0,1018.4,282.25,40.0,269.37
20180310-11,4.64,147.0,1019.3,280.15,43.0,268.42
20180310-12,6.0,151.0,1020.2,278.15,44.0,266.89
20180310-13,4.16,176.0,1021.1,277.05,44.0,265.87
20180310-14,3.8,170.0,1021.8,276.05,46.0,265.53
20180310-15,3.65,151.0,1022.4,275.65,53.0,267.01
20180310-16,3.84,160.0,1022.8,274.85,57.0,267.22
20180310-17,2.01,154.0,1022.8,274.15,55.0,266.09
20180310-18,0.61,208.0,1022.5,271.95,65.0,266.79
20180310-19,0.05,355.0,1022.0,271.15,66.0,266.2
20180310-20,0.63,285.0,1021.6,270.25,70.0,266.02
20180310-21,0.57,269.0,1021.8,271.05,69.0,266.62
20180310-22,0.78,3.0,1021.9,268.65,78.0,265.72
20180310-23,0.91,273.0,1022.3,268.85,78.0,265.92
20180311-0,0.96,279.0,1022.4,273.25,64.0,267.23
20180311-1,2.03,288.0,1022.4,275.85,45.0,265.06
20180311-2,0.72,309.0,1022.2,278.05,36.0,264.18
20180311-3,2.41,48.0,1021.5,277.35,36.0,263.55
20180311-4,2.55,99.0,1020.5,277.75,35.0,263.55
20180311-5,1.78,62.0,1019.6,278.75,33.0,263.69
20180311-6,2.05,113.0,1018.2,279.35,32.0,263.83
20180311-7,1.63,60.0,1017.4,279.65,33.0,264.49
20180311-8,1.72,133.0,1016.4,280.05,33.0,264.85
20180311-9,1.99,166.0,1016.0,280.25,37.0,266.52
20180311-10,1.29,183.0,1015.9,280.05,39.0,267.04
20180311-11,1.59,154.0,1015.8,280.05,41.0,267.7
20180311-12,1.74,357.0,1016.0,278.55,36.0,264.63
20180311-13,2.22,14.0,1015.8,278.95,35.0,264.63
20180311-14,1.52,280.0,1015.7,278.55,38.0,265.33
20180311-15,0.72,256.0,1015.3,278.25,38.0,265.06
20180311-16,0.31,238.0,1014.7,278.05,41.0,265.87
20180311-17,1.63,151.0,1014.2,278.55,38.0,265.33
20180311-18,1.78,151.0,1013.6,278.05,67.0,272.44
20180311-19,1.04,166.0,1012.8,276.95,70.0,271.98
20180311-20,0.92,291.0,1012.1,274.95,76.0,271.17
20180311-21,0.57,254.0,1011.7,273.65,67.0,268.22
20180311-22,0.92,286.0,1011.5,272.05,68.0,267.42
20180311-23,1.14,263.0,1011.3,273.55,61.0,266.88
20180312-0,1.39,300.0,1011.5,275.85,54.0,267.45
20180312-1,1.21,336.0,1011.5,278.25,46.0,267.57
20180312-2,1.58,61.0,1010.8,279.55,42.0,267.56
20180312-3,1.0,42.0,1009.9,281.35,38.0,267.87
20180312-4,1.99,205.0,1008.9,282.95,35.0,268.22
20180312-5,2.16,171.0,1008.0,283.75,34.0,268.56
20180312-6,2.51,200.0,1006.7,284.95,35.0,270.02
20180312-7,2.0,172.0,1006.0,285.75,37.0,271.49
20180312-8,3.23,164.0,1005.4,285.45,39.0,271.94
20180312-9,2.13,198.0,1005.3,285.25,39.0,271.76
20180312-10,1.75,170.0,1005.7,283.95,44.0,272.22
20180312-11,2.02,146.0,1006.0,284.05,45.0,272.62
20180312-12,2.41,123.0,1006.4,283.45,48.0,272.96
20180312-13,1.67,122.0,1006.5,282.75,52.0,273.41
20180312-14,2.35,118.0,1006.3,282.65,52.0,273.31
20180312-15,0.42,259.0,1006.4,279.25,67.0,273.6
20180312-16,1.96,29.0,1006.2,279.25,60.0,272.08
20180312-17,0.52,11.0,1006.0,277.05,74.0,272.84
20180312-18,1.22,351.0,1006.0,276.15,73.0,271.78
20180312-19,0.92,340.0,1005.5,275.05,76.0,271.27
20180312-20,1.1,343.0,1005.4,275.35,68.0,270.05
20180312-21,1.58,347.0,1005.3,273.75,75.0,269.82
20180312-22,1.89,340.0,1005.3,275.45,71.0,270.73
20180312-23,2.8,350.0,1005.4,275.55,71.0,270.83
20180313-0,2.41,351.0,1005.9,277.65,64.0,271.43
20180313-1,1.76,346.0,1006.3,281.15,52.0,271.91
20180313-2,2.6,30.0,1006.1,283.05,47.0,272.3
20180313-3,2.04,44.0,1005.8,285.55,40.0,272.38
20180313-4,1.86,81.0,1005.0,287.75,34.0,272.14
20180313-5,2.17,142.0,1004.5,289.15,32.0,272.55
20180313-6,1.26,174.0,1003.4,290.95,29.0,272.79
20180313-7,1.29,216.0,1002.9,291.85,27.0,272.6
20180313-8,1.96,209.0,1002.9,292.25,26.0,272.43
20180313-9,1.16,236.0,1003.0,291.95,27.0,272.69
20180313-10,1.28,118.0,1003.4,291.05,28.0,272.4
20180313-11,1.17,45.0,1003.8,286.75,38.0,272.76
20180313-12,1.7,108.0,1004.6,288.35,35.0,273.07
20180313-13,2.36,94.0,1005.1,288.75,34.0,273.03
20180313-14,1.04,28.0,1005.3,286.65,42.0,274.06
20180313-15,2.07,98.0,1005.5,287.25,41.0,274.27
20180313-16,0.93,75.0,1005.7,285.95,44.0,274.06
20180313-17,0.94,316.0,1006.2,282.75,53.0,273.67
20180313-18,3.43,96.0,1006.7,284.25,58.0,276.34
20180313-19,1.93,127.0,1006.1,283.15,72.0,278.36
20180313-20,1.08,169.0,1005.6,282.55,73.0,277.98
20180313-21,1.07,277.0,1005.6,279.95,79.0,276.58
20180313-22,1.02,260.0,1005.8,279.05,86.0,276.9
20180313-23,0.89,329.0,1006.2,279.05,87.0,277.06
20180314-0,1.33,146.0,1006.4,282.65,75.0,278.47
20180314-1,1.96,75.0,1006.5,283.35,69.0,277.95
20180314-2,2.13,139.0,1006.1,285.05,64.0,278.5
20180314-3,3.06,102.0,1006.0,286.05,60.0,278.53
20180314-4,4.54,111.0,1005.2,286.75,58.0,278.7
20180314-5,3.66,113.0,1004.3,287.45,56.0,278.86
20180314-6,4.19,121.0,1003.5,287.25,56.0,278.67
20180314-7,2.75,133.0,1002.9,287.35,57.0,279.02
20180314-8,2.65,96.0,1002.8,287.65,57.0,279.3
20180314-9,1.88,74.0,1002.6,287.65,57.0,279.3
20180314-10,1.68,352.0,1003.0,287.45,58.0,279.37
20180314-11,0.85,1.0,1003.0,287.15,59.0,279.33
20180314-12,1.58,332.0,1004.0,285.65,64.0,279.07
20180314-13,1.66,341.0,1004.9,285.75,63.0,278.94
20180314-14,2.93,304.0,1006.0,285.35,66.0,279.23
20180314-15,3.42,350.0,1006.7,285.85,67.0,279.93
20180314-16,4.62,18.0,1008.0,286.45,59.0,278.67
20180314-17,6.72,29.0,1008.9,287.65,32.0,271.22
20180314-18,8.52,6.0,1010.6,286.25,30.0,269.11
20180314-19,4.3,360.0,1012.4,285.05,32.0,268.91
20180314-20,6.39,39.0,1013.9,284.45,32.0,268.37
20180314-21,9.37,34.0,1015.2,283.25,32.0,267.31
20180314-22,7.37,6.0,1017.5,282.35,32.0,266.5
20180314-23,8.08,25.0,1019.1,281.45,29.0,264.42
20180315-0,9.59,25.0,1020.8,280.75,26.0,262.41
20180315-1,8.91,15.0,1022.1,280.75,18.0,257.81
20180315-2,10.96,22.0,1022.8,282.35,13.0,255.18
20180315-3,9.08,16.0,1023.2,281.65,13.0,254.61
20180315-4,8.68,42.0,1023.3,283.35,12.0,255.03
20180315-5,8.6,26.0,1023.1,284.05,11.0,254.55
20180315-6,5.56,39.0,1022.6,284.45,12.0,255.92
20180315-7,6.07,67.0,1022.2,285.95,10.0,254.93
20180315-8,6.93,54.0,1022.1,285.75,10.0,254.77
20180315-9,6.09,63.0,1022.5,285.35,11.0,255.6
20180315-10,4.74,74.0,1023.0,284.25,11.0,254.71
20180315-11,5.58,155.0,1023.7,281.95,28.0,264.41
20180315-12,5.05,152.0,1025.4,280.95,30.0,264.42
20180315-13,3.89,147.0,1026.9,280.15,28.0,262.83
20180315-14,5.53,171.0,1028.0,278.45,35.0,264.18
20180315-15,4.13,181.0,1028.6,277.65,39.0,264.85
20180315-16,3.46,173.0,1029.1,275.55,48.0,265.62
20180315-17,4.08,180.0,1029.4,275.25,52.0,266.39
20180315-18,2.53,183.0,1029.5,274.15,55.0,266.09
20180315-19,1.87,181.0,1029.1,273.55,59.0,266.44
20180315-20,2.06,185.0,1029.4,273.35,61.0,266.69
20180315-21,1.5,203.0,1029.4,272.05,66.0,267.07
20180315-22,1.05,174.0,1029.7,270.55,71.0,266.48
20180315-23,1.08,194.0,1030.1,271.95,69.0,267.5
20180316-0,1.5,158.0,1030.3,275.85,53.0,267.2
20180316-1,2.01,141.0,1030.8,277.15,48.0,267.11
20180316-2,2.82,202.0,1030.6,278.75,40.0,266.18
20180316-3,3.45,203.0,1029.8,279.85,35.0,265.44
20180316-4,2.41,182.0,1028.3,279.95,36.0,265.9
20180316-5,3.55,166.0,1026.9,281.85,31.0,265.64
20180316-6,4.28,201.0,1025.5,281.95,30.0,265.31
20180316-7,5.4,179.0,1024.3,282.65,29.0,265.48
20180316-8,4.8,187.0,1023.9,282.55,28.0,264.94
20180316-9,4.64,182.0,1023.5,282.15,28.0,264.59
20180316-10,3.95,189.0,1023.1,281.05,31.0,264.93
20180316-11,3.26,201.0,1023.4,280.45,32.0,264.81
20180316-12,2.67,185.0,1023.8,279.15,34.0,264.43
20180316-13,3.43,172.0,1024.0,278.85,37.0,265.26
20180316-14,4.74,160.0,1024.2,278.35,39.0,265.49
20180316-15,5.02,168.0,1024.1,276.85,40.0,264.45
20180316-16,2.57,165.0,1023.9,276.15,41.0,264.13
20180316-17,3.4,145.0,1023.2,276.15,40.0,263.81
20180316-18,2.98,125.0,1023.1,276.15,41.0,264.13
20180316-19,2.71,131.0,1022.1,275.45,43.0,264.1
20180316-20,2.12,80.0,1021.6,275.65,44.0,264.58
20180316-21,2.49,107.0,1021.5,275.25,47.0,265.07
20180316-22,1.7,141.0,1021.5,275.45,44.0,264.4
20180316-23,1.14,127.0,1021.5,275.75,43.0,264.38
20180317-0,1.57,129.0,1022.0,275.95,46.0,265.44
20180317-1,0.62,325.0,1022.9,275.15,57.0,267.5
20180317-2,2.73,25.0,1023.2,273.65,82.0,270.93
20180317-3,2.6,73.0,1022.7,273.15,94.0,272.3
20180317-4,2.71,72.0,1022.1,273.55,93.0,272.55
20180317-5,2.63,68.0,1021.4,273.55,96.0,272.99
20180317-6,2.83,111.0,1020.8,273.65,97.0,273.23
20180317-7,1.71,133.0,1020.4,274.05,95.0,273.34
20180317-8,6.9,-9999.0,1020.2,274.25,92.0,273.1
20180317-9,1.11,206.0,1019.9,274.55,90.0,273.09
20180317-10,1.53,153.0,1020.1,274.65,90.0,273.19
20180317-11,2.32,151.0,1020.3,274.55,90.0,273.09
20180317-12,1.57,180.0,1020.7,274.45,92.0,273.29
20180317-13,1.52,151.0,1021.0,274.55,93.0,273.54
20180317-14,0.62,239.0,1021.0,274.55,93.0,273.54
20180317-15,1.88,46.0,1020.7,274.85,92.0,273.69
20180317-16,1.43,103.0,1020.7,275.05,90.0,273.58
20180317-17,0.81,90.0,1020.4,275.05,90.0,273.58
20180317-18,1.6,342.0,1020.3,274.95,90.0,273.49
20180317-19,1.63,338.0,1019.6,274.45,91.0,273.14
20180317-20,1.46,318.0,1019.3,274.25,91.0,272.95
20180317-21,0.46,290.0,1019.4,273.65,91.0,272.35
20180317-22,1.82,356.0,1019.9,272.35,93.0,271.46
20180317-23,1.67,356.0,1019.7,272.75,95.0,272.12
20180318-0,1.44,284.0,1020.0,274.55,93.0,273.54
20180318-1,2.21,314.0,1020.5,276.55,84.0,274.11
20180318-2,1.75,26.0,1020.5,278.45,72.0,273.82
20180318-3,1.47,7.0,1020.4,279.65,66.0,273.77
20180318-4,1.21,88.0,1019.8,280.95,58.0,273.22
20180318-5,1.26,331.0,1018.7,283.65,49.0,273.43
20180318-6,1.45,98.0,1017.4,284.05,45.0,272.62
20180318-7,2.75,186.0,1016.8,285.05,44.0,273.23
20180318-8,2.1,200.0,1016.5,285.75,41.0,272.9
20180318-9,2.29,178.0,1016.5,285.45,41.0,272.63
20180318-10,2.84,158.0,1017.1,284.05,45.0,272.62
20180318-11,3.59,149.0,1017.8,282.65,52.0,273.31
20180318-12,2.87,181.0,1018.5,281.25,58.0,273.51
20180318-13,3.3,150.0,1018.9,280.65,66.0,274.73
20180318-14,3.19,165.0,1019.4,279.95,71.0,275.08
20180318-15,1.65,189.0,1019.5,279.35,73.0,274.88
20180318-16,0.86,10.0,1019.5,276.85,80.0,273.72
20180318-17,1.23,33.0,1019.5,277.55,77.0,273.88
20180318-18,0.6,298.0,1019.4,275.05,87.0,273.12
20180318-19,1.25,335.0,1019.2,274.75,89.0,273.13
20180318-20,2.04,298.0,1019.1,276.45,85.0,274.17
20180318-21,1.12,355.0,1019.7,275.85,82.0,273.09
20180318-22,1.81,8.0,1020.2,275.35,81.0,272.43
20180318-23,1.79,360.0,1021.1,276.75,78.0,273.28
20180319-0,1.35,306.0,1022.2,279.85,67.0,274.17
20180319-1,2.12,330.0,1022.8,281.55,55.0,273.06
20180319-2,2.36,50.0,1022.7,283.65,40.0,270.65
20180319-3,7.67,51.0,1022.7,286.15,25.0,266.6
20180319-4,3.75,78.0,1022.5,286.35,28.0,268.28
20180319-5,3.83,109.0,1021.7,286.85,28.0,268.72
20180319-6,3.64,160.0,1020.9,287.65,30.0,270.35
20180319-7,3.95,158.0,1020.1,288.25,27.0,269.46
20180319-8,2.39,178.0,1020.0,288.15,27.0,269.37
20180319-9,2.78,201.0,1020.1,288.05,25.0,268.25
20180319-10,5.56,161.0,1020.9,286.05,26.0,267.03
20180319-11,4.69,147.0,1021.7,284.75,25.0,265.39
20180319-12,3.49,150.0,1022.3,283.95,26.0,265.2
20180319-13,3.42,152.0,1023.1,283.75,26.0,265.03
20180319-14,3.44,118.0,1023.9,283.15,25.0,264.0
20180319-15,3.62,129.0,1024.7,282.55,21.0,261.26
20180319-16,3.46,156.0,1025.2,281.25,24.0,261.83
20180319-17,2.8,158.0,1025.7,280.45,32.0,264.81
20180319-18,2.12,186.0,1025.9,279.15,37.0,265.53
20180319-19,2.18,2.0,1025.8,277.15,44.0,265.97
20180319-20,4.38,57.0,1025.4,279.75,20.0,258.26
20180319-21,5.23,39.0,1025.6,279.15,20.0,257.75
20180319-22,6.25,31.0,1026.0,278.35,18.0,255.79
20180319-23,5.5,41.0,1026.8,278.75,17.0,255.43
20180320-0,5.52,36.0,1027.2,279.35,15.0,254.43
20180320-1,5.96,38.0,1027.7,280.75,13.0,253.87
20180320-2,3.81,30.0,1027.5,281.75,13.0,254.69
20180320-3,2.33,10.0,1026.9,283.05,13.0,255.75
20180320-4,2.13,39.0,1025.9,283.45,13.0,256.08
20180320-5,1.56,55.0,1024.9,283.55,13.0,256.16
20180320-6,1.83,108.0,1023.9,283.75,13.0,256.33
20180320-7,1.83,168.0,1023.0,284.25,13.0,256.73
20180320-8,2.78,208.0,1022.7,284.15,13.0,256.65
20180320-9,2.61,197.0,1022.4,283.85,14.0,257.31
20180320-10,2.51,167.0,1022.5,282.95,15.0,257.41
20180320-11,4.67,164.0,1022.8,281.85,19.0,259.41
20180320-12,4.55,164.0,1023.0,281.05,20.0,259.37
20180320-13,4.42,163.0,1023.3,280.35,22.0,259.96
20180320-14,2.21,188.0,1023.4,278.95,25.0,260.34
20180320-15,2.12,218.0,1023.2,278.45,24.0,259.4
20180320-16,1.32,214.0,1023.0,276.45,28.0,259.57
20180320-17,2.08,182.0,1022.7,277.15,27.0,259.73
