
site,score_nwp,score_pre,score_up,score_bw_nwp,score_bw_pre,score_bw_up
site0/,1.7202685284183106,0.9773429803517435,0.4318660347461248,3.068426205802983,1.3609594122155142,0.5564633721216177
site1/,1.4464893659389864,0.859527331636114,0.40578385719541527,2.5003117246438853,1.1444221418536753,0.542288215275768
site2/,1.1490593707943857,0.6306785347921021,0.45113494496277284,1.3357752402337204,0.787131751715018,0.4107303923545598
site3/,1.4740584994728723,0.9356599233731097,0.3652491243002198,2.645846817290212,1.3800164959101286,0.4784216202948985
site4/,1.1295378504366964,0.7412472842908133,0.34376056189331244,1.6498476374660924,1.0111042645738453,0.38715294575519527
site5/,1.6248101753788524,0.885708338249472,0.45488503723645507,2.6402836543344206,1.109693830639102,0.57970658613995
site6/,1.1057851959825609,0.641713752402032,0.41967594182536666,1.4098392321190731,0.8827613883287262,0.373856700666584
site7/,1.6400083124277438,0.8627473725218379,0.47393719532756995,2.7954647829155057,1.0920641304160696,0.609344343348475
site8/,1.5589421954241018,0.9405938596418376,0.3966460960497935,2.8083627175744987,1.3361763545440044,0.524215178408998

site0/,1,1.7202685284183106,0.9773429803517435,0.4318660347461248,3.068426205802983,1.3609594122155142,0.5564633721216177
site0/,24,1.7202685284183106,0.9793984395857399,0.4306711868488106,3.068426205802983,1.3630215197940314,0.5557913313292997
site1/,24,1.4464893659389864,0.861265945785246,0.40458190287063983,2.5003117246438853,1.14145567445584,0.5434746542979895
site2/,24,1.1490593707943857,0.6321370794203102,0.449865607045795,1.3357752402337204,0.7976831190644561,0.4028313334173752
site3/,24,1.4740584994728723,0.9393131207296488,0.36277079840077586,2.645846817290212,1.3891148457570954,0.4749828914208342
site4/,24,1.1295378504366964,0.7441024570238427,0.341232826561623,1.6498476374660924,1.0105091655642071,0.38751364512895814
site5/,24,1.6248101753788524,0.8867145487816052,0.4542657584139929,2.6402836543344206,1.1089942708637104,0.5799715424351735
site6/,24,1.1057851959825609,0.6478828447924242,0.4140970170822925,1.4098392321190731,0.9077822130308382,0.3561094113784967
site7/,24,1.6400083124277438,0.8643798741929326,0.47294177252469516,2.7954647829155057,1.0884319171001149,0.6106436669307834
site8/,24,1.5589421954241018,0.9431680678841262,0.39499484287963454,2.8083627175744987,1.3397393366664603,0.5229464740140283
